# lat,lng,id,name,building_type,type,url,page_type
# Mesagne -- Tutti
40.555384,17.813034,ov_ospedale_san_camillo_40.5554_17.8130,Ospedale San Camillo,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/ospedale_san_camillo_40.5554_17.8130.json,custom
40.557358,17.801187,ov_time_out_40.5574_17.8012,Time Out,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/time_out_40.5574_17.8012.json,custom
40.549680,17.807120,ov_freedom_burger_40.5497_17.8071,Freedom Burger,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/freedom_burger_40.5497_17.8071.json,custom
40.552730,17.807600,ov_bar_l_angolo_del_caff__40.5527_17.8076,Bar L'angolo del caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/bar_langolo_del_caff_40.5527_17.8076.json,custom
40.552724,17.808883,ov_marten_caf__40.5527_17.8089,Marten Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/marten_caf_40.5527_17.8089.json,custom
40.552755,17.809745,ov_bar_sensoria_40.5528_17.8097,Bar Sensoria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/bar_sensoria_40.5528_17.8097.json,custom
40.553838,17.812430,ov_free_time_40.5538_17.8124,Free Time,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/free_time_40.5538_17.8124.json,custom
40.551528,17.813408,ov_chioschetto_ses__40.5515_17.8134,Chioschetto SeSò,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/chioschetto_ses_40.5515_17.8134.json,custom
40.544200,17.802220,ov_caff__tamoil_40.5442_17.8022,Caffè Tamoil,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/caff_tamoil_40.5442_17.8022.json,custom
40.561178,17.799690,ov_caf__r_v__40.5612_17.7997,Cafè rêvé,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/caf_rv_40.5612_17.7997.json,custom
40.559660,17.799073,ov_bar_marconi_40.5597_17.7991,Bar Marconi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/bar_marconi_40.5597_17.7991.json,custom
40.560556,17.798457,ov_bar_europa_40.5606_17.7985,Bar Europa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/bar_europa_40.5606_17.7985.json,custom
40.560772,17.799970,ov_fuorizona_food___spirits_40.5608_17.8000,Fuorizona Food & Spirits,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/fuorizona_food_spirits_40.5608_17.8000.json,custom
40.559851,17.801581,ov_caffe_matisse_40.5599_17.8016,Caffe Matisse,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/caffe_matisse_40.5599_17.8016.json,custom
40.559985,17.801427,ov_gran_caffe_fantasia_40.5600_17.8014,Gran Caffe Fantasia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/gran_caffe_fantasia_40.5600_17.8014.json,custom
40.561907,17.802622,ov_sun_healthy_bar_40.5619_17.8026,SUN Healthy Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/sun_healthy_bar_40.5619_17.8026.json,custom
40.561705,17.805116,ov_street_messapia_40.5617_17.8051,Street Messapia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/street_messapia_40.5617_17.8051.json,custom
40.561094,17.807238,ov_big_cafe_40.5611_17.8072,Big Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/big_cafe_40.5611_17.8072.json,custom
40.561011,17.808058,ov_sapori___sorrisi___conad_mesagne_40.5610_17.8081,Sapori & Sorrisi - Conad Mesagne,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/sapori_sorrisi_-_conad_mesagne_40.5610_17.8081.json,custom
40.560978,17.808252,ov_moonshine___speakeasy_40.5610_17.8083,Moonshine - Speakeasy,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/moonshine_-_speakeasy_40.5610_17.8083.json,custom
40.560855,17.808727,ov_no_name_40.5609_17.8087,No Name,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/no_name_40.5609_17.8087.json,custom
40.560596,17.808549,ov_love_bar_40.5606_17.8085,Love bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/love_bar_40.5606_17.8085.json,custom
40.560583,17.808548,ov_celtic_40.5606_17.8085,Celtic,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/celtic_40.5606_17.8085.json,custom
40.560480,17.807309,ov_light_bar_40.5605_17.8073,Light Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/light_bar_40.5605_17.8073.json,custom
40.560606,17.807925,ov_caff__vittorio_emanuele_40.5606_17.8079,Caffè Vittorio Emanuele,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/caff_vittorio_emanuele_40.5606_17.8079.json,custom
40.560538,17.805192,ov_espresso_gusto_napoli_coffee_point_40.5605_17.8052,Espresso Gusto Napoli Coffee Point,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/espresso_gusto_napoli_coffee_point_40.5605_17.8052.json,custom
40.559934,17.808694,ov_caffe_dell_orologio_40.5599_17.8087,Caffe dell'Orologio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/caffe_dellorologio_40.5599_17.8087.json,custom
40.559733,17.808705,ov_red_pub_40.5597_17.8087,Red Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/red_pub_40.5597_17.8087.json,custom
40.559628,17.809179,ov_chape_mesagne_40.5596_17.8092,Chape Mesagne,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/chape_mesagne_40.5596_17.8092.json,custom
40.563120,17.812660,ov_prime_coccole_infanzia_mesagne_40.5631_17.8127,Prime Coccole Infanzia Mesagne,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/prime_coccole_infanzia_mesagne_40.5631_17.8127.json,custom
40.563110,17.815170,ov_crema___cioccolato_mesagne_40.5631_17.8152,Crema & Cioccolato Mesagne,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/crema_cioccolato_mesagne_40.5631_17.8152.json,custom
40.565238,17.807329,ov_palasport_mesagne_via_udine_40.5652_17.8073,Palasport Mesagne Via Udine,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/palasport_mesagne_via_udine_40.5652_17.8073.json,custom
40.565730,17.816320,ov_bar_piccadilly_40.5657_17.8163,Bar Piccadilly,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/bar_piccadilly_40.5657_17.8163.json,custom
40.568770,17.799886,ov_caff__vergnano_40.5688_17.7999,Caffè Vergnano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/caff_vergnano_40.5688_17.7999.json,custom
40.574770,17.824700,ov_pit_stop_bar_tabacchi_40.5748_17.8247,PIT STOP BAR Tabacchi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/pit_stop_bar_tabacchi_40.5748_17.8247.json,custom
40.566756,17.817877,ov_blu_bar_mesagne_40.5668_17.8179,Blu Bar Mesagne,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/blu_bar_mesagne_40.5668_17.8179.json,custom
40.451170,17.919420,ov_civico_zero_40.4512_17.9194,Civico zero,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/civico_zero_40.4512_17.9194.json,custom
40.618452,17.902314,osm_sandrino_40.6185_17.9023,Sandrino,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/sandrino_40.6185_17.9023.json,custom
40.555918,17.733115,ov_circolo_santa_margherita_40.5559_17.7331,Circolo Santa Margherita,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/circolo_santa_margherita_40.5559_17.7331.json,custom
40.554762,17.819314,ov_zen_sport_center_40.5548_17.8193,Zen Sport Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/zen_sport_center_40.5548_17.8193.json,custom
40.556198,17.815292,ov_palestra_mesagne_40.5562_17.8153,Palestra mesagne,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/palestra_mesagne_40.5562_17.8153.json,custom
40.556157,17.815199,ov_messapia_fitness_40.5562_17.8152,Messapia Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/messapia_fitness_40.5562_17.8152.json,custom
40.556319,17.815141,ov_crossfit_mesagne_40.5563_17.8151,CrossFit Mesagne,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/crossfit_mesagne_40.5563_17.8151.json,custom
40.555895,17.809119,ov_asd_dmf_40.5559_17.8091,ASD DMF,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/asd_dmf_40.5559_17.8091.json,custom
40.554828,17.806820,ov_ssd_fitness_point_40.5548_17.8068,SSD Fitness Point,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/ssd_fitness_point_40.5548_17.8068.json,custom
40.557449,17.805828,ov_centrale_42_40.5574_17.8058,Centrale 42,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/centrale_42_40.5574_17.8058.json,custom
40.558086,17.806705,ov_planet_ssd_40.5581_17.8067,Planet ssd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/planet_ssd_40.5581_17.8067.json,custom
40.557723,17.800618,ov_new_energy_40.5577_17.8006,New Energy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/new_energy_40.5577_17.8006.json,custom
40.557953,17.796883,ov_balance_yoga_mesagne_a_s_d_40.5580_17.7969,Balance Yoga Mesagne A.S.D,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/balance_yoga_mesagne_asd_40.5580_17.7969.json,custom
40.558718,17.793436,ov_asd_new_happy_sport_40.5587_17.7934,Asd New Happy Sport,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/asd_new_happy_sport_40.5587_17.7934.json,custom
40.558122,17.791004,ov_danza_in_disordine_40.5581_17.7910,Danza In Disordine,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/danza_in_disordine_40.5581_17.7910.json,custom
40.555861,17.793365,ov_bellart_academy_40.5559_17.7934,BellArt Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/bellart_academy_40.5559_17.7934.json,custom
40.553929,17.806397,ov_danimomfit_40.5539_17.8064,Danimomfit,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/danimomfit_40.5539_17.8064.json,custom
40.553752,17.810049,ov_corporis_studio_40.5538_17.8100,Corporis Studio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/corporis_studio_40.5538_17.8100.json,custom
40.548326,17.807640,ov_royal_dance_art_40.5483_17.8076,Royal Dance Art,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/royal_dance_art_40.5483_17.8076.json,custom
40.562256,17.794972,ov_professional_dance_40.5623_17.7950,Professional Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/professional_dance_40.5623_17.7950.json,custom
40.560192,17.802710,ov_dance_on_the_road_40.5602_17.8027,Dance on the Road,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/dance_on_the_road_40.5602_17.8027.json,custom
40.561042,17.801892,ov_palestra_scuola_media_maja_materdona_40.5610_17.8019,Palestra Scuola Media Maja Materdona,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/palestra_scuola_media_maja_materdona_40.5610_17.8019.json,custom
40.559703,17.810635,ov_magnitudo_gym_40.5597_17.8106,Magnitudo Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/magnitudo_gym_40.5597_17.8106.json,custom
40.565683,17.816132,ov_the_wall_gym_40.5657_17.8161,The Wall Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/the_wall_gym_40.5657_17.8161.json,custom
40.565809,17.816051,ov_mondo_fitness_40.5658_17.8161,Mondo Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/mondo_fitness_40.5658_17.8161.json,custom
40.560327,17.807976,ov_museo_del_territorio_ugo_granafei_40.5603_17.8080,Museo del Territorio Ugo Granafei,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/museo_del_territorio_ugo_granafei_40.5603_17.8080.json,custom
40.560035,17.809266,ov_il_borgo_dei_presepi_40.5600_17.8093,Il Borgo dei presepi,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/il_borgo_dei_presepi_40.5600_17.8093.json,custom
40.559630,17.809280,ov_lettieriletti_40.5596_17.8093,LettieRiletti,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/lettieriletti_40.5596_17.8093.json,custom
40.564170,17.814791,ov_biblioteca_comunale_40.5642_17.8148,Biblioteca Comunale,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/mesagne/pages/biblioteca_comunale_40.5642_17.8148.json,custom
