# lat,lng,id,name,building_type,type,url,page_type
# Cesano Maderno -- Tutti
45.626584,9.138597,ov_mecesano___studi_professionali_45.6266_9.1386,MeCesano - Studi Professionali,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/mecesano_-_studi_professionali_45.6266_9.1386.json,custom
45.628168,9.162361,ov_urlo_caf__45.6282_9.1624,Urlo Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/urlo_caf_45.6282_9.1624.json,custom
45.625087,9.167109,ov_mezza_luna_45.6251_9.1671,Mezza Luna,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/mezza_luna_45.6251_9.1671.json,custom
45.630935,9.168612,ov_blue_smoke_45.6309_9.1686,Blue Smoke,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/blue_smoke_45.6309_9.1686.json,custom
45.632644,9.172322,ov_bar_regina_45.6326_9.1723,BAR Regina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_regina_45.6326_9.1723.json,custom
45.632340,9.172120,ov_fashion_bar_45.6323_9.1721,Fashion bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/fashion_bar_45.6323_9.1721.json,custom
45.628910,9.164903,ov_a_modo_mio_45.6289_9.1649,A Modo Mio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/a_modo_mio_45.6289_9.1649.json,custom
45.635139,9.162949,ov_bar_de_medici_45.6351_9.1629,Bar De Medici,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_de_medici_45.6351_9.1629.json,custom
45.635870,9.174920,ov_puballafabbrica_45.6359_9.1749,puballafabbrica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/puballafabbrica_45.6359_9.1749.json,custom
45.638890,9.184930,ov_bar_centrale_45.6389_9.1849,Bar Centrale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_centrale_45.6389_9.1849.json,custom
45.639826,9.183583,ov_dal_guerrino_45.6398_9.1836,Dal Guerrino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/dal_guerrino_45.6398_9.1836.json,custom
45.631560,9.175615,ov_bar_flora_e_maurizio_45.6316_9.1756,Bar Flora e Maurizio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_flora_e_maurizio_45.6316_9.1756.json,custom
45.628155,9.162494,osm_l_urlo_caff__45.6282_9.1625,L'urlo caffè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/lurlo_caff_45.6282_9.1625.json,custom
45.636089,9.123012,osm_red_door_45.6361_9.1230,Red Door,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/red_door_45.6361_9.1230.json,custom
45.630453,9.145696,osm_the_river_45.6305_9.1457,The River,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/the_river_45.6305_9.1457.json,custom
45.633547,9.146460,osm_esterino_rielli_45.6335_9.1465,Esterino Rielli,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/esterino_rielli_45.6335_9.1465.json,custom
45.628119,9.145480,osm_caffetteria_dei_portici_45.6281_9.1455,Caffetteria dei Portici,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/caffetteria_dei_portici_45.6281_9.1455.json,custom
45.627823,9.144115,osm_bar_tabacchi_centrale_45.6278_9.1441,Bar Tabacchi Centrale,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_tabacchi_centrale_45.6278_9.1441.json,custom
45.630247,9.146232,osm_la_piazzetta_45.6302_9.1462,La piazzetta,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/la_piazzetta_45.6302_9.1462.json,custom
45.627435,9.142882,osm_route_66_45.6274_9.1429,Route 66,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/route_66_45.6274_9.1429.json,custom
45.623141,9.135764,osm_buongiorno_caff__45.6231_9.1358,Buongiorno Caffè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/buongiorno_caff_45.6231_9.1358.json,custom
45.621820,9.162825,osm_bar_da_pippo_45.6218_9.1628,Bar Da Pippo,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_da_pippo_45.6218_9.1628.json,custom
45.631622,9.155002,osm_caffe_san_carlo_45.6316_9.1550,Caffe San Carlo,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/caffe_san_carlo_45.6316_9.1550.json,custom
45.630818,9.147733,osm_host___un_bel_posto_pub___bar_45.6308_9.1477,Host - Un bel posto pub & bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/host_-_un_bel_posto_pub_bar_45.6308_9.1477.json,custom
45.630079,9.136159,osm_always_caf__45.6301_9.1362,Always Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/always_caf_45.6301_9.1362.json,custom
45.631846,9.130873,osm_home_panetteria_caffetteria_45.6318_9.1309,Home panetteria caffetteria,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/home_panetteria_caffetteria_45.6318_9.1309.json,custom
45.633835,9.123029,osm_oasi_45.6338_9.1230,Oasi,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/oasi_45.6338_9.1230.json,custom
45.635898,9.122572,osm_el_paraiso_45.6359_9.1226,El paraiso,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/el_paraiso_45.6359_9.1226.json,custom
45.632756,9.171957,osm_the_bet_caf___bar_e_pub_45.6328_9.1720,The Bet cafè, bar e pub,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/the_bet_caf_bar_e_pub_45.6328_9.1720.json,custom
45.631731,9.139131,osm_sunsets_caf__45.6317_9.1391,Sunsets Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/sunsets_caf_45.6317_9.1391.json,custom
45.632487,9.138600,osm_loving_lounge_bar_45.6325_9.1386,Loving lounge bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/loving_lounge_bar_45.6325_9.1386.json,custom
45.631444,9.175541,osm_bar_flora_e_maurizio_45.6314_9.1755,Bar Flora e Maurizio,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_flora_e_maurizio_45.6314_9.1755.json,custom
45.635938,9.175161,osm_sporting_caf__45.6359_9.1752,Sporting cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/sporting_caf_45.6359_9.1752.json,custom
45.639824,9.183574,osm_dal_guerrino_caffetteria_con_forno_45.6398_9.1836,Dal Guerrino caffetteria con forno,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/dal_guerrino_caffetteria_con_forno_45.6398_9.1836.json,custom
45.624388,9.127912,ov_scuderia_team_soffientini_45.6244_9.1279,Scuderia Team Soffientini,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/scuderia_team_soffientini_45.6244_9.1279.json,custom
45.630104,9.136266,ov_tigre_nera_team_45.6301_9.1363,Tigre Nera Team,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/tigre_nera_team_45.6301_9.1363.json,custom
45.632837,9.138207,ov_centro_studio_danze_icaro_45.6328_9.1382,Centro Studio Danze ICARO,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/centro_studio_danze_icaro_45.6328_9.1382.json,custom
45.631300,9.151184,ov_universaldance_cesano_maderno_45.6313_9.1512,UniversalDance Cesano Maderno,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/universaldance_cesano_maderno_45.6313_9.1512.json,custom
45.629136,9.146950,ov_fitness_dance_parco_borromeo_45.6291_9.1470,Fitness Dance Parco Borromeo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/fitness_dance_parco_borromeo_45.6291_9.1470.json,custom
45.628344,9.138981,ov_palestra_olympia_45.6283_9.1390,Palestra Olympia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/palestra_olympia_45.6283_9.1390.json,custom
45.627338,9.137705,ov_ironx_gym_fitness_45.6273_9.1377,IronX Gym Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/ironx_gym_fitness_45.6273_9.1377.json,custom
45.627130,9.138100,ov_skydancer_pole_dance___aerial_studio_45.6271_9.1381,Skydancer Pole dance & Aerial studio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/skydancer_pole_dance_aerial_studio_45.6271_9.1381.json,custom
45.627172,9.137451,ov_fit_lab_45.6272_9.1375,Fit Lab,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/fit_lab_45.6272_9.1375.json,custom
45.624883,9.149429,ov_dv_studio_di_davide_villa_45.6249_9.1494,DV Studio di Davide Villa,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/dv_studio_di_davide_villa_45.6249_9.1494.json,custom
45.630921,9.174393,ov_keep_fit_body_studio_45.6309_9.1744,Keep Fit Body Studio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/keep_fit_body_studio_45.6309_9.1744.json,custom
45.631127,9.167837,ov_in_punta_di_piedi_45.6311_9.1678,In Punta di Piedi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/in_punta_di_piedi_45.6311_9.1678.json,custom
45.635130,9.163000,ov_point_game_45.6351_9.1630,Point Game,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/point_game_45.6351_9.1630.json,custom
45.638979,9.180122,ov_gdm_cesano_maderno_45.6390_9.1801,Gdm Cesano Maderno,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/gdm_cesano_maderno_45.6390_9.1801.json,custom
45.629400,9.176440,ov_l_arca_volley_cesano_45.6294_9.1764,L'Arca Volley Cesano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/larca_volley_cesano_45.6294_9.1764.json,custom
45.628400,9.147434,ov_museo_didattico_del_legno_45.6284_9.1474,Museo Didattico del Legno,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/museo_didattico_del_legno_45.6284_9.1474.json,custom
45.634935,9.123430,osm_villaggio_snia_45.6349_9.1234,Villaggio Snia,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/villaggio_snia_45.6349_9.1234.json,custom
45.625478,9.145747,osm_poste_italiane_45.6255_9.1457,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/poste_italiane_45.6255_9.1457.json,custom
45.630073,9.146446,ov_biblioteca_civica_v__pappalettera_cesano_45.6301_9.1464,Biblioteca civica V. Pappalettera Cesano Maderno,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/biblioteca_civica_v_pappalettera_cesano__45.6301_9.1464.json,custom
45.630097,9.146514,osm_biblioteca_civica_vincenzo_pappalettera_45.6301_9.1465,Biblioteca civica Vincenzo Pappalettera,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/biblioteca_civica_vincenzo_pappalettera_45.6301_9.1465.json,custom
