# lat,lng,id,name,building_type,type,url,page_type
# Marano di Napoli -- Tutti
40.901338,14.179355,ov_assistenza_ospedaliera_napoli_40.9013_14.1794,Assistenza ospedaliera napoli,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/assistenza_ospedaliera_napoli_40.9013_14.1794.json,custom
40.899657,14.151822,ov_belle_vie_cafe_40.8997_14.1518,Belle Vie Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/belle_vie_cafe_40.8997_14.1518.json,custom
40.900656,14.150216,ov_fast_love_food_40.9007_14.1502,Fast Love Food,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/fast_love_food_40.9007_14.1502.json,custom
40.901740,14.149358,ov_san_rocco_di_marano_40.9017_14.1494,San Rocco di Marano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/san_rocco_di_marano_40.9017_14.1494.json,custom
40.898205,14.156017,ov_caffetteria_conte_40.8982_14.1560,Caffetteria CONTE,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/caffetteria_conte_40.8982_14.1560.json,custom
40.894180,14.164250,ov_chalet_san_marco_di_carandente_antonio_40.8942_14.1642,Chalet San Marco di Carandente Antonio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/chalet_san_marco_di_carandente_antonio_40.8942_14.1642.json,custom
40.896377,14.161090,ov_los_piratas_pub_40.8964_14.1611,Los Piratas pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/los_piratas_pub_40.8964_14.1611.json,custom
40.892722,14.180741,ov_alaska_nord_pub_40.8927_14.1807,Alaska Nord Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/alaska_nord_pub_40.8927_14.1807.json,custom
40.894944,14.187261,ov_caffetteria_dell_arco_marano_di_napoli_40.8949_14.1873,Caffetteria dell'arco Marano di Napoli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/caffetteria_dellarco_marano_di_napoli_40.8949_14.1873.json,custom
40.895782,14.185080,ov_blu_bar_ferrigno_40.8958_14.1851,Blu Bar Ferrigno,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/blu_bar_ferrigno_40.8958_14.1851.json,custom
40.897749,14.187589,ov_caffetteria_daniela_40.8977_14.1876,Caffetteria Daniela,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/caffetteria_daniela_40.8977_14.1876.json,custom
40.895228,14.181338,ov_alaska_nord_40.8952_14.1813,Alaska Nord,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/alaska_nord_40.8952_14.1813.json,custom
40.895453,14.181238,ov_bar_my_40.8955_14.1812,Bar My,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bar_my_40.8955_14.1812.json,custom
40.899645,14.176345,ov_bar_santopaolo_crescenzo_40.8996_14.1763,Bar Santopaolo Crescenzo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bar_santopaolo_crescenzo_40.8996_14.1763.json,custom
40.899784,14.176041,ov_flamenco_pub__87_40.8998_14.1760,Flamenco Pub '87,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/flamenco_pub_87_40.8998_14.1760.json,custom
40.899773,14.180372,ov_roxy_bar_40.8998_14.1804,Roxy Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/roxy_bar_40.8998_14.1804.json,custom
40.898847,14.185906,ov_capiral_caffe_40.8988_14.1859,Capiral Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/capiral_caffe_40.8988_14.1859.json,custom
40.898384,14.188556,ov_golden_bar_40.8984_14.1886,Golden Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/golden_bar_40.8984_14.1886.json,custom
40.899258,14.189298,ov_bar_world_coffee_40.8993_14.1893,Bar World Coffee,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bar_world_coffee_40.8993_14.1893.json,custom
40.899068,14.187579,ov_enoteca_rinaldi_40.8991_14.1876,Enoteca Rinaldi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/enoteca_rinaldi_40.8991_14.1876.json,custom
40.899874,14.187212,ov_bar_cavallo_40.8999_14.1872,Bar Cavallo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bar_cavallo_40.8999_14.1872.json,custom
40.899803,14.189395,ov_sweet_sweet_cafe_40.8998_14.1894,Sweet Sweet Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/sweet_sweet_cafe_40.8998_14.1894.json,custom
40.899837,14.189360,ov_rinaldi_wine_bar_40.8998_14.1894,Rinaldi Wine Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/rinaldi_wine_bar_40.8998_14.1894.json,custom
40.899941,14.189371,ov_bar_mesage_40.8999_14.1894,Bar Mesage,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bar_mesage_40.8999_14.1894.json,custom
40.900031,14.186168,ov_bar_flora_40.9000_14.1862,Bar Flora,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bar_flora_40.9000_14.1862.json,custom
40.900010,14.186380,ov_mollymania_40.9000_14.1864,MollyMania,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/mollymania_40.9000_14.1864.json,custom
40.901941,14.184188,ov_charlie_o__pub_40.9019_14.1842,Charlie O' Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/charlie_o_pub_40.9019_14.1842.json,custom
40.901676,14.184486,ov_bar_viola_40.9017_14.1845,Bar Viola,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bar_viola_40.9017_14.1845.json,custom
40.900766,14.185530,ov_50_centesimania_40.9008_14.1855,50 centesimania,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/50_centesimania_40.9008_14.1855.json,custom
40.902801,14.178387,ov_sara_j_cafe_40.9028_14.1784,Sara J Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/sara_j_cafe_40.9028_14.1784.json,custom
40.899343,14.173418,ov_sunshine_40.8993_14.1734,Sunshine,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/sunshine_40.8993_14.1734.json,custom
40.897991,14.169735,ov_bocadito_soul_food_40.8980_14.1697,Bocadito soul food,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bocadito_soul_food_40.8980_14.1697.json,custom
40.902021,14.190465,ov_la_braceria_40.9020_14.1905,La Braceria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/la_braceria_40.9020_14.1905.json,custom
40.900522,14.194867,ov_caffe_moderno_toraldo_40.9005_14.1949,Caffe Moderno Toraldo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/caffe_moderno_toraldo_40.9005_14.1949.json,custom
40.899167,14.190953,ov_may_cafe_40.8992_14.1910,May Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/may_cafe_40.8992_14.1910.json,custom
40.898048,14.191291,ov_rosso_e_nero_40.8980_14.1913,Rosso E Nero,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/rosso_e_nero_40.8980_14.1913.json,custom
40.898081,14.191920,ov_bar_olimpia_40.8981_14.1919,Bar Olimpia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bar_olimpia_40.8981_14.1919.json,custom
40.898038,14.194622,ov_american_bar_40.8980_14.1946,American Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/american_bar_40.8980_14.1946.json,custom
40.898119,14.195220,ov_caffe_e_bistrot_del_corso_40.8981_14.1952,Caffe e Bistrot Del Corso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/caffe_e_bistrot_del_corso_40.8981_14.1952.json,custom
40.898225,14.196940,ov_bar_forza__napoli__marano_40.8982_14.1969,Bar Forza  Napoli  Marano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bar_forza_napoli_marano_40.8982_14.1969.json,custom
40.898123,14.196287,ov_bar_cioffi_di_cioffi_domenico_40.8981_14.1963,Bar Cioffi di Cioffi Domenico,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bar_cioffi_di_cioffi_domenico_40.8981_14.1963.json,custom
40.898181,14.199772,ov_cin_cin_caff__40.8982_14.1998,Cin Cin Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/cin_cin_caff_40.8982_14.1998.json,custom
40.898171,14.200232,ov_caf__napul__40.8982_14.2002,Café Napulè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/caf_napul_40.8982_14.2002.json,custom
40.898223,14.202451,ov_bar_de_rosa_di_marino_antonella_40.8982_14.2025,Bar De Rosa di Marino Antonella,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/bar_de_rosa_di_marino_antonella_40.8982_14.2025.json,custom
40.897020,14.203852,ov_le_chic_cafe_40.8970_14.2039,Le Chic Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/le_chic_cafe_40.8970_14.2039.json,custom
40.895920,14.202880,ov_aurora_caf__40.8959_14.2029,Aurora Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/aurora_caf_40.8959_14.2029.json,custom
40.897767,14.201263,ov_cantina_nonna_filomena_40.8978_14.2013,Cantina Nonna Filomena,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/cantina_nonna_filomena_40.8978_14.2013.json,custom
40.895875,14.195223,ov_caffetteria_a_tazzulella_40.8959_14.1952,Caffetteria a tazzulella,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/caffetteria_a_tazzulella_40.8959_14.1952.json,custom
40.896111,14.197605,ov_horeka_cafe_40.8961_14.1976,Horeka Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/horeka_cafe_40.8961_14.1976.json,custom
40.892490,14.203040,ov_cantina_pastore_40.8925_14.2030,Cantina Pastore,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/cantina_pastore_40.8925_14.2030.json,custom
40.876579,14.185577,ov_eurobet_cafe_40.8766_14.1856,Eurobet Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/eurobet_cafe_40.8766_14.1856.json,custom
40.901808,14.136585,ov_team_boss_gym_40.9018_14.1366,Team Boss Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/team_boss_gym_40.9018_14.1366.json,custom
40.896861,14.169444,ov_new_stella_nascente_asd_40.8969_14.1694,New Stella Nascente ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/new_stella_nascente_asd_40.8969_14.1694.json,custom
40.892747,14.176612,ov_charline_dance_40.8927_14.1766,Charline Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/charline_dance_40.8927_14.1766.json,custom
40.897705,14.185699,ov_s_w_d_centro_studi_danza_a_s_d_40.8977_14.1857,S.W.D Centro Studi Danza A.S.D,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/swd_centro_studi_danza_asd_40.8977_14.1857.json,custom
40.895298,14.180647,ov_scuola_non_solo_salsa_napoli_40.8953_14.1806,Scuola Non Solo Salsa Napoli,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/scuola_non_solo_salsa_napoli_40.8953_14.1806.json,custom
40.898642,14.178660,ov_palestra_physical_culture_gym_club_40.8986_14.1787,Palestra Physical Culture Gym Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/palestra_physical_culture_gym_club_40.8986_14.1787.json,custom
40.898900,14.178687,ov_gym_art_40.8989_14.1787,Gym Art,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/gym_art_40.8989_14.1787.json,custom
40.899915,14.181347,ov_dance_mania_marano_40.8999_14.1813,Dance Mania Marano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/dance_mania_marano_40.8999_14.1813.json,custom
40.900330,14.189593,ov_sarnelli_academy_centro_studi_danza_40.9003_14.1896,Sarnelli Academy Centro Studi Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/sarnelli_academy_centro_studi_danza_40.9003_14.1896.json,custom
40.900652,14.189755,ov_fit_and_go_marano_di_napoli_40.9007_14.1898,Fit And Go Marano di Napoli,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/fit_and_go_marano_di_napoli_40.9007_14.1898.json,custom
40.899942,14.183216,ov_pianeta_danza_40.8999_14.1832,Pianeta Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/pianeta_danza_40.8999_14.1832.json,custom
40.902909,14.183152,ov_the_body_project_40.9029_14.1832,The Body Project,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/the_body_project_40.9029_14.1832.json,custom
40.902730,14.182340,ov_dancenter_bayadere_40.9027_14.1823,Dancenter Bayadere,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/dancenter_bayadere_40.9027_14.1823.json,custom
40.900898,14.176487,ov_centro_r_yoga_40.9009_14.1765,Centro R Yoga,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/centro_r_yoga_40.9009_14.1765.json,custom
40.900827,14.174909,ov_big_center_line_40.9008_14.1749,Big Center Line,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/big_center_line_40.9008_14.1749.json,custom
40.898379,14.164036,ov_asd_palestra_popeyegymclub_40.8984_14.1640,Asd Palestra PopeyeGymClub,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/asd_palestra_popeyegymclub_40.8984_14.1640.json,custom
40.900956,14.194919,ov_centro_studi_danza_l_etoile_40.9010_14.1949,Centro Studi Danza L'Etoile,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/centro_studi_danza_letoile_40.9010_14.1949.json,custom
40.900223,14.197016,ov_asd_wellness_marano_40.9002_14.1970,ASD Wellness Marano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/asd_wellness_marano_40.9002_14.1970.json,custom
40.899910,14.192628,ov_accademia_di_danza_poerio_pitera_40.8999_14.1926,Accademia Di Danza Poerio Pitera,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/accademia_di_danza_poerio_pitera_40.8999_14.1926.json,custom
40.899213,14.194726,ov_millenium_fitness_sas_40.8992_14.1947,Millenium Fitness Sas,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/millenium_fitness_sas_40.8992_14.1947.json,custom
40.898103,14.196026,ov_poiesis_danza_40.8981_14.1960,Poiesis Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/poiesis_danza_40.8981_14.1960.json,custom
40.896998,14.203959,ov_centro_danza_tersicore_40.8970_14.2040,Centro Danza Tersicore,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/centro_danza_tersicore_40.8970_14.2040.json,custom
40.897814,14.190426,ov_atheneo_della_danza_marano_40.8978_14.1904,Atheneo Della Danza Marano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/atheneo_della_danza_marano_40.8978_14.1904.json,custom
40.897305,14.190794,ov_palestra_sinergy_vulcan_sport_club_40.8973_14.1908,Palestra Sinergy Vulcan Sport Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/palestra_sinergy_vulcan_sport_club_40.8973_14.1908.json,custom
40.897186,14.190993,ov_ssd_alma_negra_40.8972_14.1910,Ssd Alma Negra,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/ssd_alma_negra_40.8972_14.1910.json,custom
40.887270,14.223170,ov_asd_emozioni_vibranti_40.8873_14.2232,Asd Emozioni Vibranti,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/asd_emozioni_vibranti_40.8873_14.2232.json,custom
40.880531,14.192665,ov_tiro_a_volo_torricello_40.8805_14.1927,Tiro a Volo Torricello,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/tiro_a_volo_torricello_40.8805_14.1927.json,custom
40.885440,14.191857,ov_campo_sportivo_il_nuovo_grillo_40.8854_14.1919,Campo Sportivo Il Nuovo Grillo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/campo_sportivo_il_nuovo_grillo_40.8854_14.1919.json,custom
40.888600,14.195870,ov_blue_devils_napoli_40.8886_14.1959,Blue Devils Napoli,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/blue_devils_napoli_40.8886_14.1959.json,custom
40.884861,14.187151,ov_il_cigno_nero_asd_40.8849_14.1872,Il Cigno Nero ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/il_cigno_nero_asd_40.8849_14.1872.json,custom
40.882251,14.183672,ov_steel_life_40.8823_14.1837,Steel Life,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/steel_life_40.8823_14.1837.json,custom
40.885770,14.178350,ov_asd_life_dance_fitness_40.8858_14.1784,Asd life dance&fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/asd_life_dancefitness_40.8858_14.1784.json,custom
40.887720,14.175100,ov_terra_di_cuma_it_40.8877_14.1751,Terra di Cuma It,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/terra_di_cuma_it_40.8877_14.1751.json,custom
40.890347,14.173151,ov_recca_sporting_club_asd_40.8903_14.1732,Recca Sporting Club ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/recca_sporting_club_asd_40.8903_14.1732.json,custom
40.877122,14.170430,ov_la_fenice_equitazione_40.8771_14.1704,La Fenice Equitazione,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/la_fenice_equitazione_40.8771_14.1704.json,custom
40.876600,14.170849,ov_maneggio_torre_caracciolo_40.8766_14.1708,Maneggio Torre Caracciolo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/maneggio_torre_caracciolo_40.8766_14.1708.json,custom
40.875710,14.175740,ov_arte_movimento_asd_40.8757_14.1757,Arte&Movimento ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/artemovimento_asd_40.8757_14.1757.json,custom
40.894955,14.193069,ov_cimitero_garibaldino_s_angelo_in_formis_40.8950_14.1931,Cimitero Garibaldino S.Angelo in Formis,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/cimitero_garibaldino_sangelo_in_formis_40.8950_14.1931.json,custom
40.887372,14.166734,ov_eremo_di_santa_maria_a_pietraspaccata____40.8874_14.1667,Eremo di Santa Maria a Pietraspaccata - Fuoragnano,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/eremo_di_santa_maria_a_pietraspaccata_-__40.8874_14.1667.json,custom
40.898891,14.190977,ov_ufficio_del_giudice_di_pace_di_marano_40.8989_14.1910,Ufficio del Giudice di Pace di Marano,GOVERNMENT,ufficio_pubblico,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/marano_di_napoli/pages/ufficio_del_giudice_di_pace_di_marano_40.8989_14.1910.json,custom
