# lat,lng,id,name,building_type,type,url,page_type
# Mogliano Veneto -- Tutti
45.554108,12.269953,ov_poliambulatorio_full_life_45.5541_12.2700,Poliambulatorio Full Life,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/poliambulatorio_full_life_45.5541_12.2700.json,custom
45.554385,12.228082,ov_blu_laguna_danze_45.5544_12.2281,Blu Laguna Danze,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/blu_laguna_danze_45.5544_12.2281.json,custom
45.557323,12.228177,ov_dna_danza_nell_anima_45.5573_12.2282,DNA Danza Nell'Anima,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/dna_danza_nellanima_45.5573_12.2282.json,custom
45.557353,12.228998,ov_teen_eleven_evolution_45.5574_12.2290,Teen Eleven Evolution,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/teen_eleven_evolution_45.5574_12.2290.json,custom
45.561642,12.224375,ov_arrampicata_mogliano_45.5616_12.2244,Arrampicata Mogliano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/arrampicata_mogliano_45.5616_12.2244.json,custom
45.563450,12.218658,ov_fitness_avenue_45.5634_12.2187,Fitness Avenue,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/fitness_avenue_45.5634_12.2187.json,custom
45.563368,12.218956,ov_new_gym_dance_asd_45.5634_12.2190,New Gym Dance ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/new_gym_dance_asd_45.5634_12.2190.json,custom
45.561255,12.235147,ov_balance_studio_pilates_45.5613_12.2351,Balance Studio Pilates,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/balance_studio_pilates_45.5613_12.2351.json,custom
45.560944,12.230724,ov_proposta_danza_9_45.5609_12.2307,Proposta Danza 9,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/proposta_danza_9_45.5609_12.2307.json,custom
45.560508,12.235647,ov_fitnesslab_45.5605_12.2356,FitnessLaB,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/fitnesslab_45.5605_12.2356.json,custom
45.562011,12.252968,ov_volley_mogliano_45.5620_12.2530,Volley Mogliano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/volley_mogliano_45.5620_12.2530.json,custom
45.558677,12.245327,ov_pilatesophia_45.5587_12.2453,Pilatesophia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/pilatesophia_45.5587_12.2453.json,custom
45.558211,12.251340,ov_asd_pianeta_danza_45.5582_12.2513,ASD Pianeta Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/asd_pianeta_danza_45.5582_12.2513.json,custom
45.558600,12.268510,ov_via_torni___centro_sportivo_mogliano_ven_45.5586_12.2685,Via Torni - Centro Sportivo Mogliano Veneto TV,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/via_torni_-_centro_sportivo_mogliano_ven_45.5586_12.2685.json,custom
45.553688,12.269528,ov_sporting_club_mazzocco_a_s_d_45.5537_12.2695,Sporting Club Mazzocco A.s.d,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/sporting_club_mazzocco_asd_45.5537_12.2695.json,custom
45.582100,12.325380,ov_circolo_ippico_dalla_parte_del_lupo_asd_45.5821_12.3254,Circolo ippico Dalla parte del lupo ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/circolo_ippico_dalla_parte_del_lupo_asd_45.5821_12.3254.json,custom
45.582247,12.315266,ov_salute_sport_360_45.5822_12.3153,Salute Sport 360,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/salute_sport_360_45.5822_12.3153.json,custom
45.588272,12.305703,ov_tango_g_project_treviso_45.5883_12.3057,Tango G Project Treviso,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/tango_g_project_treviso_45.5883_12.3057.json,custom
45.574196,12.266512,ov_circolo_equitazione_villa_condulmer_45.5742_12.2665,Circolo Equitazione Villa Condulmer,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/circolo_equitazione_villa_condulmer_45.5742_12.2665.json,custom
45.572893,12.266203,ov_club_ippico_condulmer_45.5729_12.2662,Club Ippico Condulmer,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/club_ippico_condulmer_45.5729_12.2662.json,custom
45.564634,12.227240,ov_hdemy_dance___studios_45.5646_12.2272,Hdemy Dance & Studios,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/hdemy_dance_studios_45.5646_12.2272.json,custom
45.541005,12.225686,ov_museo_toni_benetton_45.5410_12.2257,Museo Toni Benetton,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/museo_toni_benetton_45.5410_12.2257.json,custom
45.563330,12.238418,ov_biblioteca_comunale_e__scoffone_di_mogli_45.5633_12.2384,Biblioteca Comunale E. Scoffone di Mogliano Veneto,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/mogliano_veneto/pages/biblioteca_comunale_e_scoffone_di_moglia_45.5633_12.2384.json,custom
