# lat,lng,id,name,building_type,type,url,page_type
# tarquinia -- Tutti
42.250021,11.759461,ov_ospedale_di_tarquinia_pronto_soccorso_42.2500_11.7595,Ospedale di Tarquinia Pronto Soccorso,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/ospedale_di_tarquinia_pronto_soccorso_42.2500_11.7595.json,custom
42.220766,11.708598,ov_sottosopra_42.2208_11.7086,Sottosopra,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/sottosopra_42.2208_11.7086.json,custom
42.221070,11.710780,ov_mc_and_roy_2018_42.2211_11.7108,Mc and Roy 2018,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/mc_and_roy_2018_42.2211_11.7108.json,custom
42.218450,11.707557,ov_bonita_beach_club_42.2184_11.7076,Bonita Beach Club,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/bonita_beach_club_42.2184_11.7076.json,custom
42.218009,11.708984,ov_cin_cin_bar_ristorante_al_mare_42.2180_11.7090,cin cin bar ristorante al mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/cin_cin_bar_ristorante_al_mare_42.2180_11.7090.json,custom
42.214427,11.708397,ov_il_porticciolo_food_42.2144_11.7084,Il Porticciolo Food,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/il_porticciolo_food_42.2144_11.7084.json,custom
42.216360,11.711470,ov_ver_o_foodmore_42.2164_11.7115,Verão foodmore,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/vero_foodmore_42.2164_11.7115.json,custom
42.255673,11.697376,ov_bar_par_4_by_civicozero_42.2557_11.6974,Bar Par 4 by Civicozero,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/bar_par_4_by_civicozero_42.2557_11.6974.json,custom
42.256290,11.695020,ov_bar_par4_42.2563_11.6950,Bar Par4,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/bar_par4_42.2563_11.6950.json,custom
42.255819,11.695423,ov_bar_celletti_42.2558_11.6954,Bar Celletti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/bar_celletti_42.2558_11.6954.json,custom
42.286112,11.645634,ov_terrazza_pepi_s_bar_42.2861_11.6456,Terrazza Pepi's Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/terrazza_pepis_bar_42.2861_11.6456.json,custom
42.267779,11.759665,ov_21_6_caffetteria_ristoro_42.2678_11.7597,21.6 Caffetteria Ristoro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/216_caffetteria_ristoro_42.2678_11.7597.json,custom
42.254800,11.761014,ov_capolinea_caff__42.2548_11.7610,Capolinea Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/capolinea_caff_42.2548_11.7610.json,custom
42.254725,11.760725,ov_enoteca_la_velca_42.2547_11.7607,Enoteca La Velca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/enoteca_la_velca_42.2547_11.7607.json,custom
42.254914,11.757646,ov_old_station_pub_tarquinia_42.2549_11.7576,Old Station Pub Tarquinia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/old_station_pub_tarquinia_42.2549_11.7576.json,custom
42.254885,11.756160,ov_il_circolo_42.2549_11.7562,IL Circolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/il_circolo_42.2549_11.7562.json,custom
42.254505,11.755059,ov_dot_cafe_tarquinia_42.2545_11.7551,Dot_cafe_tarquinia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/dotcafetarquinia_42.2545_11.7551.json,custom
42.253591,11.755970,ov_impero_bar_42.2536_11.7560,Impero Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/impero_bar_42.2536_11.7560.json,custom
42.253627,11.758280,ov_dilas_grau_pub_42.2536_11.7583,Dilas Grau Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/dilas_grau_pub_42.2536_11.7583.json,custom
42.254510,11.759440,ov_il_grappolo_wine_bar_42.2545_11.7594,Il Grappolo Wine Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/il_grappolo_wine_bar_42.2545_11.7594.json,custom
42.253561,11.760563,ov_pizzeria_la_fenice_42.2536_11.7606,Pizzeria La Fenice,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/pizzeria_la_fenice_42.2536_11.7606.json,custom
42.253465,11.755823,ov_sun_city_cafe_42.2535_11.7558,Sun City Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/sun_city_cafe_42.2535_11.7558.json,custom
42.251113,11.763586,ov_white_bar_sala_grochi_42.2511_11.7636,White Bar Sala Grochi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/white_bar_sala_grochi_42.2511_11.7636.json,custom
42.250939,11.758845,ov_tris_bar_42.2509_11.7588,Tris Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/tris_bar_42.2509_11.7588.json,custom
42.250500,11.752370,ov_autosalone_officina_pascucci_pico_42.2505_11.7524,Autosalone Officina Pascucci Pico,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/autosalone_officina_pascucci_pico_42.2505_11.7524.json,custom
42.249320,11.752970,ov_bar_pianopiano_42.2493_11.7530,Bar PianoPiano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/bar_pianopiano_42.2493_11.7530.json,custom
42.249293,11.757914,ov_il_cantinone_42.2493_11.7579,Il Cantinone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/il_cantinone_42.2493_11.7579.json,custom
42.248808,11.758170,ov_l_angolo_del_caff__42.2488_11.7582,L'angolo Del Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/langolo_del_caff_42.2488_11.7582.json,custom
42.249065,11.757280,ov_pin_bar_42.2491_11.7573,Pin Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/pin_bar_42.2491_11.7573.json,custom
42.255727,11.754595,osm_centro_diurno_anziani_42.2557_11.7546,Centro Diurno Anziani,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/centro_diurno_anziani_42.2557_11.7546.json,custom
42.254943,11.757627,osm_old_station_42.2549_11.7576,Old Station,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/old_station_42.2549_11.7576.json,custom
42.253847,11.757691,osm_belle_helene_42.2538_11.7577,Belle Helene,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/belle_helene_42.2538_11.7577.json,custom
42.254255,11.754921,osm_dot_caf__42.2543_11.7549,Dot Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/dot_caf_42.2543_11.7549.json,custom
42.253989,11.757622,osm_l_angolo_del_caff__42.2540_11.7576,L'angolo del caffè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/langolo_del_caff_42.2540_11.7576.json,custom
42.272992,11.709555,osm_bar_gennaro_42.2730_11.7096,Bar Gennaro,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/bar_gennaro_42.2730_11.7096.json,custom
42.243086,11.737954,osm_fuel___more_42.2431_11.7380,Fuel & More,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/fuel_more_42.2431_11.7380.json,custom
42.190150,11.744350,ov_cutback_bamboo_42.1902_11.7444,Cutback Bamboo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/cutback_bamboo_42.1902_11.7444.json,custom
42.228869,11.700614,ov_pierschool_42.2289_11.7006,Pierschool,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/pierschool_42.2289_11.7006.json,custom
42.243694,11.755765,ov_palestra_elite_asd_42.2437_11.7558,Palestra Elite asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/palestra_elite_asd_42.2437_11.7558.json,custom
42.240497,11.735283,ov_veteran_box_tarquinia_42.2405_11.7353,Veteran Box Tarquinia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/veteran_box_tarquinia_42.2405_11.7353.json,custom
42.240568,11.741281,ov_eclettica_gym_42.2406_11.7413,Eclettica Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/eclettica_gym_42.2406_11.7413.json,custom
42.238117,11.760413,ov_ohana_surf_tm_42.2381_11.7604,Ohana Surf TM,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/ohana_surf_tm_42.2381_11.7604.json,custom
42.238450,11.744490,ov_star_dance_tarquinia_42.2385_11.7445,STAR DANCE Tarquinia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/star_dance_tarquinia_42.2385_11.7445.json,custom
42.237364,11.742108,ov_arteritmica_tarquinia_42.2374_11.7421,Arteritmica Tarquinia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/arteritmica_tarquinia_42.2374_11.7421.json,custom
42.237256,11.744127,ov_royal_talent_academy_42.2373_11.7441,Royal Talent Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/royal_talent_academy_42.2373_11.7441.json,custom
41.877950,12.471550,ov_accademia_del_biliardo_depr___tarquinia_41.8779_12.4716,"Accademia del biliardo Deprà, tarquinia",GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/accademia_del_biliardo_depr_tarquinia_41.8779_12.4716.json,custom
42.256313,11.695210,ov_samsarayoga_42.2563_11.6952,Samsarayoga,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/samsarayoga_42.2563_11.6952.json,custom
42.269633,11.678159,ov_poligono_pian_di_spille_42.2696_11.6782,Poligono Pian Di Spille,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/poligono_pian_di_spille_42.2696_11.6782.json,custom
42.292186,11.637625,ov_a_s_d__wind_at_fun_42.2922_11.6376,A.S.D. Wind at Fun,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/asd_wind_at_fun_42.2922_11.6376.json,custom
42.248607,11.754487,ov_asd_gymstar_42.2486_11.7545,ASD Gymstar,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/asd_gymstar_42.2486_11.7545.json,custom
42.247919,11.754158,ov_a_s_d__sunflower_academy_42.2479_11.7542,A.S.D. Sunflower Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/asd_sunflower_academy_42.2479_11.7542.json,custom
42.247890,11.758450,ov_balletto_citta__di_tarquinia_42.2479_11.7584,Balletto Citta' di Tarquinia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/balletto_citta_di_tarquinia_42.2479_11.7584.json,custom
42.246780,11.766040,ov_memoriale_della_shoah_di_tarquinia_42.2468_11.7660,Memoriale della Shoah di Tarquinia,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/memoriale_della_shoah_di_tarquinia_42.2468_11.7660.json,custom
42.246817,11.779696,ov_tomba_dell_orco_42.2468_11.7797,Tomba dell'Orco,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/tomba_dellorco_42.2468_11.7797.json,custom
42.239376,11.795215,ov_tomba_dei_pigmei_42.2394_11.7952,Tomba dei Pigmei,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/tomba_dei_pigmei_42.2394_11.7952.json,custom
41.998595,12.099530,ov_parco_archeologico_di_cerveteri_e_tarqui_41.9986_12.0995,Parco Archeologico di Cerveteri e Tarquinia,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/parco_archeologico_di_cerveteri_e_tarqui_41.9986_12.0995.json,custom
42.283526,11.785506,ov_collezione_peruzzi_42.2835_11.7855,Collezione Peruzzi,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/collezione_peruzzi_42.2835_11.7855.json,custom
42.255183,11.752644,ov_torrione_matilde_di_canossa_42.2552_11.7526,Torrione Matilde Di Canossa,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/torrione_matilde_di_canossa_42.2552_11.7526.json,custom
42.253651,11.755725,ov_museo_archeologico_nazionale_di_tarquini_42.2537_11.7557,Museo Archeologico Nazionale di Tarquinia,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/museo_archeologico_nazionale_di_tarquini_42.2537_11.7557.json,custom
42.253699,11.755971,ov_palazzo_vitelleschi_42.2537_11.7560,Palazzo Vitelleschi,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/palazzo_vitelleschi_42.2537_11.7560.json,custom
42.253230,11.755474,ov_museo_etrusco_informazioni_42.2532_11.7555,Museo Etrusco Informazioni,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/museo_etrusco_informazioni_42.2532_11.7555.json,custom
42.250292,11.768493,ov_tomba_del_cacciatore_42.2503_11.7685,Tomba del Cacciatore,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/tomba_del_cacciatore_42.2503_11.7685.json,custom
42.250292,11.768777,ov_tomb_of_lions_42.2503_11.7688,Tomb of Lions,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/tomb_of_lions_42.2503_11.7688.json,custom
42.248965,11.758505,osm_poste_italiane_42.2490_11.7585,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/poste_italiane_42.2490_11.7585.json,custom
42.240363,11.740402,ov_biblioteca_di_babele_42.2404_11.7404,Biblioteca di Babele,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/biblioteca_di_babele_42.2404_11.7404.json,custom
42.252076,11.755915,ov_biblioteca_comunale_42.2521_11.7559,Biblioteca Comunale,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/biblioteca_comunale_42.2521_11.7559.json,custom
42.252856,11.755817,osm_biblioteca_comunale_dante_alighieri_42.2529_11.7558,Biblioteca Comunale Dante Alighieri,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/biblioteca_comunale_dante_alighieri_42.2529_11.7558.json,custom
42.252191,11.756021,osm_biblioteca_comunale_vincenzo_cardarelli_42.2522_11.7560,Biblioteca Comunale Vincenzo Cardarelli,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/tarquinia/pages/biblioteca_comunale_vincenzo_cardarelli_42.2522_11.7560.json,custom
