# lat,lng,id,name,building_type,type,url,page_type
# Ischia -- Tutti
40.734819,13.952318,ov_nursing_home_st__john_joseph_40.7348_13.9523,Nursing Home St. John Joseph,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/nursing_home_st_john_joseph_40.7348_13.9523.json,custom
40.735149,13.955989,ov_ristorante_la_lampara_ischia_40.7351_13.9560,Ristorante La Lampara Ischia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ristorante_la_lampara_ischia_40.7351_13.9560.json,custom
40.734764,13.955950,ov_pizzeria_d_antonino_40.7348_13.9560,Pizzeria D'Antonino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/pizzeria_dantonino_40.7348_13.9560.json,custom
40.733790,13.955790,ov_a_cammisa_do_r__40.7338_13.9558,A Cammisa do Rè,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/a_cammisa_do_r_40.7338_13.9558.json,custom
40.733753,13.956121,ov_ristorante_pizzeria_pirozzi_40.7338_13.9561,Ristorante Pizzeria Pirozzi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ristorante_pizzeria_pirozzi_40.7338_13.9561.json,custom
40.733580,13.956620,ov_mr_pling_ravioleria___ischia_40.7336_13.9566,Mr Pling Ravioleria - Ischia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/mr_pling_ravioleria_-_ischia_40.7336_13.9566.json,custom
40.740559,13.954894,ov_bagno_antonio___spiaggia_ristorante_a_is_40.7406_13.9549,Bagno Antonio - Spiaggia Ristorante a Ischia - Beach Restaur,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bagno_antonio_-_spiaggia_ristorante_a_is_40.7406_13.9549.json,custom
40.740503,13.954690,ov_o_rangio_fellone_40.7405_13.9547,O Rangio Fellone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/o_rangio_fellone_40.7405_13.9547.json,custom
40.740867,13.954525,ov_la_perla_40.7409_13.9545,La Perla,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/la_perla_40.7409_13.9545.json,custom
40.723639,13.959126,ov_ristorante_da_maria_40.7236_13.9591,Ristorante Da Maria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ristorante_da_maria_40.7236_13.9591.json,custom
40.726721,13.959127,ov_gardenia_mare_40.7267_13.9591,Gardenia Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/gardenia_mare_40.7267_13.9591.json,custom
40.731586,13.959736,ov_bisboccia_bistrot_40.7316_13.9597,BisBoccia Bistrot,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bisboccia_bistrot_40.7316_13.9597.json,custom
40.732097,13.959679,ov_ristorante_al_pontile_40.7321_13.9597,Ristorante Al Pontile,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ristorante_al_pontile_40.7321_13.9597.json,custom
40.731902,13.960489,ov_ristorante_bar_da_coco_40.7319_13.9605,Ristorante Bar da Coco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ristorante_bar_da_coco_40.7319_13.9605.json,custom
40.732248,13.959731,ov_a_paranza_sea_restaurant_40.7322_13.9597,A Paranza Sea Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/a_paranza_sea_restaurant_40.7322_13.9597.json,custom
40.732031,13.959524,ov_ristorante_da_ciccio_40.7320_13.9595,Ristorante Da Ciccio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ristorante_da_ciccio_40.7320_13.9595.json,custom
40.731760,13.959319,ov_da_ciro_al_vicoletto_40.7318_13.9593,Da Ciro al Vicoletto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/da_ciro_al_vicoletto_40.7318_13.9593.json,custom
40.732457,13.958710,ov_porcavacca_steakhouse_40.7325_13.9587,Porcavacca steakhouse,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/porcavacca_steakhouse_40.7325_13.9587.json,custom
40.732917,13.958736,ov_restaurant_auras_40.7329_13.9587,Restaurant Auras,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/restaurant_auras_40.7329_13.9587.json,custom
40.732518,13.958290,ov_ristorante_aglio_olio_e_pomodoro_40.7325_13.9583,Ristorante Aglio Olio e Pomodoro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ristorante_aglio_olio_e_pomodoro_40.7325_13.9583.json,custom
40.732496,13.958184,ov_ranucci_ischia_40.7325_13.9582,Ranucci Ischia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ranucci_ischia_40.7325_13.9582.json,custom
40.730240,13.954659,ov_il_giardino_ischia_40.7302_13.9547,Il Giardino Ischia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/il_giardino_ischia_40.7302_13.9547.json,custom
40.718118,13.953760,ov_ristorante_pizzeria_nascondiglio_dell_am_40.7181_13.9538,Ristorante Pizzeria Nascondiglio Dell'Amore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ristorante_pizzeria_nascondiglio_dellamo_40.7181_13.9538.json,custom
40.714520,13.955916,ov_azienda_agricola_pignatiello_40.7145_13.9559,Azienda Agricola Pignatiello,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/azienda_agricola_pignatiello_40.7145_13.9559.json,custom
40.718212,13.958520,ov_la_cantina_torre_di_mezzo_40.7182_13.9585,La Cantina Torre Di Mezzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/la_cantina_torre_di_mezzo_40.7182_13.9585.json,custom
40.712202,13.951035,ov_ristorante_piano_liguori_40.7122_13.9510,Ristorante Piano Liguori,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ristorante_piano_liguori_40.7122_13.9510.json,custom
41.005267,14.321496,ov_intrattenitore_41.0053_14.3215,Intrattenitore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/intrattenitore_41.0053_14.3215.json,custom
40.732873,13.942707,osm_gaetano_40.7329_13.9427,Gaetano,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/gaetano_40.7329_13.9427.json,custom
40.742175,13.946298,osm_ckb_40.7422_13.9463,CKB,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ckb_40.7422_13.9463.json,custom
40.739905,13.950240,osm_dortas_40.7399_13.9502,Dortas,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/dortas_40.7399_13.9502.json,custom
40.727762,13.936801,osm_ristorante_l_innominato_40.7278_13.9368,Ristorante l'Innominato,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ristorante_linnominato_40.7278_13.9368.json,custom
40.737788,13.949262,osm_radici_ischia_40.7378_13.9493,Radici Ischia,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/radici_ischia_40.7378_13.9493.json,custom
40.742728,13.938620,ov_play_park_pub_40.7427_13.9386,Play Park Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/play_park_pub_40.7427_13.9386.json,custom
40.745938,13.938131,ov_caff__kremoso_ischia_40.7459_13.9381,Caffè Kremoso Ischia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/caff_kremoso_ischia_40.7459_13.9381.json,custom
40.745622,13.938115,ov_barmar_____not_only_bars_40.7456_13.9381,Barmar ... not only bars,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/barmar_not_only_bars_40.7456_13.9381.json,custom
40.745279,13.938021,ov_bar_della_biglietteria___mummulone_40.7453_13.9380,Bar della biglietteria - mummulone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_della_biglietteria_-_mummulone_40.7453_13.9380.json,custom
40.743940,13.938464,ov_pirama_pub_40.7439_13.9385,Pirama Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/pirama_pub_40.7439_13.9385.json,custom
40.745748,13.938495,ov_chalet_olimpica_40.7457_13.9385,Chalet Olimpica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/chalet_olimpica_40.7457_13.9385.json,custom
40.743529,13.939020,ov_bar_del_porto_40.7435_13.9390,Bar del Porto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_del_porto_40.7435_13.9390.json,custom
40.746555,13.940353,ov_gate_ischia_40.7466_13.9404,Gate Ischia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/gate_ischia_40.7466_13.9404.json,custom
40.745770,13.942869,ov_un_attimo_di_vino_40.7458_13.9429,Un Attimo Di Vino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/un_attimo_di_vino_40.7458_13.9429.json,custom
40.745168,13.942473,ov_officina___cocktail___food_40.7452_13.9425,Officina - Cocktail & Food,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/officina_-_cocktail_food_40.7452_13.9425.json,custom
40.744158,13.942445,ov_porto_51_40.7442_13.9424,Porto 51,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/porto_51_40.7442_13.9424.json,custom
40.744130,13.942540,ov_don_salvatore_40.7441_13.9425,Don Salvatore,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/don_salvatore_40.7441_13.9425.json,custom
40.742331,13.943933,ov_bar_delle_rose_40.7423_13.9439,Bar Delle Rose,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_delle_rose_40.7423_13.9439.json,custom
40.742567,13.943695,ov_enoteca_castaldi_40.7426_13.9437,Enoteca Castaldi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/enoteca_castaldi_40.7426_13.9437.json,custom
40.742748,13.943298,ov_bar_epomeo_40.7427_13.9433,Bar Epomeo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_epomeo_40.7427_13.9433.json,custom
40.742834,13.943036,ov_maledetta_birreria_40.7428_13.9430,Maledetta birreria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/maledetta_birreria_40.7428_13.9430.json,custom
40.742820,13.943020,ov_ischia_bar_40.7428_13.9430,Ischia Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ischia_bar_40.7428_13.9430.json,custom
40.742547,13.943462,ov_cappuccino_bistro_40.7425_13.9435,Cappuccino Bistro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/cappuccino_bistro_40.7425_13.9435.json,custom
40.742765,13.941496,ov_alibar_ischia_40.7428_13.9415,Alibar Ischia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/alibar_ischia_40.7428_13.9415.json,custom
40.743091,13.939836,ov_calise_al_porto_40.7431_13.9398,Calise Al Porto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/calise_al_porto_40.7431_13.9398.json,custom
40.743049,13.939861,ov_bar_calise_40.7430_13.9399,Bar Calise,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_calise_40.7430_13.9399.json,custom
40.730896,13.944187,ov_bar_del_sole_40.7309_13.9442,Bar Del Sole,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_del_sole_40.7309_13.9442.json,custom
40.723800,13.941562,ov_chioschetto_guerra_40.7238_13.9416,Chioschetto Guerra,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/chioschetto_guerra_40.7238_13.9416.json,custom
40.720429,13.941753,ov_bar_luisa_40.7204_13.9418,Bar Luisa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_luisa_40.7204_13.9418.json,custom
40.719875,13.952881,ov_village_cafe__ischia___pub___bar_40.7199_13.9529,Village Cafe' Ischia | Pub & Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/village_cafe_ischia_pub_bar_40.7199_13.9529.json,custom
40.726629,13.949922,ov_buono_caffe_40.7266_13.9499,Buono Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/buono_caffe_40.7266_13.9499.json,custom
40.726965,13.945511,ov_bar_holiday_40.7270_13.9455,Bar Holiday,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_holiday_40.7270_13.9455.json,custom
40.734007,13.948678,ov_soleado_caf__40.7340_13.9487,Soleado Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/soleado_caf_40.7340_13.9487.json,custom
40.736290,13.947450,ov_bar_luisa_40.7363_13.9474,bar luisa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_luisa_40.7363_13.9474.json,custom
40.741361,13.948405,ov_ex_bar_diana_40.7414_13.9484,Ex-Bar diana,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ex-bar_diana_40.7414_13.9484.json,custom
40.741783,13.947345,ov_bar_dell_orologio_40.7418_13.9473,Bar dell'Orologio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_dellorologio_40.7418_13.9473.json,custom
40.741541,13.944531,ov_orsetto_bar_40.7415_13.9445,Orsetto bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/orsetto_bar_40.7415_13.9445.json,custom
40.742992,13.945301,ov_pasticceria_testone_40.7430_13.9453,Pasticceria Testone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/pasticceria_testone_40.7430_13.9453.json,custom
40.743002,13.944678,ov_caffe_europa_40.7430_13.9447,Caffe Europa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/caffe_europa_40.7430_13.9447.json,custom
40.744889,13.944757,ov_bagno_san_pietro_ischia_40.7449_13.9448,Bagno San Pietro Ischia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bagno_san_pietro_ischia_40.7449_13.9448.json,custom
40.743677,13.945003,ov_blue_stone_ischia_40.7437_13.9450,Blue Stone Ischia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/blue_stone_ischia_40.7437_13.9450.json,custom
40.739399,13.952218,ov_caciassa___ischia_40.7394_13.9522,Caciassa - Ischia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/caciassa_-_ischia_40.7394_13.9522.json,custom
40.740497,13.949913,ov_los_locos_ischia_40.7405_13.9499,Los Locos Ischia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/los_locos_ischia_40.7405_13.9499.json,custom
40.740140,13.950400,ov_bar_delle_vittorie_40.7401_13.9504,Bar delle Vittorie,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_delle_vittorie_40.7401_13.9504.json,custom
40.740490,13.950341,ov_alchemie_cocktail_bar_40.7405_13.9503,Alchemie Cocktail Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/alchemie_cocktail_bar_40.7405_13.9503.json,custom
40.740243,13.950484,ov_gran_caffe_vittoria_40.7402_13.9505,Gran Caffe Vittoria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/gran_caffe_vittoria_40.7402_13.9505.json,custom
40.740221,13.951102,ov_il_gatto_bianco_40.7402_13.9511,Il gatto bianco,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/il_gatto_bianco_40.7402_13.9511.json,custom
40.734879,13.950358,ov_yuprosit_40.7349_13.9504,Yuprosit,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/yuprosit_40.7349_13.9504.json,custom
40.734907,13.953287,ov_bar_la_violetta_40.7349_13.9533,Bar la Violetta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_la_violetta_40.7349_13.9533.json,custom
40.735393,13.952604,ov_caff__morelli_40.7354_13.9526,Caffè Morelli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/caff_morelli_40.7354_13.9526.json,custom
40.736624,13.955261,ov_marea_40.7366_13.9553,Marea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/marea_40.7366_13.9553.json,custom
40.737118,13.955182,ov_bagno_mario___blue_wave_bar_40.7371_13.9552,Bagno Mario - Blue Wave Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bagno_mario_-_blue_wave_bar_40.7371_13.9552.json,custom
40.737750,13.955406,ov_bagno_nunziatina_ristobar_40.7377_13.9554,Bagno Nunziatina Ristobar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bagno_nunziatina_ristobar_40.7377_13.9554.json,custom
40.733688,13.956282,ov_bar_gelateria_dell_800_40.7337_13.9563,Bar Gelateria Dell'800,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_gelateria_dell800_40.7337_13.9563.json,custom
40.733605,13.956506,ov_enoteca_iscla_vinum_40.7336_13.9565,Enoteca Iscla Vinum,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/enoteca_iscla_vinum_40.7336_13.9565.json,custom
40.731961,13.960001,ov_bar_monzu_40.7320_13.9600,Bar Monzu,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_monzu_40.7320_13.9600.json,custom
40.731993,13.960205,ov_bar_coc____ischia_ponte_40.7320_13.9602,Bar Cocò - Ischia Ponte,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_coc_-_ischia_ponte_40.7320_13.9602.json,custom
40.731889,13.960648,ov_coco_gelo_40.7319_13.9606,Coco Gelo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/coco_gelo_40.7319_13.9606.json,custom
40.731905,13.959481,ov_blackjack_ischia_ponte_40.7319_13.9595,Blackjack Ischia Ponte,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/blackjack_ischia_ponte_40.7319_13.9595.json,custom
40.732055,13.959384,ov_le_bistrot_cafe_40.7321_13.9594,Le Bistrot Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/le_bistrot_cafe_40.7321_13.9594.json,custom
40.732081,13.959276,ov_kiwi_jam_40.7321_13.9593,Kiwi Jam,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/kiwi_jam_40.7321_13.9593.json,custom
40.732534,13.958252,ov_divino_bacco_40.7325_13.9583,Divino Bacco,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/divino_bacco_40.7325_13.9583.json,custom
40.733338,13.956817,ov_cornetteria_e_lounge_bar_dolcezza_e_bont_40.7333_13.9568,Cornetteria e lounge bar dolcezza e bontà ischia ponte,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/cornetteria_e_lounge_bar_dolcezza_e_bont_40.7333_13.9568.json,custom
40.733168,13.956745,ov_pub_la_virgola_40.7332_13.9567,Pub La Virgola,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/pub_la_virgola_40.7332_13.9567.json,custom
40.726740,13.956400,ov_pub_la_virgola_40.7267_13.9564,Pub La Virgola,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/pub_la_virgola_40.7267_13.9564.json,custom
40.738568,13.951943,osm_figaro_burger_house_40.7386_13.9519,Figaro Burger House,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/figaro_burger_house_40.7386_13.9519.json,custom
40.742935,13.942830,osm_da_ciccio_40.7429_13.9428,Da Ciccio,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/da_ciccio_40.7429_13.9428.json,custom
40.731983,13.959105,osm_trani_giovanni_40.7320_13.9591,Trani Giovanni,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/trani_giovanni_40.7320_13.9591.json,custom
40.742352,13.945894,osm_il_grottino_40.7424_13.9459,Il Grottino,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/il_grottino_40.7424_13.9459.json,custom
40.743144,13.944488,osm_caff__europa_40.7431_13.9445,Caffè Europa,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/caff_europa_40.7431_13.9445.json,custom
40.740617,13.943586,osm_l_orsetto_40.7406_13.9436,L'orsetto,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/lorsetto_40.7406_13.9436.json,custom
40.742605,13.941528,osm_alibar_40.7426_13.9415,Alibar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/alibar_40.7426_13.9415.json,custom
40.743872,13.944833,osm_glamour_cafe_40.7439_13.9448,Glamour Cafe,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/glamour_cafe_40.7439_13.9448.json,custom
40.740262,13.951181,osm_gatto_bianco_40.7403_13.9512,Gatto Bianco,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/gatto_bianco_40.7403_13.9512.json,custom
40.742239,13.889881,ov_studio_danza_ischia_40.7422_13.8899,Studio Danza Ischia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/studio_danza_ischia_40.7422_13.8899.json,custom
40.743315,13.933392,ov_gianni_gym_40.7433_13.9334,Gianni gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/gianni_gym_40.7433_13.9334.json,custom
40.742966,13.936788,ov_officina_migliaccio___motori_marini_e_no_40.7430_13.9368,Officina Migliaccio _ motori marini e non _,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/officina_migliaccio_motori_marini_e_non__40.7430_13.9368.json,custom
40.744770,13.937711,ov_orizzonti_blu_ischia_diving_40.7448_13.9377,Orizzonti Blu Ischia Diving,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/orizzonti_blu_ischia_diving_40.7448_13.9377.json,custom
40.744932,13.937544,ov_ischia_diving_center_40.7449_13.9375,Ischia Diving Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ischia_diving_center_40.7449_13.9375.json,custom
