# lat,lng,id,name,building_type,type,url,page_type
# Bisceglie -- Tutti
41.242282,16.497484,ov_casa_della_divina_provvidenza_41.2423_16.4975,Casa della Divina Provvidenza,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/casa_della_divina_provvidenza_41.2423_16.4975.json,custom
41.241706,16.499662,osm_lino_bar_41.2417_16.4997,Lino Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/lino_bar_41.2417_16.4997.json,custom
41.232394,16.496894,osm_acquafredda_foodcafe_41.2324_16.4969,Acquafredda Foodcafe,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/acquafredda_foodcafe_41.2324_16.4969.json,custom
41.232006,16.491581,osm_booka_41.2320_16.4916,Booka,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/booka_41.2320_16.4916.json,custom
41.241377,16.498657,osm_mario_caf__41.2414_16.4987,Mario Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/mario_caf_41.2414_16.4987.json,custom
41.229683,16.489717,osm_bar_royal_caf__41.2297_16.4897,Bar Royal Café,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/bar_royal_caf_41.2297_16.4897.json,custom
41.244299,16.488531,osm_tred__41.2443_16.4885,Tredì,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/tred_41.2443_16.4885.json,custom
41.248888,16.486942,ov_palestra_alpha_bisceglie_41.2489_16.4869,Palestra Alpha Bisceglie,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/palestra_alpha_bisceglie_41.2489_16.4869.json,custom
41.248796,16.486703,ov_baila_rumbero_41.2488_16.4867,Baila Rumbero,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/baila_rumbero_41.2488_16.4867.json,custom
41.243755,16.491430,ov_rudra_accademia_di_danza_41.2438_16.4914,Rudra Accademia di Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/rudra_accademia_di_danza_41.2438_16.4914.json,custom
41.244085,16.490586,ov_dolmen_gymnastics_ssd_41.2441_16.4906,Dolmen Gymnastics SSD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/dolmen_gymnastics_ssd_41.2441_16.4906.json,custom
41.249260,16.468330,ov_campus_estivo_bersaglieri_41.2493_16.4683,Campus Estivo Bersaglieri,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/campus_estivo_bersaglieri_41.2493_16.4683.json,custom
41.239325,16.497683,ov_elite_club_41.2393_16.4977,Elite Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/elite_club_41.2393_16.4977.json,custom
41.241648,16.488406,ov_sonenale_41.2416_16.4884,Sonenale,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/sonenale_41.2416_16.4884.json,custom
41.236149,16.495019,ov_fit_combat_41.2361_16.4950,Fit Combat,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/fit_combat_41.2361_16.4950.json,custom
41.234488,16.497814,ov_unique_bisceglie_41.2345_16.4978,Unique Bisceglie,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/unique_bisceglie_41.2345_16.4978.json,custom
41.231013,16.495703,ov_fitcenter_41.2310_16.4957,Fitcenter,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/fitcenter_41.2310_16.4957.json,custom
41.229640,16.489430,ov_personal_center_41.2296_16.4894,Personal Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/personal_center_41.2296_16.4894.json,custom
41.231039,16.492219,ov_palacosmai_41.2310_16.4922,Palacosmai,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/palacosmai_41.2310_16.4922.json,custom
41.231961,16.491532,ov_booka_il_minigolf_41.2320_16.4915,Booka il Minigolf,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/booka_il_minigolf_41.2320_16.4915.json,custom
41.232337,16.498069,ov_reform_pilates_studio_41.2323_16.4981,Reform Pilates Studio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/reform_pilates_studio_41.2323_16.4981.json,custom
41.228010,16.485080,ov_hero_box_cross_training_di_giulio_di_pie_41.2280_16.4851,HERO BOX Cross Training di Giulio Di Pierro & Lorenzo Pasqua,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/hero_box_cross_training_di_giulio_di_pie_41.2280_16.4851.json,custom
41.228531,16.489893,ov_namas_41.2285_16.4899,NAMAS,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/namas_41.2285_16.4899.json,custom
41.204350,16.474075,ov_circolo_ippico_oxer_41.2043_16.4741,Circolo Ippico Oxer,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/circolo_ippico_oxer_41.2043_16.4741.json,custom
41.233300,16.500000,ov_dolmen_la_chianca_di_bisceglie_41.2333_16.5000,Dolmen La Chianca Di Bisceglie,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/dolmen_la_chianca_di_bisceglie_41.2333_16.5000.json,custom
41.194046,16.487452,ov_dolmen_of_chianca_41.1940_16.4875,Dolmen of Chianca,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/bisceglie/pages/dolmen_of_chianca_41.1940_16.4875.json,custom
