# lat,lng,id,name,building_type,type,url,page_type
# Mondovì -- Tutti
44.390822,7.802377,ov_ospedale_regina_montis_regalis_44.3908_7.8024,Ospedale Regina Montis Regalis,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/ospedale_regina_montis_regalis_44.3908_7.8024.json,custom
44.403634,7.813472,ov_pepenero_coffee_44.4036_7.8135,Pepenero Coffee,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/pepenero_coffee_44.4036_7.8135.json,custom
44.403723,7.808278,ov_punto_bere_srl_44.4037_7.8083,Punto Bere SRL,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/punto_bere_srl_44.4037_7.8083.json,custom
44.405180,7.791054,ov_caff__il_carillon_44.4052_7.7911,Caffè il Carillon,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/caff_il_carillon_44.4052_7.7911.json,custom
44.411439,7.787004,ov_valli_monregalesi_44.4114_7.7870,VALLI Monregalesi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/valli_monregalesi_44.4114_7.7870.json,custom
44.411015,7.802684,ov_olly_bar_44.4110_7.8027,Olly Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/olly_bar_44.4110_7.8027.json,custom
44.410233,7.839761,ov_il_pubblicita_caffe_44.4102_7.8398,Il Pubblicita Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/il_pubblicita_caffe_44.4102_7.8398.json,custom
44.434558,7.850300,ov_vivocaff__44.4346_7.8503,VivoCaffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/vivocaff_44.4346_7.8503.json,custom
44.423045,7.853327,ov_caffetteria_le_fontane_44.4230_7.8533,Caffetteria Le Fontane,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/caffetteria_le_fontane_44.4230_7.8533.json,custom
44.386700,7.821391,osm_il_ciottolo_44.3867_7.8214,il Ciottolo,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/il_ciottolo_44.3867_7.8214.json,custom
44.388278,7.821335,osm_barianna_44.3883_7.8213,Barianna,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/barianna_44.3883_7.8213.json,custom
44.389691,7.828835,osm_biblioteca_civica_44.3897_7.8288,Biblioteca Civica,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/biblioteca_civica_44.3897_7.8288.json,custom
44.412652,7.722609,ov_associazione_ippica_monregalese_44.4127_7.7226,Associazione Ippica Monregalese,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/associazione_ippica_monregalese_44.4127_7.7226.json,custom
44.367741,7.816750,ov_sporting_club___beach_volley_44.3677_7.8167,Sporting Club - Beach Volley,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/sporting_club_-_beach_volley_44.3677_7.8167.json,custom
44.381941,7.812274,ov_mondov__sub_44.3819_7.8123,Mondovì Sub,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/mondov_sub_44.3819_7.8123.json,custom
44.389398,7.815551,ov_e_t_f_mondovi__44.3894_7.8156,E.T.F Mondovi',GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/etf_mondovi_44.3894_7.8156.json,custom
44.389871,7.821357,ov_in_linea_sport_studio_44.3899_7.8214,In Linea Sport Studio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/in_linea_sport_studio_44.3899_7.8214.json,custom
44.389951,7.821561,ov_al_centro_studio_pilates_44.3900_7.8216,Al Centro Studio Pilates,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/al_centro_studio_pilates_44.3900_7.8216.json,custom
44.390196,7.821308,ov_asd_l_ombelico_del_mondo_44.3902_7.8213,ASD L'Ombelico del Mondo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/asd_lombelico_del_mondo_44.3902_7.8213.json,custom
44.386680,7.819952,ov_associazione_armonie_a_s_d__44.3867_7.8200,Associazione Armonie A.S.D.,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/associazione_armonie_asd_44.3867_7.8200.json,custom
44.388133,7.817211,ov_centro_danza_la_terna_44.3881_7.8172,Centro Danza La Terna,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/centro_danza_la_terna_44.3881_7.8172.json,custom
44.388621,7.803976,ov_a_s_d__studio_pilates_artemia_44.3886_7.8040,A.S.D. Studio Pilates Artemia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/asd_studio_pilates_artemia_44.3886_7.8040.json,custom
44.396601,7.810780,ov_pala_nino_manera_44.3966_7.8108,Pala Nino Manera,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/pala_nino_manera_44.3966_7.8108.json,custom
44.396729,7.813079,ov_a_s_d__studio_pilates_artem_a_44.3967_7.8131,A.S.D. Studio Pilates Artemìa,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/asd_studio_pilates_artema_44.3967_7.8131.json,custom
44.396526,7.823452,ov_fazzari_workout_44.3965_7.8235,Fazzari Workout,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/fazzari_workout_44.3965_7.8235.json,custom
44.396483,7.823524,ov_free_minds_asd_44.3965_7.8235,Free Minds asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/free_minds_asd_44.3965_7.8235.json,custom
44.396865,7.811056,ov_palamanera_palazzetto_44.3969_7.8111,Palamanera Palazzetto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/palamanera_palazzetto_44.3969_7.8111.json,custom
44.401328,7.809443,ov_tiro_a_segno_nazionale_44.4013_7.8094,Tiro a Segno Nazionale,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/tiro_a_segno_nazionale_44.4013_7.8094.json,custom
44.403484,7.828685,ov_force_fitness_44.4035_7.8287,Force Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/force_fitness_44.4035_7.8287.json,custom
44.405545,7.791691,ov_studio_2_evolution_44.4055_7.7917,Studio 2 Evolution,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/studio_2_evolution_44.4055_7.7917.json,custom
44.418595,7.846703,ov_palestra_o2_44.4186_7.8467,Palestra O2,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/palestra_o2_44.4186_7.8467.json,custom
44.421535,7.854311,ov_blockbusters_44.4215_7.8543,BlockBusters,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/blockbusters_44.4215_7.8543.json,custom
44.386018,7.812726,osm_a_s_d____shuren_dojo_44.3860_7.8127,A.S.D. - Shuren Dojo,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/asd_-_shuren_dojo_44.3860_7.8127.json,custom
44.401117,7.826803,osm_evolution_gym_44.4011_7.8268,Evolution Gym,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/evolution_gym_44.4011_7.8268.json,custom
44.388266,7.820098,osm_centro_fitness_44.3883_7.8201,Centro Fitness,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/centro_fitness_44.3883_7.8201.json,custom
44.396558,7.823752,osm_fazzari_workout_44.3966_7.8238,Fazzari Workout,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/fazzari_workout_44.3966_7.8238.json,custom
44.389776,7.821580,osm_in_linea_sport_studio_44.3898_7.8216,In Linea Sport Studio,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/in_linea_sport_studio_44.3898_7.8216.json,custom
44.385226,7.818611,osm_planet_fitness___a_s_d__44.3852_7.8186,Planet Fitness - A.S.D.,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/planet_fitness_-_asd_44.3852_7.8186.json,custom
44.418464,7.846932,osm_palestra_o2_44.4185_7.8469,Palestra O2,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/palestra_o2_44.4185_7.8469.json,custom
44.403526,7.828985,osm_force_fitness_44.4035_7.8290,Force Fitness,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/force_fitness_44.4035_7.8290.json,custom
44.388925,7.829926,ov_museo_della_ceramica_di_mondov__44.3889_7.8299,Museo della Ceramica di Mondovì,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/museo_della_ceramica_di_mondov_44.3889_7.8299.json,custom
44.388210,7.829802,ov_infinitum_44.3882_7.8298,Infinitum,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/infinitum_44.3882_7.8298.json,custom
44.387661,7.821283,ov_andy_warhol_influencer_44.3877_7.8213,Andy Warhol Influencer,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/andy_warhol_influencer_44.3877_7.8213.json,custom
44.385301,7.831786,ov_museo_civico_della_stampa_44.3853_7.8318,Museo Civico della Stampa,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/museo_civico_della_stampa_44.3853_7.8318.json,custom
44.385482,7.808453,ov_marco_mattia_boetti_44.3855_7.8085,Marco&Mattia Boetti,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/marcomattia_boetti_44.3855_7.8085.json,custom
44.388121,7.829548,ov_tribunale_di_cuneo_44.3881_7.8295,Tribunale di Cuneo,GOVERNMENT,ufficio_pubblico,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/tribunale_di_cuneo_44.3881_7.8295.json,custom
44.386873,7.819564,osm_poste_italiane_44.3869_7.8196,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/poste_italiane_44.3869_7.8196.json,custom
44.390900,7.816801,osm_poste_italiane_44.3909_7.8168,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/poste_italiane_44.3909_7.8168.json,custom
44.396774,7.831124,osm_poste_italiane_44.3968_7.8311,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/poste_italiane_44.3968_7.8311.json,custom
44.388749,7.830023,osm_poste_italiane_44.3887_7.8300,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/poste_italiane_44.3887_7.8300.json,custom
44.407664,7.821490,osm_poste_italiane_44.4077_7.8215,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/poste_italiane_44.4077_7.8215.json,custom
44.389442,7.829496,ov_libri_sotto_la_torre_44.3894_7.8295,Libri sotto la Torre,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/libri_sotto_la_torre_44.3894_7.8295.json,custom
44.383647,7.811320,ov_biblioteca_ferrone_44.3836_7.8113,Biblioteca Ferrone,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/mondov/pages/biblioteca_ferrone_44.3836_7.8113.json,custom
