# lat,lng,id,name,building_type,type,url,page_type
# nichelino -- Tutti
44.994816,7.651064,ov_grfisio___massofisioterapia___nutrizione_44.9948_7.6511,GRFisio - Massofisioterapia & Nutrizione,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/grfisio_-_massofisioterapia_nutrizione_44.9948_7.6511.json,custom
45.000179,7.653439,ov_officine_del_caffe_45.0002_7.6534,Officine del Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/officine_del_caffe_45.0002_7.6534.json,custom
44.999362,7.652548,ov_le_petit_bistrot_44.9994_7.6525,Le Petit Bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/le_petit_bistrot_44.9994_7.6525.json,custom
45.001989,7.647529,ov_bar_twelve_45.0020_7.6475,Bar Twelve,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/bar_twelve_45.0020_7.6475.json,custom
45.001931,7.646465,ov_pasticceria_caffetteria_l_angelo_azzurro_45.0019_7.6465,Pasticceria Caffetteria L'Angelo Azzurro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/pasticceria_caffetteria_langelo_azzurro_45.0019_7.6465.json,custom
45.002103,7.647283,ov_bar_nataly_45.0021_7.6473,Bar Nataly,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/bar_nataly_45.0021_7.6473.json,custom
44.998610,7.649265,ov_osteria_trattoria_estendera_44.9986_7.6493,Osteria Trattoria Estendera,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/osteria_trattoria_estendera_44.9986_7.6493.json,custom
44.996939,7.649257,ov_caff__albatros_44.9969_7.6493,Caffè Albatros,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/caff_albatros_44.9969_7.6493.json,custom
44.995100,7.648150,ov_nichelino_beach_44.9951_7.6482,Nichelino Beach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/nichelino_beach_44.9951_7.6482.json,custom
44.995394,7.647546,ov_pasticceria_caff__blanco_44.9954_7.6475,Pasticceria Caffè Blanco,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/pasticceria_caff_blanco_44.9954_7.6475.json,custom
44.996054,7.646761,ov_bar_prestige_nichelino_44.9961_7.6468,Bar prestige nichelino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/bar_prestige_nichelino_44.9961_7.6468.json,custom
44.999347,7.642763,ov_vinosteria_da_angioletto_44.9993_7.6428,Vinosteria da angioletto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/vinosteria_da_angioletto_44.9993_7.6428.json,custom
44.999435,7.643792,ov_bar_le_tre_emme_di_44.9994_7.6438,Bar Le Tre Emme Di,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/bar_le_tre_emme_di_44.9994_7.6438.json,custom
45.003979,7.653387,ov_l_angolo_del_gusto_45.0040_7.6534,L'Angolo del Gusto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/langolo_del_gusto_45.0040_7.6534.json,custom
45.003420,7.656136,ov_caffe_bistrot_45.0034_7.6561,Caffe Bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/caffe_bistrot_45.0034_7.6561.json,custom
45.003368,7.656115,ov_bar_ristoro_45.0034_7.6561,Bar Ristoro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/bar_ristoro_45.0034_7.6561.json,custom
45.004560,7.660833,ov_pasticceria_daf_nichelino_45.0046_7.6608,Pasticceria DAF Nichelino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/pasticceria_daf_nichelino_45.0046_7.6608.json,custom
45.001572,7.639868,osm_sara_s_a_s__45.0016_7.6399,SARA S.a.S.,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/sara_sas_45.0016_7.6399.json,custom
45.004902,7.623782,ov_bounceinc_45.0049_7.6238,BOUNCEinc,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/bounceinc_45.0049_7.6238.json,custom
45.002601,7.630672,ov_palestra_scuola_elementare_gramsci_45.0026_7.6307,Palestra Scuola Elementare Gramsci,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/palestra_scuola_elementare_gramsci_45.0026_7.6307.json,custom
45.001739,7.621615,ov_societ__ippica_torinese_45.0017_7.6216,Società Ippica Torinese,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/societ_ippica_torinese_45.0017_7.6216.json,custom
45.001592,7.638021,ov_ironfit_club_45.0016_7.6380,Ironfit Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/ironfit_club_45.0016_7.6380.json,custom
44.994438,7.635070,ov_boxe_club_nichelino_44.9944_7.6351,Boxe Club Nichelino,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/boxe_club_nichelino_44.9944_7.6351.json,custom
44.990893,7.642553,ov_studio_personal_training_mo_44.9909_7.6426,Studio Personal Training MO,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/studio_personal_training_mo_44.9909_7.6426.json,custom
44.989405,7.625601,ov_goldengym_44.9894_7.6256,GoldenGym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/goldengym_44.9894_7.6256.json,custom
44.980910,7.630102,ov_smart_tiw_44.9809_7.6301,Smart.TIW,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/smarttiw_44.9809_7.6301.json,custom
45.002303,7.659573,ov_20__training_lab_45.0023_7.6596,20' Training Lab,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/20_training_lab_45.0023_7.6596.json,custom
44.992484,7.661011,ov_summer_splash_cnn_44.9925_7.6610,Summer Splash CNN,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/summer_splash_cnn_44.9925_7.6610.json,custom
44.992144,7.643550,ov_k_dance_la_danza_per_tutti_44.9921_7.6435,K Dance La Danza Per Tutti,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/k_dance_la_danza_per_tutti_44.9921_7.6435.json,custom
44.999364,7.654183,ov_ananda_yoga_44.9994_7.6542,Ananda Yoga,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/ananda_yoga_44.9994_7.6542.json,custom
44.999602,7.654164,ov_a_s_d__dance_together_44.9996_7.6542,A.S.D. Dance Together,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/asd_dance_together_44.9996_7.6542.json,custom
45.002302,7.647768,ov_billiard_school_45.0023_7.6478,Billiard School,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/billiard_school_45.0023_7.6478.json,custom
45.001036,7.644484,ov_armonia_danza_centro_studi_45.0010_7.6445,Armonia Danza Centro Studi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/armonia_danza_centro_studi_45.0010_7.6445.json,custom
45.004517,7.653369,ov_studio_galasso_45.0045_7.6534,Studio Galasso,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/studio_galasso_45.0045_7.6534.json,custom
45.005354,7.656415,ov_associazione_mandala_45.0054_7.6564,Associazione Mandala,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/associazione_mandala_45.0054_7.6564.json,custom
45.003321,7.660713,ov_lineainmovimento_45.0033_7.6607,Lineainmovimento,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/lineainmovimento_45.0033_7.6607.json,custom
45.005090,7.658300,ov_anytime_fitness_italia___nichelino_45.0051_7.6583,Anytime Fitness Italia - Nichelino,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/anytime_fitness_italia_-_nichelino_45.0051_7.6583.json,custom
44.996641,7.605693,ov_museo_dell_arredamento_44.9966_7.6057,Museo dell'Arredamento,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/museo_dellarredamento_44.9966_7.6057.json,custom
45.003630,7.629030,ov_biblioteca_giammarino_45.0036_7.6290,Biblioteca Giammarino,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/biblioteca_giammarino_45.0036_7.6290.json,custom
44.994353,7.637844,ov_biblioteca_civica_g__arpino_44.9944_7.6378,Biblioteca civica G. Arpino,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/nichelino/pages/biblioteca_civica_g_arpino_44.9944_7.6378.json,custom
