# lat,lng,id,name,building_type,type,url,page_type
# Vittoria -- Tutti
36.954199,14.544319,ov_ospedale_riccardo_guzzardi_36.9542_14.5443,Ospedale Riccardo Guzzardi,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/ospedale_riccardo_guzzardi_36.9542_14.5443.json,custom
36.950408,14.536884,ov_barbque_36.9504_14.5369,Barbque,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/barbque_36.9504_14.5369.json,custom
36.953166,14.543181,ov_queen_mary_36.9532_14.5432,Queen Mary,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/queen_mary_36.9532_14.5432.json,custom
36.953230,14.543250,ov_otra_vez_pizzeria_36.9532_14.5432,Otra vez pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/otra_vez_pizzeria_36.9532_14.5432.json,custom
36.955008,14.547556,ov_esso_tiger_bar_36.9550_14.5476,Esso Tiger Bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/esso_tiger_bar_36.9550_14.5476.json,custom
36.954678,14.541177,ov_roney_srls_36.9547_14.5412,Roney Srls,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/roney_srls_36.9547_14.5412.json,custom
36.955042,14.541620,ov_impasto_36.9550_14.5416,Impasto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/impasto_36.9550_14.5416.json,custom
36.953680,14.539500,ov_la_ginestra_36.9537_14.5395,La ginestra,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/la_ginestra_36.9537_14.5395.json,custom
36.957765,14.531615,ov_kai_sushi_vittoria_ristorante_giapponese_36.9578_14.5316,Kai sushi Vittoria ristorante giapponese,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/kai_sushi_vittoria_ristorante_giapponese_36.9578_14.5316.json,custom
36.956393,14.527683,ov_fast___good_36.9564_14.5277,Fast & Good,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/fast_good_36.9564_14.5277.json,custom
36.956032,14.529188,ov_pasticceria_sciclone_36.9560_14.5292,Pasticceria Sciclone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/pasticceria_sciclone_36.9560_14.5292.json,custom
36.955811,14.529359,ov_vittoria_a_domicilio_36.9558_14.5294,Vittoria a Domicilio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/vittoria_a_domicilio_36.9558_14.5294.json,custom
36.954959,14.530654,ov_scirocco_fish_food_36.9550_14.5307,Scirocco Fish-Food,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/scirocco_fish-food_36.9550_14.5307.json,custom
36.955691,14.529595,ov_pizzeria_da_giuseppe_36.9557_14.5296,Pizzeria Da Giuseppe,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/pizzeria_da_giuseppe_36.9557_14.5296.json,custom
36.953960,14.529688,ov_caffetteria_tre_stelle_36.9540_14.5297,Caffetteria Tre Stelle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caffetteria_tre_stelle_36.9540_14.5297.json,custom
36.953961,14.529687,ov_civico_46_36.9540_14.5297,Civico 46,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/civico_46_36.9540_14.5297.json,custom
36.953950,14.529401,ov_bakery_italia_by_gianfranco_carbonaro_su_36.9539_14.5294,Bakery italia by Gianfranco Carbonaro Sugar art,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bakery_italia_by_gianfranco_carbonaro_su_36.9539_14.5294.json,custom
36.954222,14.531040,ov_sc_ur__36.9542_14.5310,Scìurì,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/scur_36.9542_14.5310.json,custom
36.953707,14.531597,ov_al_pirata_2_36.9537_14.5316,Al Pirata 2,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/al_pirata_2_36.9537_14.5316.json,custom
36.954049,14.531337,ov_xifus_36.9540_14.5313,Xifus,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/xifus_36.9540_14.5313.json,custom
36.953430,14.535251,ov_mangiami_36.9534_14.5353,Mangiami,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/mangiami_36.9534_14.5353.json,custom
36.953480,14.531935,ov_ristorante_pizzeria_conte_di_cavour_36.9535_14.5319,Ristorante Pizzeria Conte di Cavour,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/ristorante_pizzeria_conte_di_cavour_36.9535_14.5319.json,custom
36.952708,14.531899,ov_movida_pizzeria_ristorante_36.9527_14.5319,Movida Pizzeria ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/movida_pizzeria_ristorante_36.9527_14.5319.json,custom
36.952803,14.532500,ov_la_cantina_vittoria_36.9528_14.5325,La Cantina Vittoria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/la_cantina_vittoria_36.9528_14.5325.json,custom
36.951448,14.534010,ov_sushi_d_oro_36.9514_14.5340,Sushi D'oro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/sushi_doro_36.9514_14.5340.json,custom
36.951748,14.533582,ov_smile_36.9517_14.5336,Smile,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/smile_36.9517_14.5336.json,custom
36.951196,14.535871,ov_new_sweet_36.9512_14.5359,New Sweet,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/new_sweet_36.9512_14.5359.json,custom
36.950961,14.534811,ov_sapori_di_mare_36.9510_14.5348,Sapori di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/sapori_di_mare_36.9510_14.5348.json,custom
36.950500,14.534390,ov_al_cantiere_36.9505_14.5344,Al Cantiere,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/al_cantiere_36.9505_14.5344.json,custom
36.949835,14.535333,ov_best_firend_2_kebab_macelleria_36.9498_14.5353,Best firend'2 kebab macelleria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/best_firend2_kebab_macelleria_36.9498_14.5353.json,custom
36.951081,14.531934,ov_pizzeria_gourmet_vittoria_36.9511_14.5319,Pizzeria Gourmet Vittoria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/pizzeria_gourmet_vittoria_36.9511_14.5319.json,custom
36.950537,14.529715,ov_pizzeria_alla_buon_ora_36.9505_14.5297,Pizzeria Alla Buon'ora,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/pizzeria_alla_buonora_36.9505_14.5297.json,custom
36.950481,14.530832,ov_muay_thai_mania_36.9505_14.5308,Muay Thai Mania,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/muay_thai_mania_36.9505_14.5308.json,custom
36.949755,14.529204,ov_bella_sapi_36.9498_14.5292,Bella Sapi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bella_sapi_36.9498_14.5292.json,custom
36.953587,14.523841,ov_pizzeria_ke_pizza___vittoria_36.9536_14.5238,Pizzeria Ke Pizza - Vittoria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/pizzeria_ke_pizza_-_vittoria_36.9536_14.5238.json,custom
36.950014,14.524338,ov_fast_and_good_36.9500_14.5243,Fast and Good,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/fast_and_good_36.9500_14.5243.json,custom
36.949802,14.522081,ov_antichi_sapori_vittoria_36.9498_14.5221,Antichi Sapori-Vittoria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/antichi_sapori-vittoria_36.9498_14.5221.json,custom
36.950786,14.520783,ov_the_art_of_pizza_36.9508_14.5208,The Art of Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/the_art_of_pizza_36.9508_14.5208.json,custom
36.949330,14.521209,ov_la_sirenetta_pescheria_gastronomia_marin_36.9493_14.5212,La Sirenetta-Pescheria-Gastronomia Marinara da Asporto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/la_sirenetta-pescheria-gastronomia_marin_36.9493_14.5212.json,custom
36.950110,14.519977,ov_pizzeria_prima_classe_36.9501_14.5200,pizzeria prima classe,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/pizzeria_prima_classe_36.9501_14.5200.json,custom
36.955263,14.524437,ov_giulio_pizzeria_36.9553_14.5244,Giulio Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/giulio_pizzeria_36.9553_14.5244.json,custom
36.956798,14.525742,ov_villa_la_rosa_eventi_36.9568_14.5257,Villa La Rosa Eventi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/villa_la_rosa_eventi_36.9568_14.5257.json,custom
36.957203,14.526015,ov_salotto_gastronomico_di_agnese_e_giovann_36.9572_14.5260,Salotto Gastronomico di Agnese e Giovanni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/salotto_gastronomico_di_agnese_e_giovann_36.9572_14.5260.json,custom
36.962210,14.526500,ov_villa_melania__cortile_1731_36.9622_14.5265,Villa Melania  cortile 1731,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/villa_melania_cortile_1731_36.9622_14.5265.json,custom
36.961490,14.550330,ov_villa_davide_36.9615_14.5503,Villa Davide,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/villa_davide_36.9615_14.5503.json,custom
36.959827,14.552580,ov_carpediem_vittoria_36.9598_14.5526,CarpeDiem Vittoria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/carpediem_vittoria_36.9598_14.5526.json,custom
36.963790,14.577600,ov_palmento_36.9638_14.5776,Palmento,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/palmento_36.9638_14.5776.json,custom
36.985747,14.582818,ov_flying_dance_36.9857_14.5828,Flying Dance,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/flying_dance_36.9857_14.5828.json,custom
36.982420,14.534222,ov_atmosphere_ristorante_36.9824_14.5342,Atmosphere Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/atmosphere_ristorante_36.9824_14.5342.json,custom
36.982607,14.533938,ov_gallery_bistrot_36.9826_14.5339,Gallery Bistrot,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/gallery_bistrot_36.9826_14.5339.json,custom
38.060420,12.604883,ov_pizzeria_e_ristorante_la_za_nena_di_pipi_38.0604_12.6049,Pizzeria e Ristorante La Za Nena di Pipitone S.r.l,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/pizzeria_e_ristorante_la_za_nena_di_pipi_38.0604_12.6049.json,custom
36.886990,14.434182,ov_sakhar_scoglitti_36.8870_14.4342,Sakhar_Scoglitti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/sakharscoglitti_36.8870_14.4342.json,custom
36.888655,14.431646,ov_stay_tuned_2023_24_36.8887_14.4316,Stay tuned 2023/24,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/stay_tuned_202324_36.8887_14.4316.json,custom
36.890755,14.432184,ov_bedda_matri_bar_panineria_36.8908_14.4322,Bedda Matri Bar Panineria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bedda_matri_bar_panineria_36.8908_14.4322.json,custom
36.891538,14.430887,ov_papaya_scoglitti_36.8915_14.4309,Papaya Scoglitti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/papaya_scoglitti_36.8915_14.4309.json,custom
36.891709,14.430541,ov_bar_sicilia_36.8917_14.4305,Bar Sicilia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_sicilia_36.8917_14.4305.json,custom
36.892699,14.431551,ov_royal_bar_36.8927_14.4316,Royal Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/royal_bar_36.8927_14.4316.json,custom
36.892130,14.428023,ov_kamarina_cafe_36.8921_14.4280,Kamarina Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/kamarina_cafe_36.8921_14.4280.json,custom
36.891610,14.429230,ov_classloungealpontile_36.8916_14.4292,ClassloungeAlpontile,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/classloungealpontile_36.8916_14.4292.json,custom
36.891448,14.429817,ov_dolcidea_36.8914_14.4298,Dolcidea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/dolcidea_36.8914_14.4298.json,custom
36.891410,14.429982,ov_artcaf__scoglitti_36.8914_14.4300,Artcafè Scoglitti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/artcaf_scoglitti_36.8914_14.4300.json,custom
36.891362,14.429904,ov_bar_ficicchia_36.8914_14.4299,Bar Ficicchia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_ficicchia_36.8914_14.4299.json,custom
36.890842,14.428917,ov_in_piazzetta_chiosco_36.8908_14.4289,In Piazzetta chiosco,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/in_piazzetta_chiosco_36.8908_14.4289.json,custom
36.891165,14.428927,ov_caf__miramare__piazza_a__castelli__1__sc_36.8912_14.4289,"Cafè Miramare, Piazza A. Castelli, 1, Scoglitti",RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caf_miramare_piazza_a_castelli_1_scoglit_36.8912_14.4289.json,custom
36.891351,14.429228,ov_cafe_del_corso_36.8914_14.4292,Cafe del Corso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/cafe_del_corso_36.8914_14.4292.json,custom
36.891073,14.428813,ov_bar_miramare_36.8911_14.4288,Bar Miramare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_miramare_36.8911_14.4288.json,custom
36.898149,14.425146,ov_caf__de_mar_36.8981_14.4251,Café de Mar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caf_de_mar_36.8981_14.4251.json,custom
36.904959,14.423349,ov_civico_c_e_36.9050_14.4233,Civico C'e,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/civico_ce_36.9050_14.4233.json,custom
36.923100,14.407780,ov_sunset_scoglitti_36.9231_14.4078,Sunset Scoglitti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/sunset_scoglitti_36.9231_14.4078.json,custom
36.923882,14.406236,ov_18_nodi_food___drink_36.9239_14.4062,18 Nodi Food & Drink,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/18_nodi_food_drink_36.9239_14.4062.json,custom
36.932896,14.519875,ov_bar_spina_36.9329_14.5199,Bar Spina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_spina_36.9329_14.5199.json,custom
36.939801,14.527287,ov_mega_panino_36.9398_14.5273,Mega Panino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/mega_panino_36.9398_14.5273.json,custom
36.958727,14.511496,ov_bar_delle_palme_36.9587_14.5115,Bar Delle Palme,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_delle_palme_36.9587_14.5115.json,custom
36.948267,14.473135,ov_vittoria_36.9483_14.4731,Vittoria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/vittoria_36.9483_14.4731.json,custom
36.949401,14.501502,ov_caffe_joint_36.9494_14.5015,Caffe Joint,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caffe_joint_36.9494_14.5015.json,custom
36.947670,14.509290,ov_bar_zohra_e_cavallo_36.9477_14.5093,Bar Zohra e Cavallo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_zohra_e_cavallo_36.9477_14.5093.json,custom
36.944907,14.505861,ov_the_drink_36.9449_14.5059,The DRINK,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/the_drink_36.9449_14.5059.json,custom
36.948707,14.520071,ov_bar_flora_36.9487_14.5201,Bar Flora,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_flora_36.9487_14.5201.json,custom
36.947416,14.528649,ov_bar_pasticceria_cacciatori_36.9474_14.5286,Bar Pasticceria Cacciatori,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_pasticceria_cacciatori_36.9474_14.5286.json,custom
36.948682,14.528170,ov_enoteca_spata_36.9487_14.5282,Enoteca Spata,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/enoteca_spata_36.9487_14.5282.json,custom
36.948263,14.527807,ov_bar_zicaff__36.9483_14.5278,Bar Zicaffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_zicaff_36.9483_14.5278.json,custom
36.947820,14.534893,ov_caffetteria_garibaldi_36.9478_14.5349,Caffetteria Garibaldi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caffetteria_garibaldi_36.9478_14.5349.json,custom
36.946505,14.531433,ov_dolce_incontro_bar_36.9465_14.5314,Dolce incontro Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/dolce_incontro_bar_36.9465_14.5314.json,custom
36.945435,14.534016,ov_caffetteria_panineria_pizzeria_dei_mille_36.9454_14.5340,Caffetteria Panineria Pizzeria dei Mille,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caffetteria_panineria_pizzeria_dei_mille_36.9454_14.5340.json,custom
36.943747,14.529280,ov_gran_bar_cavallo_gioacchino_36.9437_14.5293,Gran Bar Cavallo Gioacchino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/gran_bar_cavallo_gioacchino_36.9437_14.5293.json,custom
36.944599,14.528241,ov_bar_angelo_cavallo_36.9446_14.5282,Bar Angelo Cavallo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_angelo_cavallo_36.9446_14.5282.json,custom
36.943276,14.530008,ov_bar_f_lli_renda_36.9433_14.5300,Bar F.lli Renda,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_flli_renda_36.9433_14.5300.json,custom
36.941082,14.527622,ov_emaia_bar_36.9411_14.5276,Emaia Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/emaia_bar_36.9411_14.5276.json,custom
36.947758,14.540920,ov_strada_del_vino_cerasuolo_di_vittoria__d_36.9478_14.5409,Strada del Vino Cerasuolo di Vittoria: dal Barocco al Libert,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/strada_del_vino_cerasuolo_di_vittoria_da_36.9478_14.5409.json,custom
36.947440,14.538277,ov_bar_della_basilica_36.9474_14.5383,BAR della Basilica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_della_basilica_36.9474_14.5383.json,custom
36.948869,14.538138,ov_bar_al_palazzo_36.9489_14.5381,Bar Al Palazzo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_al_palazzo_36.9489_14.5381.json,custom
36.949512,14.537001,ov_benny_bar_36.9495_14.5370,Benny Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/benny_bar_36.9495_14.5370.json,custom
36.949529,14.536008,ov_mood_urban_cooking___spirits_36.9495_14.5360,Mood Urban cooking & spirits,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/mood_urban_cooking_spirits_36.9495_14.5360.json,custom
36.950268,14.537107,ov_cafe_del_teatro_36.9503_14.5371,Cafe Del Teatro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/cafe_del_teatro_36.9503_14.5371.json,custom
36.949853,14.537424,ov_caffe_plaza_36.9499_14.5374,Caffe Plaza,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caffe_plaza_36.9499_14.5374.json,custom
36.949767,14.537746,ov_easy_36.9498_14.5377,Easy,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/easy_36.9498_14.5377.json,custom
36.949977,14.537575,ov_benso_vittoria_36.9500_14.5376,Benso Vittoria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/benso_vittoria_36.9500_14.5376.json,custom
36.949391,14.538673,ov_temptation_drink_36.9494_14.5387,Temptation Drink,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/temptation_drink_36.9494_14.5387.json,custom
36.951632,14.536092,ov_microbirrificio_paul_bricius___co__36.9516_14.5361,Microbirrificio Paul Bricius & Co.,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/microbirrificio_paul_bricius_co_36.9516_14.5361.json,custom
36.951778,14.536084,ov_maracana_caffe_tostati_36.9518_14.5361,Maracana Caffe Tostati,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/maracana_caffe_tostati_36.9518_14.5361.json,custom
36.952308,14.536980,ov_bar_the_bulldog_smile_36.9523_14.5370,Bar The Bulldog Smile,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_the_bulldog_smile_36.9523_14.5370.json,custom
36.955900,14.546840,ov_bar_magia_36.9559_14.5468,Bar magia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_magia_36.9559_14.5468.json,custom
36.956000,14.546978,ov_mug_36.9560_14.5470,Mug,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/mug_36.9560_14.5470.json,custom
36.954177,14.544302,ov_caffetteria_del_viale_di_pizzenti_carmel_36.9542_14.5443,Caffetteria del Viale di Pizzenti Carmelo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caffetteria_del_viale_di_pizzenti_carmel_36.9542_14.5443.json,custom
36.956310,14.538944,ov_festival_bar_36.9563_14.5389,Festival bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/festival_bar_36.9563_14.5389.json,custom
