# lat,lng,id,name,building_type,type,url,page_type
# Alberobello -- Tutti
40.788540,17.241730,ov_alberobello_com_40.7885_17.2417,Alberobello.com,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/alberobellocom_40.7885_17.2417.json,custom
40.784513,17.239040,ov_bevessere_beerkitchen_40.7845_17.2390,Bevessere Beerkitchen,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/bevessere_beerkitchen_40.7845_17.2390.json,custom
40.784222,17.238881,ov_espressotherapy_40.7842_17.2389,EspressoTherapy,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/espressotherapy_40.7842_17.2389.json,custom
40.781304,17.244333,ov_pasticceria_gambrinus_40.7813_17.2443,Pasticceria Gambrinus,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/pasticceria_gambrinus_40.7813_17.2443.json,custom
40.786974,17.240998,ov_agip_caf__40.7870_17.2410,Agip Café,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/agip_caf_40.7870_17.2410.json,custom
40.786573,17.242099,ov_drink_time_caff__40.7866_17.2421,Drink Time Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/drink_time_caff_40.7866_17.2421.json,custom
40.786476,17.241655,ov_pasticceria_caffetteria_black_and_white_40.7865_17.2417,Pasticceria Caffetteria Black and White,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/pasticceria_caffetteria_black_and_white_40.7865_17.2417.json,custom
40.786445,17.241561,ov_black_and_white_40.7864_17.2416,Black and White,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/black_and_white_40.7864_17.2416.json,custom
40.786421,17.240959,ov_polignano_a_mare_40.7864_17.2410,Polignano a mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/polignano_a_mare_40.7864_17.2410.json,custom
40.786416,17.239826,ov_bar_paninoteca_drink_time_40.7864_17.2398,Bar Paninoteca Drink Time,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/bar_paninoteca_drink_time_40.7864_17.2398.json,custom
40.787301,17.239322,ov_pub_crash_40.7873_17.2393,Pub Crash,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/pub_crash_40.7873_17.2393.json,custom
40.786070,17.237742,ov_il_galeone_di_carta_40.7861_17.2377,Il Galeone di Carta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/il_galeone_di_carta_40.7861_17.2377.json,custom
40.787367,17.235146,ov_bar_dulcis_40.7874_17.2351,Bar Dulcis,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/bar_dulcis_40.7874_17.2351.json,custom
40.789318,17.236403,ov_hashtag_cafe_40.7893_17.2364,Hashtag Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/hashtag_cafe_40.7893_17.2364.json,custom
40.788859,17.241688,ov_falcaffe_40.7889_17.2417,Falcaffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/falcaffe_40.7889_17.2417.json,custom
40.787507,17.231617,ov_meryang_cafe_40.7875_17.2316,Meryang cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/meryang_cafe_40.7875_17.2316.json,custom
40.784049,17.232441,ov_chimera_40.7840_17.2324,Chimera,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/chimera_40.7840_17.2324.json,custom
40.795450,17.231238,ov_torre_cafe__capitolo_monopoli_40.7954_17.2312,Torre Cafe' Capitolo-Monopoli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/torre_cafe_capitolo-monopoli_40.7954_17.2312.json,custom
40.805694,17.264682,ov_interno_98_40.8057_17.2647,Interno 98,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/interno_98_40.8057_17.2647.json,custom
40.783300,17.266700,ov_eni_castellana__bar_24h_40.7833_17.2667,Eni castellana. bar 24h,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/eni_castellana_bar_24h_40.7833_17.2667.json,custom
40.787376,17.235123,osm_dulcis_40.7874_17.2351,Dulcis,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/dulcis_40.7874_17.2351.json,custom
40.783835,17.237119,osm_cico_40.7838_17.2371,Cico,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/cico_40.7838_17.2371.json,custom
40.783536,17.235575,ov_sport_life_alberobello_40.7835_17.2356,Sport Life Alberobello,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/sport_life_alberobello_40.7835_17.2356.json,custom
40.784953,17.240025,ov_mauro_my_personal_trainer_40.7850_17.2400,Mauro My Personal Trainer,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/mauro_my_personal_trainer_40.7850_17.2400.json,custom
40.788954,17.242698,ov_martino_angel_s_fitness_40.7890_17.2427,Martino Angel's Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/martino_angels_fitness_40.7890_17.2427.json,custom
40.788001,17.244470,ov_centro_artistico_techn__40.7880_17.2445,Centro Artistico Technè,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/centro_artistico_techn_40.7880_17.2445.json,custom
40.783647,17.231083,ov_evolution_fit_40.7836_17.2311,Evolution Fit,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/evolution_fit_40.7836_17.2311.json,custom
40.784099,17.232373,ov_cross_fight_club_40.7841_17.2324,Cross Fight Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/cross_fight_club_40.7841_17.2324.json,custom
40.782045,17.238059,ov_trullo_siamese_40.7820_17.2381,Trullo Siamese,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/trullo_siamese_40.7820_17.2381.json,custom
40.784496,17.237977,ov_casa_d_amore_40.7845_17.2380,Casa D'Amore,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/casa_damore_40.7845_17.2380.json,custom
40.784028,17.239069,ov_museo_del_territorio_casa_pezzolla_40.7840_17.2391,Museo del Territorio Casa Pezzolla,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/museo_del_territorio_casa_pezzolla_40.7840_17.2391.json,custom
