# lat,lng,id,name,building_type,type,url,page_type
# silvi -- Tutti
42.575776,14.095423,osm_croce_rossa_italiana___118_42.5758_14.0954,Croce Rossa Italiana - 118,hospital,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/croce_rossa_italiana_-_118_42.5758_14.0954.json,custom
42.548961,14.113325,osm_gli_antenati_42.5490_14.1133,Gli Antenati,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/gli_antenati_42.5490_14.1133.json,custom
42.568330,14.103659,osm_ristorante_pizzeria_pie_d_oro_42.5683_14.1037,Ristorante Pizzeria Pie D'Oro,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/ristorante_pizzeria_pie_doro_42.5683_14.1037.json,custom
42.563221,14.107284,osm_la_caravella_42.5632_14.1073,La Caravella,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/la_caravella_42.5632_14.1073.json,custom
42.539832,14.130264,osm_ristorante_lake_placid_42.5398_14.1303,Ristorante Lake Placid,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/ristorante_lake_placid_42.5398_14.1303.json,custom
42.557581,14.113297,osm_loco_loco_42.5576_14.1133,Loco Loco,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/loco_loco_42.5576_14.1133.json,custom
42.556935,14.113549,osm_alusea_42.5569_14.1135,Alusea,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/alusea_42.5569_14.1135.json,custom
42.554296,14.116697,osm_la_dispensa_42.5543_14.1167,La Dispensa,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/la_dispensa_42.5543_14.1167.json,custom
42.564887,14.091432,osm_zi_peppe_42.5649_14.0914,Zi Peppe,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/zi_peppe_42.5649_14.0914.json,custom
42.563045,14.107330,osm_papu_garden_42.5630_14.1073,Papu Garden,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/papu_garden_42.5630_14.1073.json,custom
42.572434,14.097668,osm_senjyu_sushi_42.5724_14.0977,Senjyu Sushi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/senjyu_sushi_42.5724_14.0977.json,custom
42.563969,14.062884,osm_gallonero_42.5640_14.0629,Gallonero,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/gallonero_42.5640_14.0629.json,custom
42.563400,14.061122,osm_baraonda_42.5634_14.0611,Baraonda,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/baraonda_42.5634_14.0611.json,custom
42.573385,14.096423,osm_eurofocaccia_42.5734_14.0964,EuroFocaccia,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/eurofocaccia_42.5734_14.0964.json,custom
42.553767,14.111121,osm_relais_villa_rossi_42.5538_14.1111,Relais Villa Rossi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/relais_villa_rossi_42.5538_14.1111.json,custom
42.556740,14.079249,osm_la_collinetta_42.5567_14.0792,La Collinetta,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/la_collinetta_42.5567_14.0792.json,custom
42.552561,14.118173,osm_fats_bar___grill_42.5526_14.1182,Fats Bar & Grill,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/fats_bar_grill_42.5526_14.1182.json,custom
42.572603,14.096860,osm_otto_e_mezzo_42.5726_14.0969,Otto e mezzo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/otto_e_mezzo_42.5726_14.0969.json,custom
42.572181,14.097151,osm_piada_concept_42.5722_14.0972,Piada Concept,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/piada_concept_42.5722_14.0972.json,custom
42.564810,14.093038,ov_arbiter_bottega_birre_e_panini_42.5648_14.0930,ARBITER bottega birre e panini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/arbiter_bottega_birre_e_panini_42.5648_14.0930.json,custom
42.564329,14.091167,ov_bar_dei_pini_42.5643_14.0912,Bar Dei Pini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bar_dei_pini_42.5643_14.0912.json,custom
42.564887,14.091432,ov_bar_trattoria_zi_peppe_42.5649_14.0914,Bar trattoria zi peppe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bar_trattoria_zi_peppe_42.5649_14.0914.json,custom
42.564344,14.091006,ov_caffe_dei_pini_42.5643_14.0910,Caffe dei Pini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/caffe_dei_pini_42.5643_14.0910.json,custom
42.555260,14.085000,ov_bar_mariso__42.5553_14.0850,Bar Mariso',RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bar_mariso_42.5553_14.0850.json,custom
42.576701,14.097276,ov_sinu__42.5767_14.0973,Sinué,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/sinu_42.5767_14.0973.json,custom
42.573344,14.096065,ov_malfi_bar_tobaccos___more_42.5733_14.0961,Malfi Bar Tobaccos & More,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/malfi_bar_tobaccos_more_42.5733_14.0961.json,custom
42.550287,14.121245,ov_hemingway_gran_caffe_42.5503_14.1212,Hemingway Gran Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/hemingway_gran_caffe_42.5503_14.1212.json,custom
42.551389,14.119893,ov_el_malecon_bar_42.5514_14.1199,El Malecon Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/el_malecon_bar_42.5514_14.1199.json,custom
42.552102,14.119022,ov_miro__american_bar_42.5521_14.1190,Miro' American Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/miro_american_bar_42.5521_14.1190.json,custom
42.553304,14.118611,ov_alquimia_42.5533_14.1186,Alquimia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/alquimia_42.5533_14.1186.json,custom
42.554311,14.116683,ov_brother_s_cafe_42.5543_14.1167,Brother's Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/brothers_cafe_42.5543_14.1167.json,custom
42.555354,14.116411,ov_lido_baracoa_42.5554_14.1164,Lido Baracoa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/lido_baracoa_42.5554_14.1164.json,custom
42.554627,14.117364,ov_sottoventoloungebeach_42.5546_14.1174,sottoventoloungebeach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/sottoventoloungebeach_42.5546_14.1174.json,custom
42.554350,14.116951,ov_icon_beach_bar_42.5543_14.1170,ICON Beach Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/icon_beach_bar_42.5543_14.1170.json,custom
42.553690,14.117343,ov_bar_vineria_105_42.5537_14.1173,Bar Vineria 105,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bar_vineria_105_42.5537_14.1173.json,custom
42.567188,14.104372,ov_lido_il_corsaro_42.5672_14.1044,Lido Il Corsaro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/lido_il_corsaro_42.5672_14.1044.json,custom
42.562553,14.107631,ov_bloom_42.5626_14.1076,Bloom,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bloom_42.5626_14.1076.json,custom
42.562501,14.107509,ov_caff__atene_42.5625_14.1075,Caffè Atene,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/caff_atene_42.5625_14.1075.json,custom
42.559009,14.111971,ov_green_42.5590_14.1120,Green,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/green_42.5590_14.1120.json,custom
42.558298,14.111911,ov_iguana_snack_shake_42.5583_14.1119,Iguana Snack Shake,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/iguana_snack_shake_42.5583_14.1119.json,custom
42.556644,14.114018,ov_fuori_dal_comune_42.5566_14.1140,Fuori Dal Comune,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/fuori_dal_comune_42.5566_14.1140.json,custom
42.555756,14.116010,ov_playa_carisol_42.5558_14.1160,Playa Carisol,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/playa_carisol_42.5558_14.1160.json,custom
42.555688,14.115275,ov_bar_san_giorgio_ii_42.5557_14.1153,Bar San Giorgio II,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bar_san_giorgio_ii_42.5557_14.1153.json,custom
42.546296,14.120100,ov_emporio_vergnano_42.5463_14.1201,Emporio Vergnano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/emporio_vergnano_42.5463_14.1201.json,custom
42.546263,14.120094,ov_masterfood_42.5463_14.1201,Masterfood,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/masterfood_42.5463_14.1201.json,custom
42.544954,14.121463,ov_caffetteria_mavi_42.5450_14.1215,Caffetteria Mavi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/caffetteria_mavi_42.5450_14.1215.json,custom
42.539446,14.124112,ov_new_pabliss_42.5394_14.1241,New Pabliss,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/new_pabliss_42.5394_14.1241.json,custom
42.544780,14.123690,ov_bar_snack_42.5448_14.1237,Bar snack,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bar_snack_42.5448_14.1237.json,custom
42.538032,14.126085,ov_bar_boston_42.5380_14.1261,Bar Boston,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bar_boston_42.5380_14.1261.json,custom
42.534030,14.127980,ov_casa_del_caff__vergnano_accademia_e_depo_42.5340_14.1280,Casa del caffè Vergnano Accademia e deposito Pineto - TE,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/casa_del_caff_vergnano_accademia_e_depos_42.5340_14.1280.json,custom
42.533392,14.130524,ov_martina_cafe_42.5334_14.1305,Martina Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/martina_cafe_42.5334_14.1305.json,custom
42.533840,14.134340,ov_ristorante_villa_elena_42.5338_14.1343,Ristorante Villa Elena,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/ristorante_villa_elena_42.5338_14.1343.json,custom
42.538847,14.135420,ov_lido_mar_del_plata___silvi_marina__te__42.5388_14.1354,Lido Mar Del Plata - Silvi Marina (TE),RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/lido_mar_del_plata_-_silvi_marina_te_42.5388_14.1354.json,custom
42.536073,14.137310,ov_bar_gelateria_le_palme_42.5361_14.1373,Bar Gelateria Le Palme,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bar_gelateria_le_palme_42.5361_14.1373.json,custom
42.536921,14.138206,ov_lido_skipper_silvi_marina__te__42.5369_14.1382,Lido Skipper-Silvi Marina (Te),RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/lido_skipper-silvi_marina_te_42.5369_14.1382.json,custom
42.538996,14.132246,ov_caff__atene_42.5390_14.1322,Caffè Atene,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/caff_atene_42.5390_14.1322.json,custom
42.538100,14.131565,ov_enobistrot___contesto_urbano_42.5381_14.1316,EnoBistrot - Contesto Urbano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/enobistrot_-_contesto_urbano_42.5381_14.1316.json,custom
42.542210,14.129440,ov_stabilimento_la_perla_42.5422_14.1294,Stabilimento La Perla,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/stabilimento_la_perla_42.5422_14.1294.json,custom
42.533571,14.130600,osm_martina_caf__42.5336_14.1306,Martina Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/martina_caf_42.5336_14.1306.json,custom
42.568159,14.103135,osm_bar_tabaccheria_mirco_42.5682_14.1031,Bar Tabaccheria Mirco,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bar_tabaccheria_mirco_42.5682_14.1031.json,custom
42.564262,14.091575,osm_cafe_gelati____amo_42.5643_14.0916,Cafe gelati... Amo,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/cafe_gelati_amo_42.5643_14.0916.json,custom
42.559725,14.109129,osm_bar_parigi_42.5597_14.1091,Bar Parigi,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bar_parigi_42.5597_14.1091.json,custom
42.562459,14.107578,osm_caff__atene_42.5625_14.1076,Caffè Atene,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/caff_atene_42.5625_14.1076.json,custom
42.563121,14.108450,osm_la_conchiglia_42.5631_14.1085,La Conchiglia,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/la_conchiglia_42.5631_14.1085.json,custom
42.553708,14.117387,osm_bar_105_42.5537_14.1174,Bar 105,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/bar_105_42.5537_14.1174.json,custom
42.556558,14.113898,osm_fuori_dal_commune_42.5566_14.1139,Fuori dal Commune,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/fuori_dal_commune_42.5566_14.1139.json,custom
42.554457,14.117475,osm_lido_olimpia_42.5545_14.1175,Lido Olimpia,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/lido_olimpia_42.5545_14.1175.json,custom
42.557954,14.112961,osm_ristorante_mal__42.5580_14.1130,Ristorante Malù,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/ristorante_mal_42.5580_14.1130.json,custom
42.563260,14.061210,osm_baraone_42.5633_14.0612,Baraone,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/baraone_42.5633_14.0612.json,custom
42.573445,14.096386,osm_malfi_bar_tabacchi_42.5734_14.0964,Malfi Bar Tabacchi,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/malfi_bar_tabacchi_42.5734_14.0964.json,custom
42.551015,14.119747,ov_a_s_d_lotus_gym_ginnastica_ritmica_42.5510_14.1197,A.S.D.LOTUS GYM Ginnastica ritmica,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/asdlotus_gym_ginnastica_ritmica_42.5510_14.1197.json,custom
42.551021,14.119755,ov_cosimo_dance_42.5510_14.1198,Cosimo Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/cosimo_dance_42.5510_14.1198.json,custom
42.550982,14.120517,ov_pescara_sup_school_asd_42.5510_14.1205,Pescara Sup School asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/pescara_sup_school_asd_42.5510_14.1205.json,custom
42.547870,14.118730,ov_yoga_sole_42.5479_14.1187,Yoga Sole,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/yoga_sole_42.5479_14.1187.json,custom
42.562030,14.108521,ov_palestra_elektra_42.5620_14.1085,Palestra Elektra,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/palestra_elektra_42.5620_14.1085.json,custom
42.557259,14.111650,ov_circolo_di_scacchi_scacco_matto_42.5573_14.1117,Circolo di scacchi Scacco Matto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/circolo_di_scacchi_scacco_matto_42.5573_14.1117.json,custom
42.552745,14.113800,ov_compagnia_arcieri_il_delfino_42.5527_14.1138,Compagnia Arcieri IL DELFINO,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/compagnia_arcieri_il_delfino_42.5527_14.1138.json,custom
42.540135,14.124769,ov_circolofeder_42.5401_14.1248,Circolofeder,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/circolofeder_42.5401_14.1248.json,custom
42.544120,14.123180,ov_art_gym_42.5441_14.1232,Art Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/art_gym_42.5441_14.1232.json,custom
42.544160,14.123211,ov_palestra_elektra_42.5442_14.1232,Palestra Elektra,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/palestra_elektra_42.5442_14.1232.json,custom
42.539320,14.126138,ov_gymnica_centrofitness_42.5393_14.1261,Gymnica centrofitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/gymnica_centrofitness_42.5393_14.1261.json,custom
42.540074,14.126763,ov_palestra_academy_42.5401_14.1268,Palestra Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/palestra_academy_42.5401_14.1268.json,custom
42.537622,14.125597,ov_dfteam_42.5376_14.1256,DFTeam,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/dfteam_42.5376_14.1256.json,custom
42.537168,14.126917,ov_palestra_venice_beach_42.5372_14.1269,Palestra Venice Beach,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/palestra_venice_beach_42.5372_14.1269.json,custom
42.532325,14.129110,ov_gym_health___fitnes_42.5323_14.1291,Gym Health & Fitnes,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/gym_health_fitnes_42.5323_14.1291.json,custom
42.532391,14.132023,ov_asd_step_by_step_42.5324_14.1320,Asd Step By Step,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/asd_step_by_step_42.5324_14.1320.json,custom
42.534060,14.134910,ov_non_solo_postura_42.5341_14.1349,Non solo postura,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/non_solo_postura_42.5341_14.1349.json,custom
42.535903,14.136382,ov_palapiomba_42.5359_14.1364,PalaPiomba,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/palapiomba_42.5359_14.1364.json,custom
42.536055,14.136386,ov_palazzetto_comunale_silvi_42.5361_14.1364,Palazzetto comunale Silvi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/palazzetto_comunale_silvi_42.5361_14.1364.json,custom
42.538745,14.134704,ov_le_dune_fitness_42.5387_14.1347,Le Dune Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/le_dune_fitness_42.5387_14.1347.json,custom
42.553080,14.062500,ov_complesso_degli_ipogei_di_terricciola____42.5531_14.0625,Complesso degli Ipogei di Terricciola - Pisa,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/complesso_degli_ipogei_di_terricciola_-__42.5531_14.0625.json,custom
42.538896,14.132098,osm_poste_italiane_42.5389_14.1321,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/poste_italiane_42.5389_14.1321.json,custom
42.564666,14.092413,osm_poste_italiane_42.5647_14.0924,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/poste_italiane_42.5647_14.0924.json,custom
42.536824,14.135443,ov_biblioteca_comunale_silvi_42.5368_14.1354,Biblioteca comunale Silvi,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/silvi/pages/biblioteca_comunale_silvi_42.5368_14.1354.json,custom
