# lat,lng,id,name,building_type,type,url,page_type
# Sestri Levante -- Tutti
44.274524,9.405720,ov_ospedale_civile_44.2745_9.4057,Ospedale Civile,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/ospedale_civile_44.2745_9.4057.json,custom
44.260158,9.422695,ov_kb_gastronomiakitchen_kebab_44.2602_9.4227,KB Gastronomiakitchen&kebab,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/kb_gastronomiakitchenkebab_44.2602_9.4227.json,custom
44.260471,9.420569,ov_caciosteria_umbra_44.2605_9.4206,Caciosteria Umbra,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/caciosteria_umbra_44.2605_9.4206.json,custom
44.260431,9.420230,ov_i_due_gabbiani_beach_44.2604_9.4202,I Due Gabbiani Beach,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/i_due_gabbiani_beach_44.2604_9.4202.json,custom
44.260329,9.419396,ov_il_gotto_44.2603_9.4194,Il Gotto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/il_gotto_44.2603_9.4194.json,custom
44.260451,9.419451,ov_il_pesce_azzurro_44.2605_9.4195,Il Pesce Azzurro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/il_pesce_azzurro_44.2605_9.4195.json,custom
44.265967,9.419727,ov_ristorante_agricuoco_44.2660_9.4197,Ristorante Agricuoco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/ristorante_agricuoco_44.2660_9.4197.json,custom
44.267356,9.424534,ov_pizzeria_arlecchin_44.2674_9.4245,Pizzeria Arlecchin,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/pizzeria_arlecchin_44.2674_9.4245.json,custom
44.262881,9.444480,ov_ristorante_kontiki_44.2629_9.4445,Ristorante Kontiki,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/ristorante_kontiki_44.2629_9.4445.json,custom
44.271285,9.426245,ov_cook_restaurant_44.2713_9.4262,Cook Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/cook_restaurant_44.2713_9.4262.json,custom
44.270439,9.427688,ov_rosmari_44.2704_9.4277,Rosmari,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/rosmari_44.2704_9.4277.json,custom
44.269525,9.418580,ov_da_sergio_restaurant_44.2695_9.4186,Da Sergio Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/da_sergio_restaurant_44.2695_9.4186.json,custom
44.270285,9.419147,ov_la_baia_restaurant_44.2703_9.4191,La Baia Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/la_baia_restaurant_44.2703_9.4191.json,custom
44.270593,9.421309,ov_l_albero_del_pane_44.2706_9.4213,L'Albero del Pane,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/lalbero_del_pane_44.2706_9.4213.json,custom
44.273300,9.420551,ov_pizzeria_trattoria_il_torchio_44.2733_9.4206,Pizzeria Trattoria Il Torchio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/pizzeria_trattoria_il_torchio_44.2733_9.4206.json,custom
44.273116,9.420051,ov_osteria_bousan_44.2731_9.4201,Osteria Bousan,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/osteria_bousan_44.2731_9.4201.json,custom
44.274983,9.419705,ov_aldente_44.2750_9.4197,Aldente,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/aldente_44.2750_9.4197.json,custom
44.275131,9.419774,ov_autogrill_44.2751_9.4198,Autogrill,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/autogrill_44.2751_9.4198.json,custom
44.289386,9.427249,ov_trattoria_nonna_teresa_44.2894_9.4272,Trattoria Nonna Teresa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/trattoria_nonna_teresa_44.2894_9.4272.json,custom
44.295716,9.430630,ov_nua_natua_44.2957_9.4306,Nua Natua,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/nua_natua_44.2957_9.4306.json,custom
44.310082,9.418940,ov_agriturismo_il_mulino_44.3101_9.4189,Agriturismo Il Mulino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/agriturismo_il_mulino_44.3101_9.4189.json,custom
44.300633,9.462662,ov_le_sorgenti_del_gromolo___agriturismo_44.3006_9.4627,Le Sorgenti del Gromolo - Agriturismo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/le_sorgenti_del_gromolo_-_agriturismo_44.3006_9.4627.json,custom
44.077637,9.981185,ov_autogrill_44.0776_9.9812,Autogrill,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/autogrill_44.0776_9.9812.json,custom
44.135966,9.875290,ov_ristorante_mainolla_44.1360_9.8753,Ristorante Mainolla,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/ristorante_mainolla_44.1360_9.8753.json,custom
44.268426,9.391781,osm_portobello_44.2684_9.3918,Portobello,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/portobello_44.2684_9.3918.json,custom
44.269659,9.394710,osm_il_polpino_44.2697_9.3947,Il Polpino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/il_polpino_44.2697_9.3947.json,custom
44.273317,9.420577,osm_il_torchio_44.2733_9.4206,Il Torchio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/il_torchio_44.2733_9.4206.json,custom
44.270879,9.393747,osm_balin_44.2709_9.3937,Balin,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/balin_44.2709_9.3937.json,custom
44.279405,9.410519,osm_uolli_s_bbq_44.2794_9.4105,Uolli's BBQ,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/uollis_bbq_44.2794_9.4105.json,custom
44.271268,9.426092,osm_ristorante_bar_pizzeria_44.2713_9.4261,Ristorante Bar Pizzeria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/ristorante_bar_pizzeria_44.2713_9.4261.json,custom
44.270590,9.394901,osm_l_acciugaio_44.2706_9.3949,L'acciugaio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/lacciugaio_44.2706_9.3949.json,custom
44.273768,9.423073,osm_carpe_diem_44.2738_9.4231,Carpe Diem,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/carpe_diem_44.2738_9.4231.json,custom
44.307524,9.415574,ov_principato_di_loto_44.3075_9.4156,Principato di Loto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/principato_di_loto_44.3075_9.4156.json,custom
44.272780,9.396667,ov_bermuda_bar_44.2728_9.3967,Bermuda Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bermuda_bar_44.2728_9.3967.json,custom
44.274040,9.398040,ov_capocotta_caf__44.2740_9.3980,Capocotta Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/capocotta_caf_44.2740_9.3980.json,custom
44.273262,9.397882,ov_solea_caffe_wine_bar_and_food_44.2733_9.3979,Solea Caffe Wine Bar and Food,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/solea_caffe_wine_bar_and_food_44.2733_9.3979.json,custom
44.272829,9.398642,ov_bar_picnic_44.2728_9.3986,Bar Picnic,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bar_picnic_44.2728_9.3986.json,custom
44.272778,9.402029,ov_caff__81_44.2728_9.4020,Caffè 81,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/caff_81_44.2728_9.4020.json,custom
44.273822,9.400320,ov_u_fundu_44.2738_9.4003,U Fundu,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/u_fundu_44.2738_9.4003.json,custom
44.273832,9.400344,ov_vineria_della_posta_44.2738_9.4003,Vineria della Posta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/vineria_della_posta_44.2738_9.4003.json,custom
44.273465,9.399304,ov_cadiferae_1939_birreria_con_cucina_44.2735_9.3993,Cadiferae 1939 Birreria con Cucina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/cadiferae_1939_birreria_con_cucina_44.2735_9.3993.json,custom
44.274660,9.397940,ov_vacation_services_44.2747_9.3979,Vacation Services,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/vacation_services_44.2747_9.3979.json,custom
44.274222,9.395886,ov_bar_corsaro_44.2742_9.3959,Bar Corsaro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bar_corsaro_44.2742_9.3959.json,custom
44.274809,9.396442,ov_caff__giobatta_44.2748_9.3964,Caffè Giobatta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/caff_giobatta_44.2748_9.3964.json,custom
44.275447,9.395213,ov_revolution_caffe_44.2754_9.3952,Revolution Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/revolution_caffe_44.2754_9.3952.json,custom
44.275743,9.397008,ov_caffe_dei_portici_44.2757_9.3970,Caffe Dei Portici,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/caffe_dei_portici_44.2757_9.3970.json,custom
44.280491,9.391273,ov_chiosco_delle_ragazze_44.2805_9.3913,Chiosco delle Ragazze,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/chiosco_delle_ragazze_44.2805_9.3913.json,custom
44.272860,9.408420,ov_blondy_caf__44.2729_9.4084,Blondy Café,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/blondy_caf_44.2729_9.4084.json,custom
44.272860,9.409227,ov_bar_silvana_44.2729_9.4092,Bar Silvana,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bar_silvana_44.2729_9.4092.json,custom
44.273999,9.410584,ov_bar_tabaccheria_levante_44.2740_9.4106,Bar tabaccheria Levante,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bar_tabaccheria_levante_44.2740_9.4106.json,custom
44.270715,9.415114,ov_iqos_partner_alexander_cafe_44.2707_9.4151,IQOS Partner Alexander Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/iqos_partner_alexander_cafe_44.2707_9.4151.json,custom
44.270340,9.416318,ov_bar_oasi_44.2703_9.4163,Bar Oasi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bar_oasi_44.2703_9.4163.json,custom
44.270143,9.417499,ov_bar_brio_44.2701_9.4175,Bar Brio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bar_brio_44.2701_9.4175.json,custom
44.272628,9.409403,ov_caffe_da_ludo_e_gio_44.2726_9.4094,Caffe da Ludo e Gio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/caffe_da_ludo_e_gio_44.2726_9.4094.json,custom
44.272208,9.399607,ov_bar_ariston_44.2722_9.3996,Bar Ariston,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bar_ariston_44.2722_9.3996.json,custom
44.271297,9.398994,ov_chiquinho_44.2713_9.3990,Chiquinho,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/chiquinho_44.2713_9.3990.json,custom
44.271316,9.397161,ov_obe_cafe__44.2713_9.3972,Obe Cafe',RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/obe_cafe_44.2713_9.3972.json,custom
44.270858,9.396832,ov_cafe_de_la_place_44.2709_9.3968,Cafe de La Place,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/cafe_de_la_place_44.2709_9.3968.json,custom
44.270639,9.395461,ov_mamaluna_cafe_44.2706_9.3955,Mamaluna Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/mamaluna_cafe_44.2706_9.3955.json,custom
44.271128,9.395556,ov_caffe_delle_fiabe_44.2711_9.3956,Caffe Delle Fiabe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/caffe_delle_fiabe_44.2711_9.3956.json,custom
44.271817,9.395358,ov_corso_colombo_44.2718_9.3954,Corso Colombo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/corso_colombo_44.2718_9.3954.json,custom
44.272031,9.395916,ov_caffe_italia_44.2720_9.3959,Caffe Italia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/caffe_italia_44.2720_9.3959.json,custom
44.272186,9.396310,ov_caffe_centrale_44.2722_9.3963,Caffe Centrale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/caffe_centrale_44.2722_9.3963.json,custom
44.272575,9.394718,ov_bar_tritone_44.2726_9.3947,Bar Tritone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bar_tritone_44.2726_9.3947.json,custom
44.271710,9.393916,ov_chiosco_duro_44.2717_9.3939,Chiosco Duro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/chiosco_duro_44.2717_9.3939.json,custom
44.270936,9.393692,ov_balin_44.2709_9.3937,Balin,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/balin_44.2709_9.3937.json,custom
44.270367,9.393974,ov_millelire_44.2704_9.3940,Millelire,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/millelire_44.2704_9.3940.json,custom
44.269844,9.394655,ov_xola_44.2698_9.3947,XOLA,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/xola_44.2698_9.3947.json,custom
44.269878,9.394579,ov_black_bart_44.2699_9.3946,Black Bart,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/black_bart_44.2699_9.3946.json,custom
44.269669,9.393390,ov_marina_di_levante_44.2697_9.3934,Marina di Levante,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/marina_di_levante_44.2697_9.3934.json,custom
44.269497,9.392987,ov_papam_lu_risto_cafe_44.2695_9.3930,Papam'Lu Risto Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/papamlu_risto_cafe_44.2695_9.3930.json,custom
44.269762,9.392921,ov_bistr__44.2698_9.3929,Bistrò,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bistr_44.2698_9.3929.json,custom
44.269379,9.395003,ov_citto_beach___bar_44.2694_9.3950,Citto Beach & Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/citto_beach_bar_44.2694_9.3950.json,custom
44.270012,9.385772,ov_cafe_del_porto_44.2700_9.3858,Cafe del Porto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/cafe_del_porto_44.2700_9.3858.json,custom
44.255486,9.430786,ov_la_sirena_beach_bar_44.2555_9.4308,La Sirena Beach Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/la_sirena_beach_bar_44.2555_9.4308.json,custom
44.259208,9.424478,ov_ideal__food___drink_44.2592_9.4245,Ideal -Food & Drink,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/ideal_-food_drink_44.2592_9.4245.json,custom
44.258543,9.423751,ov_bagni_annasilva_44.2585_9.4238,Bagni Annasilva,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bagni_annasilva_44.2585_9.4238.json,custom
44.257915,9.427026,ov_bocco_di_bargone_44.2579_9.4270,Bocco Di Bargone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bocco_di_bargone_44.2579_9.4270.json,custom
44.259643,9.424302,ov_heineken_beer_corner___riva_trigoso_44.2596_9.4243,Heineken Beer Corner - Riva Trigoso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/heineken_beer_corner_-_riva_trigoso_44.2596_9.4243.json,custom
44.260030,9.422677,ov_riva_caff__44.2600_9.4227,Riva Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/riva_caff_44.2600_9.4227.json,custom
44.267010,9.418025,ov_bar_pippo_44.2670_9.4180,Bar Pippo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bar_pippo_44.2670_9.4180.json,custom
44.266402,9.424743,ov_scacciapensieri_caff__44.2664_9.4247,Scacciapensieri Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/scacciapensieri_caff_44.2664_9.4247.json,custom
44.264900,9.429100,ov_bar_mir__44.2649_9.4291,Bar Mirò,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bar_mir_44.2649_9.4291.json,custom
44.272240,9.420040,ov_il_laboratorio_aps_44.2722_9.4200,Il Laboratorio APS,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/il_laboratorio_aps_44.2722_9.4200.json,custom
44.275315,9.420020,ov_caffetteria_delle_fiabe_44.2753_9.4200,Caffetteria delle fiabe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/caffetteria_delle_fiabe_44.2753_9.4200.json,custom
44.289800,9.427050,ov_coco_bistrot_44.2898_9.4270,Coco bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/coco_bistrot_44.2898_9.4270.json,custom
44.273465,9.399304,osm_cadiferae_44.2735_9.3993,Cadiferae,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/cadiferae_44.2735_9.3993.json,custom
44.272177,9.396329,osm_caf__centrale_44.2722_9.3963,Café Centrale,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/caf_centrale_44.2722_9.3963.json,custom
44.270811,9.395073,osm_la_bottega_del_caff__44.2708_9.3951,La Bottega del Caffè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/la_bottega_del_caff_44.2708_9.3951.json,custom
44.270690,9.393598,osm_basquiat_lounge_bar_44.2707_9.3936,Basquiat Lounge Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/basquiat_lounge_bar_44.2707_9.3936.json,custom
44.260076,9.431462,osm_bar_bocciofila_rivana_44.2601_9.4315,Bar Bocciofila Rivana,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/bar_bocciofila_rivana_44.2601_9.4315.json,custom
44.273793,9.396442,ov_indrani_yoga_e_ayurveda_44.2738_9.3964,Indrani Yoga e Ayurveda,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/indrani_yoga_e_ayurveda_44.2738_9.3964.json,custom
44.272917,9.397176,ov_das_44.2729_9.3972,DAS,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/das_44.2729_9.3972.json,custom
44.275840,9.396630,ov_roberto_lerici_istruttore_44.2758_9.3966,Roberto Lerici Istruttore,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/roberto_lerici_istruttore_44.2758_9.3966.json,custom
44.275840,9.396630,ov_condor_combat_academy_44.2758_9.3966,Condor Combat Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/condor_combat_academy_44.2758_9.3966.json,custom
44.278487,9.397461,ov_palestra_s__canepa_44.2785_9.3975,Palestra S. Canepa,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/palestra_s_canepa_44.2785_9.3975.json,custom
44.279728,9.412165,ov_body_empire_gym_44.2797_9.4122,Body Empire Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/body_empire_gym_44.2797_9.4122.json,custom
44.275637,9.411754,ov_master_ballet_con_nelly_44.2756_9.4118,Master Ballet con Nelly,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/master_ballet_con_nelly_44.2756_9.4118.json,custom
44.275430,9.409428,ov_circolo_ippico_lo_sperone_44.2754_9.4094,Circolo Ippico Lo Sperone,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/circolo_ippico_lo_sperone_44.2754_9.4094.json,custom
44.273141,9.411753,ov_studiokalossthenos_44.2731_9.4118,Studiokalossthenos,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/studiokalossthenos_44.2731_9.4118.json,custom
44.272742,9.412486,ov_campo_sportivo_andersen_44.2727_9.4125,Campo Sportivo Andersen,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/campo_sportivo_andersen_44.2727_9.4125.json,custom
44.272116,9.411286,ov_fondazione_yoga_44.2721_9.4113,Fondazione Yoga,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/fondazione_yoga_44.2721_9.4113.json,custom
44.270436,9.417607,ov_asd_ginnastica_levante_44.2704_9.4176,Asd Ginnastica Levante,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/asd_ginnastica_levante_44.2704_9.4176.json,custom
44.269347,9.413770,ov_blue_marine_survey_diving_44.2693_9.4138,Blue Marine Survey diving,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/blue_marine_survey_diving_44.2693_9.4138.json,custom
44.271772,9.398298,ov_spazio_danza_nelly_massa_44.2718_9.3983,Spazio Danza NELLY MASSA,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/spazio_danza_nelly_massa_44.2718_9.3983.json,custom
44.271989,9.397088,ov_momas_dance_academy_44.2720_9.3971,Momas Dance Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/momas_dance_academy_44.2720_9.3971.json,custom
44.269422,9.392001,ov_sestri_dive_44.2694_9.3920,Sestri Dive,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/sestri_dive_44.2694_9.3920.json,custom
44.259989,9.431681,ov_asd_bocciofila_rivana_44.2600_9.4317,ASD Bocciofila Rivana,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/asd_bocciofila_rivana_44.2600_9.4317.json,custom
