# lat,lng,id,name,building_type,type,url,page_type
# misano_adriatico -- Tutti
43.952806,12.735906,ov_pronto_soccorso_cattolica_43.9528_12.7359,Pronto Soccorso Cattolica,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/pronto_soccorso_cattolica_43.9528_12.7359.json,custom
43.965860,12.702533,ov_bar_belvedere_43.9659_12.7025,Bar Belvedere,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_belvedere_43.9659_12.7025.json,custom
43.966810,12.714100,ov_transilvania_horror_kaf__43.9668_12.7141,Transilvania Horror Kafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/transilvania_horror_kaf_43.9668_12.7141.json,custom
43.965641,12.674705,ov_fast_cafe_43.9656_12.6747,Fast Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/fast_cafe_43.9656_12.6747.json,custom
43.969860,12.704080,ov_nadasilvia_enicaf__43.9699_12.7041,NadaSilvia Enicafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/nadasilvia_enicaf_43.9699_12.7041.json,custom
43.971248,12.716616,ov_bar_splendore_43.9712_12.7166,Bar Splendore,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_splendore_43.9712_12.7166.json,custom
43.971770,12.715028,ov_caff__delle_rose_43.9718_12.7150,Caffé delle Rose,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/caff_delle_rose_43.9718_12.7150.json,custom
43.973563,12.673943,ov_bar_mucha_calma_43.9736_12.6739,Bar Mucha Calma,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_mucha_calma_43.9736_12.6739.json,custom
43.975371,12.655814,ov_scaccianoia_caffe_43.9754_12.6558,Scaccianoia Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/scaccianoia_caffe_43.9754_12.6558.json,custom
43.975720,12.708760,ov_bar_ristorante_giorgio_43.9757_12.7088,Bar Ristorante Giorgio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_ristorante_giorgio_43.9757_12.7088.json,custom
43.975708,12.695485,ov_bar_pizzeria_del_sole_43.9757_12.6955,Bar Pizzeria Del Sole,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_pizzeria_del_sole_43.9757_12.6955.json,custom
43.974480,12.694573,ov_bar_sirena_43.9745_12.6946,Bar Sirena,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_sirena_43.9745_12.6946.json,custom
43.973210,12.716570,ov_trabaccolo_portoverde_43.9732_12.7166,Trabaccolo Portoverde,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/trabaccolo_portoverde_43.9732_12.7166.json,custom
43.980317,12.698866,ov_follia_beach_43.9803_12.6989,Follia Beach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/follia_beach_43.9803_12.6989.json,custom
43.979978,12.699673,ov_crema_e_cioccolato___misano_adriatico_43.9800_12.6997,Crema e Cioccolato - Misano Adriatico,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/crema_e_cioccolato_-_misano_adriatico_43.9800_12.6997.json,custom
43.979629,12.699550,ov_romacaffe_43.9796_12.6996,Romacaffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/romacaffe_43.9796_12.6996.json,custom
43.979488,12.700726,ov_la_birra_di_paolino_43.9795_12.7007,La Birra di Paolino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/la_birra_di_paolino_43.9795_12.7007.json,custom
43.979440,12.700862,ov_bar_cavalluccio_marino_43.9794_12.7009,Bar cavalluccio marino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_cavalluccio_marino_43.9794_12.7009.json,custom
43.979081,12.696447,ov_kaffeina_43.9791_12.6964,Kaffeina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/kaffeina_43.9791_12.6964.json,custom
43.978793,12.700582,ov_dada_caffe_43.9788_12.7006,DaDa Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/dada_caffe_43.9788_12.7006.json,custom
43.978974,12.701546,ov_bar_roxy_beach_misano_adriatico_43.9790_12.7015,Bar Roxy Beach Misano Adriatico,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_roxy_beach_misano_adriatico_43.9790_12.7015.json,custom
43.977536,12.705413,ov_caffe_levante_43.9775_12.7054,Caffe Levante,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/caffe_levante_43.9775_12.7054.json,custom
43.977718,12.700098,ov_barfly_43.9777_12.7001,Barfly,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/barfly_43.9777_12.7001.json,custom
43.977686,12.697334,ov_dada_caff__43.9777_12.6973,Dada Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/dada_caff_43.9777_12.6973.json,custom
43.978656,12.698518,ov_bar_centrale_43.9787_12.6985,Bar Centrale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_centrale_43.9787_12.6985.json,custom
43.980419,12.685775,ov_nuova_vida_43.9804_12.6858,Nuova Vida,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/nuova_vida_43.9804_12.6858.json,custom
43.982643,12.660651,ov_butterfly_161_43.9826_12.6607,Butterfly 161,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/butterfly_161_43.9826_12.6607.json,custom
43.981050,12.698730,ov_bar_peppe_dal_gattone_43.9811_12.6987,Bar Peppe dal Gattone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_peppe_dal_gattone_43.9811_12.6987.json,custom
43.981378,12.696765,ov_bar_marmellata___colazioni_vista_mare_43.9814_12.6968,Bar Marmellata - Colazioni Vista Mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_marmellata_-_colazioni_vista_mare_43.9814_12.6968.json,custom
43.981684,12.697194,ov_bianco_beach_misano_43.9817_12.6972,Bianco Beach Misano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bianco_beach_misano_43.9817_12.6972.json,custom
43.984132,12.691624,ov_follia_beach_43.9841_12.6916,Follia Beach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/follia_beach_43.9841_12.6916.json,custom
43.985588,12.688724,ov_maco_cocktail_bar_43.9856_12.6887,Maco Cocktail Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/maco_cocktail_bar_43.9856_12.6887.json,custom
43.979302,12.699085,osm_officina_del_gusto_43.9793_12.6991,Officina del gusto,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/officina_del_gusto_43.9793_12.6991.json,custom
43.971477,12.714433,osm_cuccuma_lounge_bar_43.9715_12.7144,Cuccuma Lounge Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/cuccuma_lounge_bar_43.9715_12.7144.json,custom
43.975160,12.644152,ov_beverly_hills_fitness_club_43.9752_12.6442,Beverly Hills Fitness Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/beverly_hills_fitness_club_43.9752_12.6442.json,custom
43.947068,12.678897,ov_circolo_ippico_tenuta_il_fondo_43.9471_12.6789,Circolo Ippico Tenuta Il Fondo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/circolo_ippico_tenuta_il_fondo_43.9471_12.6789.json,custom
43.959145,12.684847,ov_curva_del_tramonto_43.9591_12.6848,Curva del Tramonto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/curva_del_tramonto_43.9591_12.6848.json,custom
43.958013,12.681201,ov_tribuna_brutapela_43.9580_12.6812,Tribuna Brutapela,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/tribuna_brutapela_43.9580_12.6812.json,custom
43.961364,12.686169,ov_guidarepilotare_s_r_l__43.9614_12.6862,GuidarePilotare S.r.l.,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/guidarepilotare_srl_43.9614_12.6862.json,custom
43.962462,12.685684,ov_misano_grand_prix_truck_43.9625_12.6857,Misano Grand Prix Truck,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/misano_grand_prix_truck_43.9625_12.6857.json,custom
43.963614,12.685708,ov_misano_world_circuit_43.9636_12.6857,Misano World Circuit,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/misano_world_circuit_43.9636_12.6857.json,custom
43.966685,12.715154,ov_scuderia_del_lago_asd_43.9667_12.7152,Scuderia del Lago asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/scuderia_del_lago_asd_43.9667_12.7152.json,custom
43.967463,12.676768,ov_nirea_danze_ssdarl_43.9675_12.6768,Nirea Danze SSDarl,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/nirea_danze_ssdarl_43.9675_12.6768.json,custom
43.976367,12.693337,ov_sanyoga___insegnante_di_yoga_sandra_wart_43.9764_12.6933,Sanyoga – Insegnante di Yoga Sandra Wartusch,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/sanyoga_insegnante_di_yoga_sandra_wartus_43.9764_12.6933.json,custom
43.976568,12.704215,ov_misano_football_center_43.9766_12.7042,Misano Football Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/misano_football_center_43.9766_12.7042.json,custom
43.976816,12.706912,ov_bagno_60_di_misano_adriatico_san_pellegr_43.9768_12.7069,Bagno 60 di Misano Adriatico San Pellegrino,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bagno_60_di_misano_adriatico_san_pellegr_43.9768_12.7069.json,custom
43.974603,12.695072,ov_martini_personal_43.9746_12.6951,Martini Personal,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/martini_personal_43.9746_12.6951.json,custom
43.974315,12.713030,ov_bagno_69_misano_43.9743_12.7130,Bagno 69 Misano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bagno_69_misano_43.9743_12.7130.json,custom
43.979877,12.696856,ov_arena_58_43.9799_12.6969,Arena 58,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/arena_58_43.9799_12.6969.json,custom
43.977320,12.693830,ov_asd_polisportiva_ritmica_misano_43.9773_12.6938,ASD Polisportiva Ritmica Misano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/asd_polisportiva_ritmica_misano_43.9773_12.6938.json,custom
43.978330,12.704888,ov_bagni_mario_e_stefano_49_50____misano_ad_43.9783_12.7049,Bagni Mario e Stefano 49/50  - Misano Adriatico,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bagni_mario_e_stefano_4950_-_misano_adri_43.9783_12.7049.json,custom
43.978431,12.703450,ov_gdm_campus_43.9784_12.7035,GDM Campus,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/gdm_campus_43.9784_12.7035.json,custom
43.978694,12.687646,ov_palestra_littlegym_43.9787_12.6876,Palestra LITTLEGYM,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/palestra_littlegym_43.9787_12.6876.json,custom
43.983970,12.688570,ov_yogamea_school_43.9840_12.6886,YogaMea School,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/yogamea_school_43.9840_12.6886.json,custom
43.957952,12.673397,ov_nicky_hayden_memorial_43.9580_12.6734,Nicky Hayden memorial,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/nicky_hayden_memorial_43.9580_12.6734.json,custom
43.977910,12.694770,ov_il_rifugio_dei_libri_43.9779_12.6948,Il Rifugio dei Libri,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/il_rifugio_dei_libri_43.9779_12.6948.json,custom
43.979620,12.689424,ov_biblioteca_comunale_43.9796_12.6894,Biblioteca Comunale,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/biblioteca_comunale_43.9796_12.6894.json,custom
