# lat,lng,id,name,building_type,type,url,page_type
# Licata -- Tutti
37.107372,13.924650,ov_ospedale_san_giacomo_d_altopasso_37.1074_13.9247,Ospedale San Giacomo d'Altopasso,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/ospedale_san_giacomo_daltopasso_37.1074_13.9247.json,custom
37.103858,13.946400,ov_biscaf__37.1039_13.9464,Biscafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/biscaf_37.1039_13.9464.json,custom
37.102825,13.939934,ov_caffuccino_37.1028_13.9399,Caffuccino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/caffuccino_37.1028_13.9399.json,custom
37.103484,13.939767,ov_bar_sport_37.1035_13.9398,Bar Sport,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/bar_sport_37.1035_13.9398.json,custom
37.103378,13.940604,ov_bar_teo_37.1034_13.9406,BAR TEO,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/bar_teo_37.1034_13.9406.json,custom
37.103378,13.940604,ov_giummarella_beach_37.1034_13.9406,Giummarella beach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/giummarella_beach_37.1034_13.9406.json,custom
37.103445,13.941045,ov_cafe_bridge_37.1034_13.9410,Cafe Bridge,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/cafe_bridge_37.1034_13.9410.json,custom
37.104730,13.943630,ov_theking_bar_37.1047_13.9436,theking BAR,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/theking_bar_37.1047_13.9436.json,custom
37.104888,13.945450,ov_l_enoteca_di_davide_37.1049_13.9455,L'enoteca di Davide,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/lenoteca_di_davide_37.1049_13.9455.json,custom
37.104929,13.943771,ov_euro_bar_s_r_l_s__37.1049_13.9438,Euro Bar s.r.l.s.,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/euro_bar_srls_37.1049_13.9438.json,custom
37.106059,13.945863,ov_cocktail_bar_37.1061_13.9459,Cocktail Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/cocktail_bar_37.1061_13.9459.json,custom
37.105795,13.945004,ov_eiffel_cafe_37.1058_13.9450,Eiffel Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/eiffel_cafe_37.1058_13.9450.json,custom
37.106784,13.947143,ov_bar_garibaldi_37.1068_13.9471,Bar Garibaldi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/bar_garibaldi_37.1068_13.9471.json,custom
37.107308,13.933582,ov_tex_bar_37.1073_13.9336,Tex Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/tex_bar_37.1073_13.9336.json,custom
37.105497,13.934819,ov_bar_florio_37.1055_13.9348,Bar Florio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/bar_florio_37.1055_13.9348.json,custom
37.104669,13.938513,ov_widder_bar_37.1047_13.9385,Widder Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/widder_bar_37.1047_13.9385.json,custom
37.104020,13.939018,ov_il_bacio_37.1040_13.9390,Il Bacio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/il_bacio_37.1040_13.9390.json,custom
37.102670,13.936944,ov_la_drogheria_37.1027_13.9369,La Drogheria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/la_drogheria_37.1027_13.9369.json,custom
37.102982,13.936764,ov_micro_bar_37.1030_13.9368,Micro Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/micro_bar_37.1030_13.9368.json,custom
37.101843,13.937480,ov_american_bar_37.1018_13.9375,American Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/american_bar_37.1018_13.9375.json,custom
37.101818,13.937460,ov_giordano_37.1018_13.9375,Giordano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/giordano_37.1018_13.9375.json,custom
37.101778,13.937928,ov_roma_cafe_37.1018_13.9379,Roma Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/roma_cafe_37.1018_13.9379.json,custom
37.101626,13.937142,ov_gambrinus_pizzeria___ristorante_37.1016_13.9371,Gambrinus Pizzeria & Ristorante,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/gambrinus_pizzeria_ristorante_37.1016_13.9371.json,custom
37.101923,13.936863,ov_natural_cafe_37.1019_13.9369,Natural Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/natural_cafe_37.1019_13.9369.json,custom
37.100871,13.937482,ov_cin_cin_bar_37.1009_13.9375,Cin Cin Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/cin_cin_bar_37.1009_13.9375.json,custom
37.100541,13.938624,ov_bar_venezia_37.1005_13.9386,Bar Venezia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/bar_venezia_37.1005_13.9386.json,custom
37.097942,13.938702,ov_bar_dei_vili_37.0979_13.9387,Bar Dei Vili,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/bar_dei_vili_37.0979_13.9387.json,custom
37.097797,13.937298,ov_gib_s_cafe_37.0978_13.9373,Gib's Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/gibs_cafe_37.0978_13.9373.json,custom
37.097731,13.937052,ov_bar_portobello_37.0977_13.9371,Bar Portobello,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/bar_portobello_37.0977_13.9371.json,custom
37.098014,13.936845,ov_gl_ck_bar_37.0980_13.9368,Glück bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/glck_bar_37.0980_13.9368.json,custom
37.098023,13.937147,ov_oceanum_cafe_37.0980_13.9371,Oceanum Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/oceanum_cafe_37.0980_13.9371.json,custom
37.103026,13.882035,ov_lido_molly_club_mollarella_37.1030_13.8820,Lido Molly Club Mollarella,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/lido_molly_club_mollarella_37.1030_13.8820.json,custom
37.113908,13.910340,ov_il_tempio_del_fitness_37.1139_13.9103,Il tempio del Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/il_tempio_del_fitness_37.1139_13.9103.json,custom
37.112932,13.904153,ov_box17_37.1129_13.9042,Box17,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/box17_37.1129_13.9042.json,custom
37.113589,13.940712,ov_a_s_d__new_body_house_37.1136_13.9407,A.S.D. New Body House,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/asd_new_body_house_37.1136_13.9407.json,custom
37.110892,13.952694,ov_adrec_fitness___performance_37.1109_13.9527,ADREC fitness & performance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/adrec_fitness_performance_37.1109_13.9527.json,custom
37.110480,13.950614,ov_body_gym_club_37.1105_13.9506,Body Gym Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/body_gym_club_37.1105_13.9506.json,custom
37.102090,13.939599,ov_florio_boxing_team_37.1021_13.9396,Florio Boxing Team,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/florio_boxing_team_37.1021_13.9396.json,custom
37.106281,13.955700,ov_deja_dance_evolution_37.1063_13.9557,Deja Dance Evolution,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/deja_dance_evolution_37.1063_13.9557.json,custom
37.103378,13.940604,ov_kite_beach_licata_37.1034_13.9406,Kite Beach Licata,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/kite_beach_licata_37.1034_13.9406.json,custom
37.105226,13.952132,ov_forma_mentis_37.1052_13.9521,Forma Mentis,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/forma_mentis_37.1052_13.9521.json,custom
37.107375,13.947203,ov_scuola_di_danza_tersicorea_ballet_delle__37.1074_13.9472,Scuola di danza Tersicorea Ballet delle  sorelle D'Orsi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/scuola_di_danza_tersicorea_ballet_delle__37.1074_13.9472.json,custom
37.100631,13.939794,ov_museo_civico_archeologico_della_badia_37.1006_13.9398,Museo Civico Archeologico della Badia,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/museo_civico_archeologico_della_badia_37.1006_13.9398.json,custom
37.106369,13.915953,ov_stagnone_pontillo_licata_37.1064_13.9160,Stagnone Pontillo Licata,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/stagnone_pontillo_licata_37.1064_13.9160.json,custom
37.100000,13.933300,ov_torre_san_nicola_37.1000_13.9333,Torre San Nicola,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/torre_san_nicola_37.1000_13.9333.json,custom
37.101122,13.937537,ov_biblioteca_comunale_luigi_vitali_37.1011_13.9375,Biblioteca Comunale Luigi Vitali,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/biblioteca_comunale_luigi_vitali_37.1011_13.9375.json,custom
37.100839,13.938705,ov_storie_di_carta___licata___agrigento_37.1008_13.9387,Storie di Carta - Licata - Agrigento,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/licata/pages/storie_di_carta_-_licata_-_agrigento_37.1008_13.9387.json,custom
