# lat,lng,id,name,building_type,type,url,page_type
# lipari -- Tutti
38.462286,14.954483,ov_ospedale_civile_lipari_38.4623_14.9545,Ospedale Civile Lipari,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/ospedale_civile_lipari_38.4623_14.9545.json,custom
38.464660,14.952400,ov_bar_ventiquattro___pianoconte_38.4647_14.9524,Bar Ventiquattro - Pianoconte,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/bar_ventiquattro_-_pianoconte_38.4647_14.9524.json,custom
38.493390,14.917590,ov_a_za_pippa_38.4934_14.9176,A ZA Pippa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/a_za_pippa_38.4934_14.9176.json,custom
38.499418,14.919791,ov_za_pippa_38.4994_14.9198,Za Pippa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/za_pippa_38.4994_14.9198.json,custom
38.466540,14.954813,osm_subba_dal_1930_38.4665_14.9548,Subba dal 1930,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/subba_dal_1930_38.4665_14.9548.json,custom
38.486530,14.965616,ov_linea_sport_gym_lipari_38.4865_14.9656,Linea Sport Gym Lipari,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/linea_sport_gym_lipari_38.4865_14.9656.json,custom
38.473970,14.954700,ov_studio_pilates_desiree_38.4740_14.9547,Studio Pilates Desiree,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/studio_pilates_desiree_38.4740_14.9547.json,custom
38.466476,14.953766,ov_stromboli_fire_trekking_38.4665_14.9538,Stromboli Fire Trekking,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/stromboli_fire_trekking_38.4665_14.9538.json,custom
38.463959,14.956528,ov_lipari_diving_center_la_gorgonia_38.4640_14.9565,Lipari Diving Center La Gorgonia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/lipari_diving_center_la_gorgonia_38.4640_14.9565.json,custom
38.417995,14.951957,ov_diving_center_saracen_vulcano_38.4180_14.9520,Diving Center Saracen Vulcano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/diving_center_saracen_vulcano_38.4180_14.9520.json,custom
38.459391,14.952200,ov_palestra_gabriele_profilio_personal_trai_38.4594_14.9522,Palestra Gabriele Profilio Personal Trainer Health & fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/palestra_gabriele_profilio_personal_trai_38.4594_14.9522.json,custom
38.461821,14.952583,ov_a_s_d__aeolian_gym_38.4618_14.9526,A.S.D. Aeolian Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/asd_aeolian_gym_38.4618_14.9526.json,custom
38.467431,14.956424,ov_castello_di_lipari_38.4674_14.9564,Castello di Lipari,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/castello_di_lipari_38.4674_14.9564.json,custom
38.467282,14.957250,ov_museo_archeologico_eoliano_l__bernabo_br_38.4673_14.9573,Museo Archeologico Eoliano L. Bernabo Brea,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/museo_archeologico_eoliano_l_bernabo_bre_38.4673_14.9573.json,custom
38.467762,14.953279,ov_museo_diocesano_di_lipari_38.4678_14.9533,Museo Diocesano di Lipari,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/museo_diocesano_di_lipari_38.4678_14.9533.json,custom
38.472236,14.953196,ov_lipari_archeological_museum_38.4722_14.9532,Lipari Archeological Museum,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/lipari_archeological_museum_38.4722_14.9532.json,custom
38.487710,14.953590,ov_forgia_vecchia_di_lipari_38.4877_14.9536,Forgia Vecchia di Lipari,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/forgia_vecchia_di_lipari_38.4877_14.9536.json,custom
38.499131,14.919222,ov_terme_di_san_calogero_38.4991_14.9192,Terme Di San Calogero,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/terme_di_san_calogero_38.4991_14.9192.json,custom
38.464872,14.953995,ov_uffici_giudice_di_pace_38.4649_14.9540,Uffici Giudice di Pace,GOVERNMENT,ufficio_pubblico,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/uffici_giudice_di_pace_38.4649_14.9540.json,custom
38.466370,14.955700,ov_biblioteca_comunale_popolare_di_lipari_38.4664_14.9557,Biblioteca Comunale Popolare di Lipari,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/biblioteca_comunale_popolare_di_lipari_38.4664_14.9557.json,custom
38.465821,14.955745,ov_kasbah_38.4658_14.9557,Kasbah,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/lipari/pages/kasbah_38.4658_14.9557.json,custom
