# lat,lng,id,name,building_type,type,url,page_type
# Casalnuovo di Napoli -- Tutti
40.911163,14.358141,ov_ni_ce_srl_40.9112_14.3581,Ni.Ce Srl,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/nice_srl_40.9112_14.3581.json,custom
40.909600,14.344350,ov_bar_delle_palme_40.9096_14.3444,Bar Delle Palme,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/bar_delle_palme_40.9096_14.3444.json,custom
40.910342,14.341300,ov_leo_schisano_chiccodoro_40.9103_14.3413,leo.schisano.chiccodoro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/leoschisanochiccodoro_40.9103_14.3413.json,custom
40.911330,14.342516,ov_caferafe_40.9113_14.3425,CafeRafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/caferafe_40.9113_14.3425.json,custom
40.911750,14.343393,ov_big_bar_di_cimminella_mario_40.9118_14.3434,Big Bar di Cimminella Mario,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/big_bar_di_cimminella_mario_40.9118_14.3434.json,custom
40.912794,14.345275,ov_caffetteria_del_corso_40.9128_14.3453,Caffetteria del Corso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/caffetteria_del_corso_40.9128_14.3453.json,custom
40.913247,14.346718,ov_kicks_goal_40.9132_14.3467,Kicks Goal,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/kicks_goal_40.9132_14.3467.json,custom
40.913780,14.339986,ov_microbirrificio_incanto_40.9138_14.3400,Microbirrificio Incanto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/microbirrificio_incanto_40.9138_14.3400.json,custom
40.914555,14.348902,ov_coco_cafe_40.9146_14.3489,Coco Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/coco_cafe_40.9146_14.3489.json,custom
40.914891,14.349381,ov_caffe_kenon_40.9149_14.3494,Caffe Kenon,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/caffe_kenon_40.9149_14.3494.json,custom
40.915631,14.354575,ov_black_caf__40.9156_14.3546,Black Café,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/black_caf_40.9156_14.3546.json,custom
40.915558,14.350464,ov_caffe_cavone_40.9156_14.3505,Caffe cavone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/caffe_cavone_40.9156_14.3505.json,custom
40.916470,14.352783,ov_bar_pasticceria_tiffany_40.9165_14.3528,Bar Pasticceria Tiffany,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/bar_pasticceria_tiffany_40.9165_14.3528.json,custom
40.917937,14.359906,ov_ruotolo_petroli_carburante_bar_40.9179_14.3599,Ruotolo Petroli carburante bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/ruotolo_petroli_carburante_bar_40.9179_14.3599.json,custom
40.918009,14.359983,ov_bellagio_cafe_40.9180_14.3600,Bellagio Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/bellagio_cafe_40.9180_14.3600.json,custom
40.918649,14.353826,ov_bar_il_veliero_40.9186_14.3538,Bar Il Veliero,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/bar_il_veliero_40.9186_14.3538.json,custom
40.920524,14.351050,ov_caffe_scugnizzo_napoletano_40.9205_14.3510,Caffe Scugnizzo Napoletano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/caffe_scugnizzo_napoletano_40.9205_14.3510.json,custom
40.922578,14.354935,ov_barladelizia_francescoviscido_40.9226_14.3549,Barladelizia Francescoviscido,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/barladelizia_francescoviscido_40.9226_14.3549.json,custom
40.921157,14.345871,ov_mob_cafe_40.9212_14.3459,MOB Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/mob_cafe_40.9212_14.3459.json,custom
40.915868,14.353319,osm_bar_carpe_diem_40.9159_14.3533,Bar Carpe Diem,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/bar_carpe_diem_40.9159_14.3533.json,custom
40.916375,14.352722,osm_bar_tiffany_40.9164_14.3527,Bar Tiffany,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/bar_tiffany_40.9164_14.3527.json,custom
40.887915,14.361004,ov_centro_polifunzionale_labor_inti_40.8879_14.3610,Centro Polifunzionale Labor Inti,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/centro_polifunzionale_labor_inti_40.8879_14.3610.json,custom
40.888300,14.360670,ov_variazioni___centro_studi_danza_40.8883_14.3607,Variazioni - Centro Studi Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/variazioni_-_centro_studi_danza_40.8883_14.3607.json,custom
40.888368,14.360112,ov_blue_moon_40.8884_14.3601,Blue Moon,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/blue_moon_40.8884_14.3601.json,custom
40.889800,14.362412,ov_imperial_san_mauro_40.8898_14.3624,Imperial San Mauro,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/imperial_san_mauro_40.8898_14.3624.json,custom
40.902804,14.347031,ov_palestra_evergreen_40.9028_14.3470,Palestra Evergreen,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/palestra_evergreen_40.9028_14.3470.json,custom
40.901685,14.337735,ov_crossfit_wehttam_bmh_40.9017_14.3377,Crossfit Wehttam Bmh,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/crossfit_wehttam_bmh_40.9017_14.3377.json,custom
40.897590,14.353430,ov_gemini___allenamento_salute_40.8976_14.3534,Gemini - Allenamento&Salute,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/gemini_-_allenamentosalute_40.8976_14.3534.json,custom
40.901810,14.349790,ov_adolescenti_40.9018_14.3498,Adolescenti,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/adolescenti_40.9018_14.3498.json,custom
40.901864,14.356357,ov_asd_new_fuego_caliente_40.9019_14.3564,Asd New Fuego Caliente,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/asd_new_fuego_caliente_40.9019_14.3564.json,custom
40.902170,14.357440,ov_centro_sportivo_holly_benij_village_40.9022_14.3574,Centro Sportivo Holly&Benij Village,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/centro_sportivo_hollybenij_village_40.9022_14.3574.json,custom
40.913775,14.359090,ov_palestra_wellness_club_asd_40.9138_14.3591,Palestra Wellness club asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/palestra_wellness_club_asd_40.9138_14.3591.json,custom
40.913517,14.359077,ov_a_s_d__new_meeting_club_40.9135_14.3591,A.S.D. New Meeting Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/asd_new_meeting_club_40.9135_14.3591.json,custom
40.913105,14.356341,ov_underground_strength___conditioning_40.9131_14.3563,UNDERGROUND Strength & Conditioning,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/underground_strength_conditioning_40.9131_14.3563.json,custom
40.911650,14.359285,ov_centro_academy_amore_latino_40.9116_14.3593,Centro Academy Amore Latino,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/centro_academy_amore_latino_40.9116_14.3593.json,custom
40.911618,14.361891,ov_accademia_vesuviana_della_danza_40.9116_14.3619,Accademia Vesuviana della Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/accademia_vesuviana_della_danza_40.9116_14.3619.json,custom
40.910233,14.348681,ov_associazione_sportiva_notedarte_40.9102_14.3487,Associazione Sportiva Notedarte,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/associazione_sportiva_notedarte_40.9102_14.3487.json,custom
40.910350,14.361030,ov_my_studio_pilates___wellness_40.9104_14.3610,My Studio Pilates & Wellness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/my_studio_pilates_wellness_40.9104_14.3610.json,custom
40.909033,14.353403,ov_palazzetto_dello_sport_40.9090_14.3534,Palazzetto dello Sport,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/palazzetto_dello_sport_40.9090_14.3534.json,custom
40.903443,14.358621,ov_accademia_la_danse_40.9034_14.3586,Accademia La Danse,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/accademia_la_danse_40.9034_14.3586.json,custom
40.908720,14.336840,ov_new_dancing_room_40.9087_14.3368,New Dancing Room,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/new_dancing_room_40.9087_14.3368.json,custom
40.907472,14.340619,ov_a_s_d_academy_cuba_dance_40.9075_14.3406,A.S.D Academy Cuba Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/asd_academy_cuba_dance_40.9075_14.3406.json,custom
40.906789,14.339443,ov_le_roi_des_roi_40.9068_14.3394,Le Roi Des Roi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/le_roi_des_roi_40.9068_14.3394.json,custom
40.906881,14.339825,ov_imperial_casalnuovo_40.9069_14.3398,Imperial Casalnuovo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/imperial_casalnuovo_40.9069_14.3398.json,custom
40.906880,14.341350,ov_tersicore_lab_s_art_40.9069_14.3414,Tersicore Lab's Art,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/tersicore_labs_art_40.9069_14.3414.json,custom
40.906155,14.336552,ov_emozione_danza_40.9062_14.3366,Emozione Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/emozione_danza_40.9062_14.3366.json,custom
40.905341,14.345824,ov_charles_gym_40.9053_14.3458,Charles Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/charles_gym_40.9053_14.3458.json,custom
40.909629,14.340662,ov_and___corsi_di_danza_40.9096_14.3407,AND - Corsi di Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/and_-_corsi_di_danza_40.9096_14.3407.json,custom
40.909622,14.338604,ov_star_dance_40.9096_14.3386,Star Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/star_dance_40.9096_14.3386.json,custom
40.909696,14.342586,ov_i__c__ragazzi_d_europa_40.9097_14.3426,I. C. Ragazzi D'Europa,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/i_c_ragazzi_deuropa_40.9097_14.3426.json,custom
40.910625,14.341594,ov_new_body_center_40.9106_14.3416,New Body Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/new_body_center_40.9106_14.3416.json,custom
40.912762,14.345600,ov_asd_luna_dance_40.9128_14.3456,ASD Luna Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/asd_luna_dance_40.9128_14.3456.json,custom
40.916762,14.342139,ov_athlex_strength_studio_40.9168_14.3421,Athlex Strength Studio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/athlex_strength_studio_40.9168_14.3421.json,custom
40.919867,14.354279,ov_victory_s_gym_club_40.9199_14.3543,Victory's Gym Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/victorys_gym_club_40.9199_14.3543.json,custom
40.920180,14.352010,ov_a_s_d_new_fuego_caliente_40.9202_14.3520,A.S.D new Fuego Caliente,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/asd_new_fuego_caliente_40.9202_14.3520.json,custom
40.922125,14.350439,ov_palestra_a_s_d__kinesis_40.9221_14.3504,Palestra A.S.D. Kinesis,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/palestra_asd_kinesis_40.9221_14.3504.json,custom
40.914718,14.359740,ov_palazzo_del_principe_40.9147_14.3597,Palazzo DEL Principe,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/palazzo_del_principe_40.9147_14.3597.json,custom
40.912471,14.349766,ov_biblioteca_sociale_giacomo_leopardi_40.9125_14.3498,Biblioteca Sociale Giacomo Leopardi,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casalnuovo_di_napoli/pages/biblioteca_sociale_giacomo_leopardi_40.9125_14.3498.json,custom
