# lat,lng,id,name,building_type,type,url,page_type
# sestu -- Tutti
39.298164,9.093744,ov_centro_medico_peppino_e_misa_mocci_39.2982_9.0937,Centro Medico Peppino e Misa Mocci,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/centro_medico_peppino_e_misa_mocci_39.2982_9.0937.json,custom
39.286926,9.070369,ov_asd_t_fitness_club___taurus_gym_39.2869_9.0704,ASD T Fitness Club & Taurus Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/asd_t_fitness_club_taurus_gym_39.2869_9.0704.json,custom
39.282614,9.072652,ov_a_s_d_phoenix_fitness_zone_39.2826_9.0727,A.S.D Phoenix Fitness Zone,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/asd_phoenix_fitness_zone_39.2826_9.0727.json,custom
39.281968,9.073439,ov_a_s_d__wittybeat_39.2820_9.0734,a.s.d. WittyBeat,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/asd_wittybeat_39.2820_9.0734.json,custom
39.274120,9.080207,ov_athlon_2_9_39.2741_9.0802,Athlon 2.9,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/athlon_29_39.2741_9.0802.json,custom
39.278970,9.104369,ov_centro_ippico_i_pavoni_asd_39.2790_9.1044,Centro Ippico I Pavoni ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/centro_ippico_i_pavoni_asd_39.2790_9.1044.json,custom
39.303190,9.097030,ov_asd_butterfly_ritmica_sestu_39.3032_9.0970,ASD Butterfly Ritmica SESTU,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/asd_butterfly_ritmica_sestu_39.3032_9.0970.json,custom
39.300109,9.099489,ov_palazzetto_dello_sport_palakopron_39.3001_9.0995,Palazzetto dello Sport PalaKopron,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/palazzetto_dello_sport_palakopron_39.3001_9.0995.json,custom
39.300345,9.097502,ov_colors_house_39.3003_9.0975,Colors House,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/colors_house_39.3003_9.0975.json,custom
39.298842,9.098197,ov_omega_stadium_39.2988_9.0982,Omega Stadium,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/omega_stadium_39.2988_9.0982.json,custom
39.298118,9.099297,ov_vi_miglio_ssd_arl_39.2981_9.0993,VI Miglio ssd arl,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/vi_miglio_ssd_arl_39.2981_9.0993.json,custom
39.302339,9.091522,ov_biblioteca_comunale_di_sestu_ranieri_ugo_39.3023_9.0915,Biblioteca Comunale di Sestu Ranieri Ugo,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/biblioteca_comunale_di_sestu_ranieri_ugo_39.3023_9.0915.json,custom
