# lat,lng,id,name,building_type,type,url,page_type
# Francavilla Fontana -- Tutti
40.539555,17.576892,osm_pronto_soccorso_ospedale_francavilla_fon_40.5396_17.5769,Pronto Soccorso Ospedale Francavilla Fontana,hospital,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/pronto_soccorso_ospedale_francavilla_fon_40.5396_17.5769.json,custom
40.530510,17.582310,ov_piazza_umberto_i_francavilla_fontana_40.5305_17.5823,Piazza Umberto I Francavilla Fontana,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/piazza_umberto_i_francavilla_fontana_40.5305_17.5823.json,custom
40.530500,17.582435,ov_vinile_cafe_40.5305_17.5824,Vinile Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/vinile_cafe_40.5305_17.5824.json,custom
40.530483,17.582249,ov_caffe_centrale_40.5305_17.5822,Caffe Centrale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/caffe_centrale_40.5305_17.5822.json,custom
40.530628,17.582167,ov_only_beer_40.5306_17.5822,Only Beer,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/only_beer_40.5306_17.5822.json,custom
40.529714,17.582457,ov_via_roma_40.5297_17.5825,Via Roma,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/via_roma_40.5297_17.5825.json,custom
40.529679,17.582705,ov_mamma_cce_fuecu_40.5297_17.5827,Mamma cce fuecu,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/mamma_cce_fuecu_40.5297_17.5827.json,custom
40.529335,17.584509,ov_enotria_vineria_40.5293_17.5845,Enotria Vineria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/enotria_vineria_40.5293_17.5845.json,custom
40.529929,17.583675,ov_la_vineria_n_01_40.5299_17.5837,La Vineria N.01,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/la_vineria_n01_40.5299_17.5837.json,custom
40.529844,17.583896,ov_retro_caffe_40.5298_17.5839,Retro Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/retro_caffe_40.5298_17.5839.json,custom
40.529130,17.585110,ov_bistrot_40.5291_17.5851,Bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/bistrot_40.5291_17.5851.json,custom
40.526707,17.585426,ov_bar_manhattan_40.5267_17.5854,bar manhattan,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/bar_manhattan_40.5267_17.5854.json,custom
40.526655,17.583512,ov_martin_bar_40.5267_17.5835,Martin Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/martin_bar_40.5267_17.5835.json,custom
40.528031,17.579617,ov_bar_lux_40.5280_17.5796,Bar Lux,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/bar_lux_40.5280_17.5796.json,custom
40.528808,17.578174,ov_bar_emanuel_40.5288_17.5782,BAR Emanuel,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/bar_emanuel_40.5288_17.5782.json,custom
40.533672,17.578606,ov_bar_cappuccini_40.5337_17.5786,Bar Cappuccini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/bar_cappuccini_40.5337_17.5786.json,custom
40.532341,17.579875,ov_momo_vinoteca_40.5323_17.5799,Momo Vinoteca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/momo_vinoteca_40.5323_17.5799.json,custom
40.533137,17.579779,ov_bap_birrificio_artigianale_pugliese_40.5331_17.5798,BAP Birrificio Artigianale Pugliese,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/bap_birrificio_artigianale_pugliese_40.5331_17.5798.json,custom
40.532612,17.582327,ov_stoa_40.5326_17.5823,Stoa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/stoa_40.5326_17.5823.json,custom
40.532051,17.581717,ov_vistaduomofrancavilla_40.5321_17.5817,vistaduomofrancavilla,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/vistaduomofrancavilla_40.5321_17.5817.json,custom
40.532368,17.584563,ov_chopin_40.5324_17.5846,Chopin,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/chopin_40.5324_17.5846.json,custom
40.533145,17.584760,ov_bar_degli_imperiali_40.5331_17.5848,Bar Degli Imperiali,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/bar_degli_imperiali_40.5331_17.5848.json,custom
40.533571,17.582155,ov_ohana_cafe_40.5336_17.5822,Ohana Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/ohana_cafe_40.5336_17.5822.json,custom
40.535880,17.582630,ov_bar_calypso_40.5359_17.5826,Bar Calypso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/bar_calypso_40.5359_17.5826.json,custom
40.536713,17.584968,ov_makumba_bar_40.5367_17.5850,Makumba Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/makumba_bar_40.5367_17.5850.json,custom
40.537123,17.584226,ov_caff__paradise_40.5371_17.5842,Caffè Paradise,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/caff_paradise_40.5371_17.5842.json,custom
40.536380,17.578650,ov_bar_tabacchi___pugliese__40.5364_17.5786,Bar/Tabacchi  •Pugliese•,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/bartabacchi_pugliese_40.5364_17.5786.json,custom
40.539750,17.576241,ov_cooperativa_sanita_pubblica_40.5398_17.5762,Cooperativa Sanita Pubblica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/cooperativa_sanita_pubblica_40.5398_17.5762.json,custom
40.551813,17.594474,ov_sara_s_tuning_team_sara_s_motor_day_40.5518_17.5945,Sara's Tuning Team/Sara's Motor Day,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/saras_tuning_teamsaras_motor_day_40.5518_17.5945.json,custom
40.637849,17.519531,ov_segafredo_zanetti_spa_40.6378_17.5195,Segafredo Zanetti SPA,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/segafredo_zanetti_spa_40.6378_17.5195.json,custom
40.530117,17.582595,osm_giba_bar_40.5301_17.5826,Giba bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/giba_bar_40.5301_17.5826.json,custom
40.524077,17.584322,osm_dandy_bistrot_40.5241_17.5843,Dandy bistrot,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/dandy_bistrot_40.5241_17.5843.json,custom
40.532340,17.584612,osm_bar_chopin_40.5323_17.5846,Bar Chopin,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/bar_chopin_40.5323_17.5846.json,custom
40.523903,17.584386,osm_ermin_s_40.5239_17.5844,ermin's,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/ermins_40.5239_17.5844.json,custom
40.530494,17.582237,osm_caff__centrale_40.5305_17.5822,Caffé Centrale,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/caff_centrale_40.5305_17.5822.json,custom
40.525707,17.589622,osm_naps_caf__40.5257_17.5896,Naps Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/naps_caf_40.5257_17.5896.json,custom
40.524825,17.584032,osm_cin_cin_bar_40.5248_17.5840,Cin Cin Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/cin_cin_bar_40.5248_17.5840.json,custom
40.526595,17.583430,osm_martin_bar_40.5266_17.5834,Martin Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/martin_bar_40.5266_17.5834.json,custom
40.528768,17.582970,osm_caffetteria_cito_40.5288_17.5830,Caffetteria Cito,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/caffetteria_cito_40.5288_17.5830.json,custom
40.530253,17.582276,osm_caff__melileo_40.5303_17.5823,Caffé Melileo,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/caff_melileo_40.5303_17.5823.json,custom
40.530653,17.582509,osm_vinile_cafe_40.5307_17.5825,Vinile Cafe,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/vinile_cafe_40.5307_17.5825.json,custom
40.530679,17.581743,osm_la_bodeghita_40.5307_17.5817,La Bodeghita,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/la_bodeghita_40.5307_17.5817.json,custom
40.530712,17.582220,osm_la_birreria___only_beer_40.5307_17.5822,La Birreria - Only Beer,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/la_birreria_-_only_beer_40.5307_17.5822.json,custom
40.531634,17.583131,osm_prince_gastro_pub_40.5316_17.5831,Prince Gastro Pub,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/prince_gastro_pub_40.5316_17.5831.json,custom
40.532894,17.585946,osm_caffe_borbone_40.5329_17.5859,Caffe Borbone,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/caffe_borbone_40.5329_17.5859.json,custom
40.527613,17.587330,osm_peccati_di_gola_gelateria_e_pasticceria_40.5276_17.5873,Peccati di Gola Gelateria e Pasticceria,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/peccati_di_gola_gelateria_e_pasticceria_40.5276_17.5873.json,custom
40.531764,17.589908,osm_savoia_40.5318_17.5899,Savoia,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/savoia_40.5318_17.5899.json,custom
40.528777,17.578106,osm_emanuel_40.5288_17.5781,Emanuel,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/emanuel_40.5288_17.5781.json,custom
40.528152,17.588770,osm_l_angolo_caffetteria_40.5282_17.5888,L'angolo caffetteria,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/langolo_caffetteria_40.5282_17.5888.json,custom
40.534531,17.577376,osm_antica_caffetteria_di_cannalire_francesc_40.5345_17.5774,Antica Caffetteria Di Cannalire Francesco,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/antica_caffetteria_di_cannalire_francesc_40.5345_17.5774.json,custom
40.524814,17.585093,osm_brin_bar_40.5248_17.5851,Brin Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/brin_bar_40.5248_17.5851.json,custom
40.526076,17.592690,osm_eni_caf__shop_rodia_40.5261_17.5927,Eni café&shop Rodia,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/eni_cafshop_rodia_40.5261_17.5927.json,custom
40.526085,17.590528,osm_eden_bar_40.5261_17.5905,Eden Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/eden_bar_40.5261_17.5905.json,custom
40.532282,17.588716,osm_play_replay_club_40.5323_17.5887,Play replay club,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/play_replay_club_40.5323_17.5887.json,custom
40.527271,17.583133,osm_bar_fiamma_40.5273_17.5831,Bar Fiamma,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/bar_fiamma_40.5273_17.5831.json,custom
40.532520,17.579901,osm_edorikcaf__40.5325_17.5799,Edorikcafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/edorikcaf_40.5325_17.5799.json,custom
40.531959,17.584514,osm_nuovo_bar_del_corso_40.5320_17.5845,Nuovo Bar del Corso,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/nuovo_bar_del_corso_40.5320_17.5845.json,custom
40.529024,17.573212,osm_andriulo_carburanti_di_andriulo_carmela__40.5290_17.5732,Andriulo Carburanti di Andriulo Carmela & C. S.a.s.,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/andriulo_carburanti_di_andriulo_carmela__40.5290_17.5732.json,custom
40.471296,17.527127,ov_eagle_s_paintball_40.4713_17.5271,Eagle's Paintball,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/eagles_paintball_40.4713_17.5271.json,custom
40.532560,17.552880,ov_danzamare_40.5326_17.5529,danzAmare,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/danzamare_40.5326_17.5529.json,custom
40.536999,17.556812,ov_hyrox_urbanfit_40.5370_17.5568,Hyrox UrbanFit,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/hyrox_urbanfit_40.5370_17.5568.json,custom
40.524837,17.579256,ov_yantra_studio_olistico_e_pilates_40.5248_17.5793,Yantra Studio Olistico e Pilates,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/yantra_studio_olistico_e_pilates_40.5248_17.5793.json,custom
40.526171,17.585366,ov_zacfitlab_40.5262_17.5854,Zacfitlab,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/zacfitlab_40.5262_17.5854.json,custom
40.524929,17.586545,ov_life_gym_center_40.5249_17.5865,Life gym center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/life_gym_center_40.5249_17.5865.json,custom
40.523541,17.580224,ov_gs_dance_academy_40.5235_17.5802,GS Dance Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/gs_dance_academy_40.5235_17.5802.json,custom
40.524032,17.593589,ov_shangri_la_studio_pilates_40.5240_17.5936,Shangri-La Studio Pilates,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/shangri-la_studio_pilates_40.5240_17.5936.json,custom
40.528457,17.587073,ov_asd_studio_danza_desiato_40.5285_17.5871,Asd Studio Danza Desiato,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/asd_studio_danza_desiato_40.5285_17.5871.json,custom
40.528530,17.587010,ov_palestra_excelsior_40.5285_17.5870,Palestra Excelsior,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/palestra_excelsior_40.5285_17.5870.json,custom
40.528511,17.580095,ov_obiettivo_fitness_40.5285_17.5801,Obiettivo Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/obiettivo_fitness_40.5285_17.5801.json,custom
40.532148,17.580152,ov_a_s_d__motus_club_40.5321_17.5802,A.S.D. Motus Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/asd_motus_club_40.5321_17.5802.json,custom
40.532530,17.583188,ov_centro_diurno_un_mondo_a_colori_40.5325_17.5832,Centro diurno Un mondo a colori,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/centro_diurno_un_mondo_a_colori_40.5325_17.5832.json,custom
40.535346,17.576032,ov_shooting_center_academy_40.5353_17.5760,Shooting Center Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/shooting_center_academy_40.5353_17.5760.json,custom
40.537349,17.574804,ov_new_power_2_di_gianfranco_palmisano_40.5373_17.5748,New Power 2 di Gianfranco Palmisano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/new_power_2_di_gianfranco_palmisano_40.5373_17.5748.json,custom
40.537952,17.580626,ov_asd_ginnastica_francavilla_40.5380_17.5806,ASD Ginnastica francavilla,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/asd_ginnastica_francavilla_40.5380_17.5806.json,custom
40.539095,17.584138,ov_palestra_link_40.5391_17.5841,Palestra Link,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/palestra_link_40.5391_17.5841.json,custom
40.538981,17.579621,ov_life_core_fit_40.5390_17.5796,Life Core Fit,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/life_core_fit_40.5390_17.5796.json,custom
40.563585,17.597605,ov_associazione_mery_dance_40.5636_17.5976,Associazione Mery Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/associazione_mery_dance_40.5636_17.5976.json,custom
40.540791,17.580161,osm_icos_sporting_club_srl_40.5408_17.5802,Icos Sporting Club Srl,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/icos_sporting_club_srl_40.5408_17.5802.json,custom
40.528256,17.591320,osm_palestra_diamond_leo_40.5283_17.5913,Palestra Diamond Leo,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/palestra_diamond_leo_40.5283_17.5913.json,custom
40.536929,17.556850,osm_urbanfit_40.5369_17.5569,UrbanFit,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/urbanfit_40.5369_17.5569.json,custom
40.528493,17.580057,osm_obiettivo_fitness_40.5285_17.5801,Obiettivo fitness,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/obiettivo_fitness_40.5285_17.5801.json,custom
40.498860,17.643860,ov_il_frantoio_ipogeo_di_oria_40.4989_17.6439,Il Frantoio Ipogeo di Oria,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/il_frantoio_ipogeo_di_oria_40.4989_17.6439.json,custom
40.531854,17.580585,ov_____________40.5319_17.5806,হ্যাবলা ২.০,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/__40.5319_17.5806.json,custom
40.531486,17.581206,ov_monumento_ai_caduti_40.5315_17.5812,Monumento ai Caduti,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/monumento_ai_caduti_40.5315_17.5812.json,custom
40.532605,17.584182,ov_maff_40.5326_17.5842,MAFF,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/maff_40.5326_17.5842.json,custom
40.532756,17.583913,ov_castello_di_francavilla_fontana_40.5328_17.5839,Castello di Francavilla Fontana,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/castello_di_francavilla_fontana_40.5328_17.5839.json,custom
40.528558,17.576864,osm_ufficio_postale_poste_italiane_40.5286_17.5769,Ufficio Postale Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/ufficio_postale_poste_italiane_40.5286_17.5769.json,custom
40.532865,17.584968,osm_poste_italiane_40.5329_17.5850,Poste italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/poste_italiane_40.5329_17.5850.json,custom
40.533194,17.583379,ov_biblioteca_comunale_giovanni_calo_40.5332_17.5834,Biblioteca Comunale Giovanni Calo,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/biblioteca_comunale_giovanni_calo_40.5332_17.5834.json,custom
40.528568,17.586409,osm_libreria_athena_sas_40.5286_17.5864,Libreria Athena Sas,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/libreria_athena_sas_40.5286_17.5864.json,custom
40.533029,17.583470,osm_biblioteca_comunale_g__cal__40.5330_17.5835,Biblioteca Comunale G. Calò,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/francavilla_fontana/pages/biblioteca_comunale_g_cal_40.5330_17.5835.json,custom
