# lat,lng,id,name,building_type,type,url,page_type
# follonica -- Tutti
42.645403,12.464738,ov_biblioteca_comunale_di_greve_in_chianti__42.6454_12.4647,Biblioteca Comunale di Greve in Chianti Carlo e Massimo Bald,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/biblioteca_comunale_di_greve_in_chianti__42.6454_12.4647.json,custom
42.931359,10.734493,ov_sanaparanza_42.9314_10.7345,SanaParanza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/sanaparanza_42.9314_10.7345.json,custom
42.931005,10.733822,ov_ristorante_pizzeria_ramazzotti_42.9310_10.7338,Ristorante Pizzeria Ramazzotti,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_pizzeria_ramazzotti_42.9310_10.7338.json,custom
42.930689,10.734800,ov_mammar__ristorante_42.9307_10.7348,Mammarà Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/mammar_ristorante_42.9307_10.7348.json,custom
42.930763,10.734954,ov_ristorante_la_terrazza_42.9308_10.7350,Ristorante la terrazza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_la_terrazza_42.9308_10.7350.json,custom
42.932200,10.751730,ov_ristorante_galloway_follonica_42.9322_10.7517,Ristorante Galloway Follonica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_galloway_follonica_42.9322_10.7517.json,custom
42.936014,10.722270,ov_la_duna_42.9360_10.7223,La Duna,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/la_duna_42.9360_10.7223.json,custom
42.940620,10.713790,ov_ristorantino_l_ombra_42.9406_10.7138,Ristorantino l’ombra,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorantino_lombra_42.9406_10.7138.json,custom
42.941711,10.722544,ov_ristorante_paspalum_by_riva_toscana_42.9417_10.7225,Ristorante Paspalum by Riva Toscana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_paspalum_by_riva_toscana_42.9417_10.7225.json,custom
42.937583,10.719880,ov_giardino_di_cri_follonica_42.9376_10.7199,Giardino di Cri Follonica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/giardino_di_cri_follonica_42.9376_10.7199.json,custom
42.945213,10.712882,ov_ristorante_dal_meraviglioso_42.9452_10.7129,Ristorante dal Meraviglioso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_dal_meraviglioso_42.9452_10.7129.json,custom
42.941910,10.719730,ov_nonna_lina_ristorante_villaggio_maresi_f_42.9419_10.7197,Nonna Lina Ristorante Villaggio Maresi Follonica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/nonna_lina_ristorante_villaggio_maresi_f_42.9419_10.7197.json,custom
42.998806,10.792805,ov_locanda_la_braccata_42.9988_10.7928,Locanda La Braccata,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/locanda_la_braccata_42.9988_10.7928.json,custom
42.954691,10.860621,ov_il_fanta_42.9547_10.8606,IL FANTA,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/il_fanta_42.9547_10.8606.json,custom
42.936258,10.781358,ov_kirin_sushi_follonica_42.9363_10.7814,Kirin Sushi Follonica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/kirin_sushi_follonica_42.9363_10.7814.json,custom
42.936675,10.796735,ov_agriturismo_cannavota_42.9367_10.7967,Agriturismo Cannavota,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/agriturismo_cannavota_42.9367_10.7967.json,custom
42.935789,10.782545,ov_fuori_zona_bar_ristorante_42.9358_10.7825,Fuori Zona Bar Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/fuori_zona_bar_ristorante_42.9358_10.7825.json,custom
42.935587,10.775311,ov_la_taverna_di_nonno_totti_42.9356_10.7753,La Taverna Di Nonno Totti,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/la_taverna_di_nonno_totti_42.9356_10.7753.json,custom
42.934634,10.778675,ov_mollica_s_42.9346_10.7787,Mollica's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/mollicas_42.9346_10.7787.json,custom
42.934715,10.780921,ov_bar_trattoria_da_silvia_42.9347_10.7809,Bar Trattoria Da Silvia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_trattoria_da_silvia_42.9347_10.7809.json,custom
42.933061,10.783548,ov_il_braciere_42.9331_10.7835,IL Braciere,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/il_braciere_42.9331_10.7835.json,custom
42.932959,10.776737,ov_la_mangiatoia_42.9330_10.7767,La Mangiatoia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/la_mangiatoia_42.9330_10.7767.json,custom
42.928432,10.791256,ov_bar_trattoria_cannavota_42.9284_10.7913,Bar Trattoria Cannavota,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_trattoria_cannavota_42.9284_10.7913.json,custom
42.929845,10.779532,ov_aloha_ristofood_42.9298_10.7795,Aloha RistoFood,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/aloha_ristofood_42.9298_10.7795.json,custom
42.925877,10.771515,ov_la_pizzina_follonica_42.9259_10.7715,La Pizzina Follonica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/la_pizzina_follonica_42.9259_10.7715.json,custom
42.918915,10.764948,ov_casa_della_pizza_42.9189_10.7649,Casa Della Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/casa_della_pizza_42.9189_10.7649.json,custom
42.918771,10.770291,ov_pizzeria_il_pirata_2_42.9188_10.7703,Pizzeria Il Pirata 2,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pizzeria_il_pirata_2_42.9188_10.7703.json,custom
42.918632,10.771571,ov_ricca_pizza_42.9186_10.7716,Ricca Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ricca_pizza_42.9186_10.7716.json,custom
42.918525,10.771333,ov_fritto_e_go_42.9185_10.7713,Fritto e Go,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/fritto_e_go_42.9185_10.7713.json,custom
42.917525,10.770504,ov_pasticceria_spinetti_42.9175_10.7705,Pasticceria Spinetti,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pasticceria_spinetti_42.9175_10.7705.json,custom
42.917756,10.765159,ov_eden_park_srl_42.9178_10.7652,Eden Park SRL,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/eden_park_srl_42.9178_10.7652.json,custom
42.917747,10.765307,ov_i_rigattieri_42.9177_10.7653,I Rigattieri,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/i_rigattieri_42.9177_10.7653.json,custom
42.917699,10.765684,ov_roses_garden_42.9177_10.7657,Roses Garden,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/roses_garden_42.9177_10.7657.json,custom
42.917165,10.767699,ov_ristorante_dal_bianco__ex_oscar_club__42.9172_10.7677,Ristorante Dal Bianco (ex Oscar Club),RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_dal_bianco_ex_oscar_club_42.9172_10.7677.json,custom
42.916770,10.768750,ov_da_zio_pino_42.9168_10.7688,Da Zio Pino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/da_zio_pino_42.9168_10.7688.json,custom
42.916391,10.768973,ov_il_baracchino_42.9164_10.7690,Il Baracchino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/il_baracchino_42.9164_10.7690.json,custom
42.915098,10.765903,ov_oscar_club_42.9151_10.7659,Oscar Club,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/oscar_club_42.9151_10.7659.json,custom
42.914261,10.770492,ov_pirata_ristorante_pizzeria_42.9143_10.7705,Pirata Ristorante Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pirata_ristorante_pizzeria_42.9143_10.7705.json,custom
42.913319,10.771674,ov_ristorante_montecristo_42.9133_10.7717,Ristorante Montecristo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_montecristo_42.9133_10.7717.json,custom
42.912736,10.771292,ov_ristorante_il_gabbiano_42.9127_10.7713,Ristorante Il Gabbiano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_il_gabbiano_42.9127_10.7713.json,custom
42.911926,10.772749,ov_sapori_di_mare_42.9119_10.7727,Sapori di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/sapori_di_mare_42.9119_10.7727.json,custom
42.894340,10.786332,ov_ristorante_il_veliero_42.8943_10.7863,Ristorante Il Veliero,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_il_veliero_42.8943_10.7863.json,custom
43.465325,10.342462,ov_autogrill_43.4653_10.3425,Autogrill,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/autogrill_43.4653_10.3425.json,custom
42.920261,10.757442,osm_aloha_restaurant_42.9203_10.7574,Aloha Restaurant,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/aloha_restaurant_42.9203_10.7574.json,custom
42.921040,10.758015,osm_ristorante_abissinia_42.9210_10.7580,Ristorante Abissinia,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_abissinia_42.9210_10.7580.json,custom
42.921574,10.757194,osm_limonaia_42.9216_10.7572,Limonaia,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/limonaia_42.9216_10.7572.json,custom
42.934979,10.776045,osm_bar_ristorante_la_pentolaccia_42.9350_10.7760,Bar Ristorante La Pentolaccia,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_ristorante_la_pentolaccia_42.9350_10.7760.json,custom
42.921687,10.757661,osm_pepe_nero_42.9217_10.7577,Pepe Nero,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pepe_nero_42.9217_10.7577.json,custom
42.921715,10.757720,osm_rifrullo_42.9217_10.7577,Rifrullo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/rifrullo_42.9217_10.7577.json,custom
42.927521,10.746121,osm_pizzeria_ai__42.9275_10.7461,pizzeria Aió,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pizzeria_ai_42.9275_10.7461.json,custom
42.922623,10.757664,osm_pizza_geg__42.9226_10.7577,pizza Gegè,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pizza_geg_42.9226_10.7577.json,custom
42.923007,10.758271,osm_trattoria_santarino_42.9230_10.7583,Trattoria Santarino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/trattoria_santarino_42.9230_10.7583.json,custom
42.918745,10.761368,osm_bezzuga_42.9187_10.7614,Bezzuga,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bezzuga_42.9187_10.7614.json,custom
42.922714,10.755351,osm_ristorante_pizzeria_caribia_2_42.9227_10.7554,Ristorante Pizzeria Caribia 2,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_pizzeria_caribia_2_42.9227_10.7554.json,custom
42.922565,10.756948,osm_da_poldo_42.9226_10.7569,Da Poldo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/da_poldo_42.9226_10.7569.json,custom
42.929618,10.738424,osm_la_lanternina_2_42.9296_10.7384,La Lanternina 2,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/la_lanternina_2_42.9296_10.7384.json,custom
42.925033,10.763921,osm_bar_ristorante_da_gastone_42.9250_10.7639,Bar Ristorante da Gastone,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_ristorante_da_gastone_42.9250_10.7639.json,custom
42.914264,10.770497,osm_ristorante_pizzeria_il_pirata_42.9143_10.7705,Ristorante Pizzeria Il Pirata,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_pizzeria_il_pirata_42.9143_10.7705.json,custom
42.919404,10.773513,osm_meridiano_42.9194_10.7735,Meridiano,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/meridiano_42.9194_10.7735.json,custom
42.917746,10.761997,osm_sox_caf__42.9177_10.7620,Sox Cafè,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/sox_caf_42.9177_10.7620.json,custom
42.920963,10.757814,osm_panineria_i_bischero_42.9210_10.7578,Panineria I'Bischero,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/panineria_ibischero_42.9210_10.7578.json,custom
42.921497,10.759560,osm_john_bistecchino_42.9215_10.7596,John Bistecchino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/john_bistecchino_42.9215_10.7596.json,custom
42.922531,10.758702,osm_lo_scarrozzo_42.9225_10.7587,Lo Scarrozzo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/lo_scarrozzo_42.9225_10.7587.json,custom
42.922731,10.759463,osm_il_semaforo_42.9227_10.7595,il Semaforo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/il_semaforo_42.9227_10.7595.json,custom
42.923151,10.760369,osm_grotta_follis_42.9232_10.7604,Grotta Follis,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/grotta_follis_42.9232_10.7604.json,custom
42.923252,10.759893,osm_il_beccofino_42.9233_10.7599,Il Beccofino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/il_beccofino_42.9233_10.7599.json,custom
42.923024,10.757863,osm_deh_gustibus___osteria_42.9230_10.7579,Deh Gustibus - osteria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/deh_gustibus_-_osteria_42.9230_10.7579.json,custom
42.923289,10.758374,osm_da_cuore_42.9233_10.7584,da Cuore,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/da_cuore_42.9233_10.7584.json,custom
42.923967,10.757937,osm_enogastronomia_marrini_42.9240_10.7579,Enogastronomia Marrini,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/enogastronomia_marrini_42.9240_10.7579.json,custom
42.923686,10.758063,osm_riso___sorriso_42.9237_10.7581,Riso & Sorriso,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/riso_sorriso_42.9237_10.7581.json,custom
42.924786,10.755906,osm_pizzeria_oasi_42.9248_10.7559,Pizzeria Oasi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pizzeria_oasi_42.9248_10.7559.json,custom
42.923921,10.759629,osm_il_trabaccolo_osteria_42.9239_10.7596,il Trabaccolo Osteria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/il_trabaccolo_osteria_42.9239_10.7596.json,custom
42.925870,10.755873,osm_jiuba_42.9259_10.7559,Jiuba,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/jiuba_42.9259_10.7559.json,custom
42.922235,10.757652,osm_antica_hostaria_42.9222_10.7577,Antica Hostaria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/antica_hostaria_42.9222_10.7577.json,custom
42.922287,10.759575,osm_the_pok__bar_42.9223_10.7596,The Poké Bar,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/the_pok_bar_42.9223_10.7596.json,custom
42.920966,10.757113,osm_pizza_a_taglio_ballerini_42.9210_10.7571,pizza a taglio Ballerini,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pizza_a_taglio_ballerini_42.9210_10.7571.json,custom
42.919278,10.759918,osm_maso_42.9193_10.7599,Maso,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/maso_42.9193_10.7599.json,custom
42.918323,10.762469,osm_osteria_la_bottega_42.9183_10.7625,Osteria La Bottega,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/osteria_la_bottega_42.9183_10.7625.json,custom
42.937516,10.719677,osm_nel_giardino_di_cri_42.9375_10.7197,Nel Giardino di Cri,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/nel_giardino_di_cri_42.9375_10.7197.json,custom
42.928406,10.791266,osm_cannavota_106_42.9284_10.7913,Cannavota 106,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/cannavota_106_42.9284_10.7913.json,custom
42.935700,10.782526,osm_bar_ristorante_fuorizona_42.9357_10.7825,Bar Ristorante Fuorizona,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_ristorante_fuorizona_42.9357_10.7825.json,custom
42.935638,10.789622,osm_bar_ristorante_my_stop_42.9356_10.7896,Bar Ristorante My Stop,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_ristorante_my_stop_42.9356_10.7896.json,custom
42.918409,10.761927,osm_antica_macelleria_ristori_42.9184_10.7619,Antica Macelleria Ristori,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/antica_macelleria_ristori_42.9184_10.7619.json,custom
42.930682,10.735354,osm_la_pizzosta_42.9307_10.7354,La Pizzosta,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/la_pizzosta_42.9307_10.7354.json,custom
42.917316,10.767898,osm_da_zio_pino_42.9173_10.7679,Da Zio Pino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/da_zio_pino_42.9173_10.7679.json,custom
42.927725,10.758806,osm_vanilla_42.9277_10.7588,Vanilla,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/vanilla_42.9277_10.7588.json,custom
42.923833,10.754326,osm_pizzeria_fratelli_ballerini_42.9238_10.7543,Pizzeria Fratelli Ballerini,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pizzeria_fratelli_ballerini_42.9238_10.7543.json,custom
42.925178,10.754957,osm_ardiccioni_la_lanterna_42.9252_10.7550,Ardiccioni La Lanterna,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ardiccioni_la_lanterna_42.9252_10.7550.json,custom
42.922523,10.759118,osm_nasir_kebab_42.9225_10.7591,Nasir kebab,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/nasir_kebab_42.9225_10.7591.json,custom
42.921525,10.757785,osm_la_brusca_42.9215_10.7578,La Brusca,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/la_brusca_42.9215_10.7578.json,custom
42.922289,10.757129,osm_trattoria_il_mare_42.9223_10.7571,trattoria il mare,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/trattoria_il_mare_42.9223_10.7571.json,custom
42.922020,10.754774,osm_new_florida_42.9220_10.7548,new Florida,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/new_florida_42.9220_10.7548.json,custom
42.921928,10.754943,osm_anima_fusion_42.9219_10.7549,Anima Fusion,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/anima_fusion_42.9219_10.7549.json,custom
42.922590,10.753965,osm_il_filibustiere_42.9226_10.7540,il Filibustiere,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/il_filibustiere_42.9226_10.7540.json,custom
42.923811,10.751201,osm_zenzero_fusion_42.9238_10.7512,Zenzero Fusion,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/zenzero_fusion_42.9238_10.7512.json,custom
42.922809,10.753104,osm_mr__ugo___vesuvio2_42.9228_10.7531,Mr. Ugo - Vesuvio2,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/mr_ugo_-_vesuvio2_42.9228_10.7531.json,custom
42.923164,10.751993,osm_la_baracca_42.9232_10.7520,La Baracca,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/la_baracca_42.9232_10.7520.json,custom
42.930710,10.734664,osm_nettuno_42.9307_10.7347,Nettuno,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/nettuno_42.9307_10.7347.json,custom
42.930225,10.736005,osm_oasi_42.9302_10.7360,Oasi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/oasi_42.9302_10.7360.json,custom
42.929700,10.737516,osm_cerboli_osteria_del_mare_42.9297_10.7375,Cerboli osteria del mare,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/cerboli_osteria_del_mare_42.9297_10.7375.json,custom
42.935745,10.722056,osm_ristorante_la_duna_42.9357_10.7221,Ristorante La Duna,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorante_la_duna_42.9357_10.7221.json,custom
42.927732,10.747499,osm_pinseria_etrusca_42.9277_10.7475,Pinseria Etrusca,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pinseria_etrusca_42.9277_10.7475.json,custom
42.923054,10.752309,osm_giangusto_42.9231_10.7523,GianGusto,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/giangusto_42.9231_10.7523.json,custom
42.921121,10.756933,osm_instanbul_kebab_42.9211_10.7569,Instanbul Kebab,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/instanbul_kebab_42.9211_10.7569.json,custom
42.921492,10.756145,osm_ali_baba_kebab_42.9215_10.7561,Ali baba kebab,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ali_baba_kebab_42.9215_10.7561.json,custom
42.922421,10.753432,osm_ristorantino_l_ombra_42.9224_10.7534,Ristorantino L'Ombra,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristorantino_lombra_42.9224_10.7534.json,custom
42.921527,10.758655,osm_haus_42.9215_10.7587,HAUS,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/haus_42.9215_10.7587.json,custom
42.926333,10.750930,osm_spuntino_42.9263_10.7509,Spuntino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/spuntino_42.9263_10.7509.json,custom
42.935619,10.788972,osm_rimpinzami_42.9356_10.7890,Rimpinzami,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/rimpinzami_42.9356_10.7890.json,custom
42.932280,10.783351,osm_ristonodo_42.9323_10.7834,RistoNodo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ristonodo_42.9323_10.7834.json,custom
42.926679,10.745447,osm_pizzeria_a_taglio_eden_beach_42.9267_10.7454,pizzeria a taglio Eden Beach,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pizzeria_a_taglio_eden_beach_42.9267_10.7454.json,custom
